time	V(v1)	V(v2)	V(vo2)
4.492990215594228e-003	4.402954e-002	-4.402954e-002	-6.082020e-001
4.493650526767039e-003	3.988434e-002	-3.988434e-002	-6.044459e-001
4.494004968795306e-003	3.765899e-002	-3.765899e-002	-5.647129e-001
4.494202750501527e-003	3.641714e-002	-3.641714e-002	-5.039827e-001
4.494351025057986e-003	3.548611e-002	-3.548611e-002	-4.531751e-001
4.494527092893643e-003	3.438051e-002	-3.438051e-002	-4.074793e-001
4.494654956749101e-003	3.357758e-002	-3.357758e-002	-3.790076e-001
4.494787506429330e-003	3.274521e-002	-3.274521e-002	-3.550190e-001
4.494929670944555e-003	3.185243e-002	-3.185243e-002	-3.338373e-001
4.495082156377195e-003	3.089481e-002	-3.089481e-002	-3.145627e-001
4.495274808296514e-003	2.968489e-002	-2.968489e-002	-2.944694e-001
4.495527320013846e-003	2.809898e-002	-2.809898e-002	-2.727472e-001
4.495921435954401e-003	2.562357e-002	-2.562357e-002	-2.450746e-001
4.496495388216787e-003	2.201835e-002	-2.201835e-002	-2.109627e-001
4.497317353598972e-003	1.685477e-002	-1.685477e-002	-1.672046e-001
4.498705137882972e-003	8.135769e-003	-8.135769e-003	-9.654520e-002
4.500233190161882e-003	-1.465176e-003	1.465176e-003	-1.961392e-002
4.503289294719702e-003	-2.066578e-002	2.066578e-002	1.333617e-001
4.508052492770046e-003	-5.057372e-002	5.057372e-002	3.663537e-001
4.510074084541151e-003	-6.325508e-002	6.325508e-002	4.549583e-001
4.511158595894014e-003	-7.005410e-002	7.005410e-002	4.905306e-001
4.512262804083703e-003	-7.697326e-002	7.697326e-002	5.143915e-001
4.513399195700089e-003	-8.409021e-002	8.409021e-002	5.318679e-001
4.515240394552223e-003	-9.561194e-002	9.561194e-002	5.542607e-001
4.515622696952821e-003	-9.800274e-002	9.800274e-002	5.586384e-001
4.515793782028587e-003	-9.907246e-002	9.907246e-002	5.609949e-001
4.515882638038276e-003	-9.962800e-002	9.962800e-002	5.631693e-001
4.515952728237458e-003	-1.000662e-001	1.000662e-001	5.668029e-001
4.516024811904625e-003	-1.005168e-001	1.005168e-001	5.738292e-001
4.516111696929058e-003	-1.010600e-001	1.010600e-001	5.871518e-001
4.516213068913635e-003	-1.016936e-001	1.016936e-001	6.078072e-001
4.516332090338168e-003	-1.024375e-001	1.024375e-001	6.355892e-001
4.516499375448441e-003	-1.034830e-001	1.034830e-001	6.745511e-001
4.516734687793155e-003	-1.049535e-001	1.049535e-001	7.232271e-001
4.516972393835283e-003	-1.064387e-001	1.064387e-001	7.621735e-001
4.517374700441657e-003	-1.089518e-001	1.089518e-001	8.104299e-001
4.517824250328863e-003	-1.117591e-001	1.117591e-001	8.496511e-001
4.518375383130170e-003	-1.151996e-001	1.151996e-001	8.857709e-001
4.520067975000255e-003	-1.257569e-001	1.257569e-001	9.757950e-001
4.529088453318958e-003	-1.821852e-001	1.821852e-001	1.428034e+000
4.538108931637661e-003	-2.375936e-001	2.375936e-001	1.872078e+000
4.547129409956364e-003	-2.919819e-001	2.919819e-001	2.307930e+000
4.556149888275066e-003	-3.453504e-001	3.453504e-001	2.735587e+000
4.565170366593769e-003	-3.976989e-001	3.976989e-001	3.155051e+000
4.574190844912472e-003	-4.490274e-001	4.490274e-001	3.566321e+000
4.583211323231175e-003	-4.993359e-001	4.993359e-001	3.969397e+000
4.597859760731174e-003	-5.781969e-001	5.781969e-001	4.601612e+000
4.612508198231174e-003	-6.507842e-001	6.507842e-001	5.183787e+000
4.627156635731174e-003	-7.170979e-001	7.170979e-001	5.715921e+000
4.641805073231173e-003	-7.771381e-001	7.771381e-001	6.198015e+000
4.656453510731173e-003	-8.309046e-001	8.309046e-001	6.630068e+000
4.671101948231173e-003	-8.783975e-001	8.783975e-001	7.012081e+000
4.685750385731173e-003	-9.196169e-001	9.196169e-001	7.344054e+000
4.710861992874029e-003	-9.691743e-001	9.691743e-001	7.744798e+000
4.735973600016886e-003	-9.948186e-001	9.948186e-001	7.954188e+000
4.761085207159743e-003	-9.965498e-001	9.965498e-001	7.972224e+000
4.786196814302599e-003	-9.743679e-001	9.743679e-001	7.798907e+000
4.811308421445455e-003	-9.282728e-001	9.282728e-001	7.434236e+000
4.836420028588312e-003	-8.582647e-001	8.582647e-001	6.878212e+000
4.861531635731169e-003	-7.643434e-001	7.643434e-001	6.130834e+000
4.873389894659740e-003	-7.134001e-001	7.134001e-001	5.724930e+000
4.885248153588311e-003	-6.593006e-001	6.593006e-001	5.293687e+000
4.897106412516883e-003	-6.020448e-001	6.020448e-001	4.837107e+000
4.908964671445453e-003	-5.416328e-001	5.416328e-001	4.355188e+000
4.920822930374024e-003	-4.780645e-001	4.780645e-001	3.847932e+000
4.932681189302596e-003	-4.113399e-001	4.113399e-001	3.315338e+000
4.944539448231167e-003	-3.414592e-001	3.414592e-001	2.757406e+000
4.950119805374024e-003	-3.081965e-001	3.081965e-001	2.491664e+000
4.955700162516881e-003	-2.746590e-001	2.746590e-001	2.223824e+000
4.961280519659738e-003	-2.408467e-001	2.408467e-001	1.953886e+000
4.966860876802595e-003	-2.067597e-001	2.067597e-001	1.681850e+000
4.972441233945452e-003	-1.723978e-001	1.723978e-001	1.407716e+000
4.978021591088309e-003	-1.377612e-001	1.377612e-001	1.131484e+000
4.983601948231166e-003	-1.028498e-001	1.028498e-001	8.531544e-001
4.988484760731166e-003	-7.228927e-002	7.228927e-002	6.126311e-001
4.990333773419541e-003	-6.069736e-002	6.069736e-002	5.272184e-001
4.991065379571990e-003	-5.610839e-002	5.610839e-002	4.999656e-001
4.991361233269890e-003	-5.425232e-002	5.425232e-002	4.927152e-001
4.991794736855289e-003	-5.153235e-002	5.153235e-002	4.867082e-001
4.992232327348392e-003	-4.878630e-002	4.878630e-002	4.822084e-001
4.992669917841495e-003	-4.603994e-002	4.603994e-002	4.777176e-001
4.993107508334599e-003	-4.329325e-002	4.329325e-002	4.732358e-001
4.993545098827702e-003	-4.054625e-002	4.054625e-002	4.687629e-001
4.993982689320806e-003	-3.779893e-002	3.779893e-002	4.642990e-001
4.994420279813909e-003	-3.505129e-002	3.505129e-002	4.598441e-001
4.994857870307013e-003	-3.230333e-002	3.230333e-002	4.553981e-001
4.994985778139925e-003	-3.150008e-002	3.150008e-002	4.539447e-001
4.995152842912211e-003	-3.045088e-002	3.045088e-002	4.516626e-001
4.995323782236505e-003	-2.937732e-002	2.937732e-002	4.492901e-001
4.995465208199877e-003	-2.848908e-002	2.848908e-002	4.476042e-001
4.995748060126620e-003	-2.671255e-002	2.671255e-002	4.435025e-001
4.996313763980107e-003	-2.315923e-002	2.315923e-002	4.255673e-001
4.996530287137162e-003	-2.179912e-002	2.179912e-002	4.014766e-001
4.996683839577794e-003	-2.083454e-002	2.083454e-002	3.656049e-001
4.996806684386589e-003	-2.006285e-002	2.006285e-002	3.297058e-001
4.996901925707636e-003	-1.946454e-002	1.946454e-002	3.036255e-001
4.997005568116201e-003	-1.881346e-002	1.881346e-002	2.789790e-001
4.997135511566986e-003	-1.799714e-002	1.799714e-002	2.523721e-001
4.997285632802315e-003	-1.705405e-002	1.705405e-002	2.271183e-001
4.997543382325790e-003	-1.543477e-002	1.543477e-002	1.937899e-001
4.998017581825185e-003	-1.245558e-002	1.245558e-002	1.492488e-001
4.998709647124404e-003	-8.107438e-003	8.107438e-003	1.016132e-001
4.999470070608958e-003	-3.329638e-003	3.329638e-003	5.899074e-002
5.000000000000000e-003	-1.224647e-015	1.224647e-015	3.150604e-002
