time	V(v1)	V(v2)	V(vo2)
2.018586150965451e-003	1.165150e-001	-1.165150e-001	-8.926101e-001
2.019201598734857e-003	1.203547e-001	-1.203547e-001	-9.281617e-001
2.021316689560878e-003	1.335366e-001	-1.335366e-001	-1.036630e+000
2.030609330770331e-003	1.916122e-001	-1.916122e-001	-1.501539e+000
2.039901971979783e-003	2.485611e-001	-2.485611e-001	-1.957428e+000
2.049194613189236e-003	3.043834e-001	-3.043834e-001	-2.404298e+000
2.058487254398689e-003	3.590790e-001	-3.590790e-001	-2.842148e+000
2.067779895608142e-003	4.126479e-001	-4.126479e-001	-3.270979e+000
2.077072536817594e-003	4.650902e-001	-4.650902e-001	-3.690790e+000
2.086365178027047e-003	5.164058e-001	-5.164058e-001	-4.101582e+000
2.101013615527047e-003	5.942416e-001	-5.942416e-001	-4.724951e+000
2.115662053027046e-003	6.656947e-001	-6.656947e-001	-5.297575e+000
2.130310490527046e-003	7.307651e-001	-7.307651e-001	-5.819454e+000
2.144958928027046e-003	7.894529e-001	-7.894529e-001	-6.290587e+000
2.159607365527045e-003	8.417579e-001	-8.417579e-001	-6.710975e+000
2.174255803027045e-003	8.876803e-001	-8.876803e-001	-7.080618e+000
2.188904240527045e-003	9.272200e-001	-9.272200e-001	-7.399515e+000
2.213318303027044e-003	9.728179e-001	-9.728179e-001	-7.771345e+000
2.237732365527044e-003	9.957919e-001	-9.957919e-001	-7.961766e+000
2.262146428027043e-003	9.961420e-001	-9.961420e-001	-7.970778e+000
2.286560490527043e-003	9.738682e-001	-9.738682e-001	-7.798380e+000
2.310974553027042e-003	9.289704e-001	-9.289704e-001	-7.444574e+000
2.335388615527042e-003	8.614486e-001	-8.614486e-001	-6.909359e+000
2.359802678027041e-003	7.713029e-001	-7.713029e-001	-6.192734e+000
2.371660936955612e-003	7.209680e-001	-7.209680e-001	-5.791453e+000
2.383519195884183e-003	6.674279e-001	-6.674279e-001	-5.364389e+000
2.395377454812755e-003	6.106826e-001	-6.106826e-001	-4.911542e+000
2.407235713741326e-003	5.507321e-001	-5.507321e-001	-4.432912e+000
2.419093972669897e-003	4.875763e-001	-4.875763e-001	-3.928499e+000
2.430952231598468e-003	4.212154e-001	-4.212154e-001	-3.398303e+000
2.442810490527039e-003	3.516493e-001	-3.516493e-001	-2.842324e+000
2.448390847669897e-003	3.185126e-001	-3.185126e-001	-2.577340e+000
2.453971204812753e-003	2.850881e-001	-2.850881e-001	-2.310144e+000
2.459551561955610e-003	2.513759e-001	-2.513759e-001	-2.040739e+000
2.465131919098467e-003	2.173759e-001	-2.173759e-001	-1.769122e+000
2.470712276241324e-003	1.830881e-001	-1.830881e-001	-1.495295e+000
2.476292633384181e-003	1.485126e-001	-1.485126e-001	-1.219257e+000
2.481872990527038e-003	1.136493e-001	-1.136493e-001	-9.410089e-001
2.486755803027038e-003	8.311974e-002	-8.311974e-002	-7.000411e-001
2.488427391189415e-003	7.264879e-002	-7.264879e-002	-6.232359e-001
2.489359509347346e-003	6.680638e-002	-6.680638e-002	-5.908694e-001
2.489712821090585e-003	6.459125e-002	-6.459125e-002	-5.863581e-001
2.490433569525121e-003	6.007147e-002	-6.007147e-002	-5.906001e-001
2.490846302403778e-003	5.748264e-002	-5.748264e-002	-5.934745e-001
2.491259035282434e-003	5.489346e-002	-5.489346e-002	-5.962738e-001
2.491671768161091e-003	5.230394e-002	-5.230394e-002	-5.989979e-001
2.492084501039747e-003	4.971408e-002	-4.971408e-002	-6.016468e-001
2.492497233918404e-003	4.712386e-002	-4.712386e-002	-6.042206e-001
2.492909966797060e-003	4.453331e-002	-4.453331e-002	-6.067193e-001
2.493322699675717e-003	4.194241e-002	-4.194241e-002	-6.091428e-001
2.493899741242562e-003	3.831967e-002	-3.831967e-002	-5.824357e-001
2.494144358040128e-003	3.678378e-002	-3.678378e-002	-5.284362e-001
2.494452214069349e-003	3.485071e-002	-3.485071e-002	-4.283955e-001
2.494615965879502e-003	3.382243e-002	-3.382243e-002	-3.878898e-001
2.494796003208215e-003	3.269185e-002	-3.269185e-002	-3.555877e-001
2.494973434697470e-003	3.157759e-002	-3.157759e-002	-3.291720e-001
2.495213473505463e-003	3.007010e-002	-3.007010e-002	-3.015903e-001
2.495544586208305e-003	2.799053e-002	-2.799053e-002	-2.720419e-001
2.495989142275071e-003	2.519830e-002	-2.519830e-002	-2.412297e-001
2.496878254408603e-003	1.961325e-002	-1.961325e-002	-1.902556e-001
2.497688279835139e-003	1.452446e-002	-1.452446e-002	-1.479371e-001
2.499308330688212e-003	4.345873e-003	-4.345873e-003	-6.614404e-002
2.501179784919649e-003	-7.412740e-003	7.412740e-003	2.790925e-002
2.504922693382523e-003	-3.092526e-002	3.092526e-002	2.148149e-001
2.508239289924600e-003	-5.174587e-002	5.174587e-002	3.767722e-001
2.509719984562082e-003	-6.103450e-002	6.103450e-002	4.427004e-001
2.510786975396886e-003	-6.772469e-002	6.772469e-002	4.805715e-001
2.511772336097816e-003	-7.390034e-002	7.390034e-002	5.051473e-001
2.512901431931891e-003	-8.097334e-002	8.097334e-002	5.247957e-001
2.514056856831695e-003	-8.820705e-002	8.820705e-002	5.404017e-001
2.515195537415071e-003	-9.533139e-002	9.533139e-002	5.537434e-001
2.515629937026703e-003	-9.804801e-002	9.804801e-002	5.587670e-001
2.515819433432512e-003	-9.923285e-002	9.923285e-002	5.615212e-001
2.515907184914799e-003	-9.978147e-002	9.978147e-002	5.640101e-001
2.515983400128127e-003	-1.002579e-001	1.002579e-001	5.686915e-001
2.516060543027488e-003	-1.007402e-001	1.007402e-001	5.774423e-001
2.516154516170869e-003	-1.013276e-001	1.013276e-001	5.935202e-001
2.516260281580268e-003	-1.019887e-001	1.019887e-001	6.164432e-001
2.516388317671100e-003	-1.027890e-001	1.027890e-001	6.467705e-001
2.516590104557546e-003	-1.040500e-001	1.040500e-001	6.926785e-001
2.516806517254887e-003	-1.054023e-001	1.054023e-001	7.346956e-001
2.517099031148856e-003	-1.072298e-001	1.072298e-001	7.783178e-001
2.517520710927356e-003	-1.098637e-001	1.098637e-001	8.241141e-001
2.517990710987319e-003	-1.127984e-001	1.127984e-001	8.612916e-001
2.518597913507523e-003	-1.165884e-001	1.165884e-001	8.986066e-001
2.520488435985477e-003	-1.283774e-001	1.283774e-001	9.969409e-001
2.529626068346141e-003	-1.855223e-001	1.855223e-001	1.454849e+000
2.538763700706806e-003	-2.416045e-001	2.416045e-001	1.904239e+000
2.547901333067471e-003	-2.966239e-001	2.966239e-001	2.345110e+000
2.557038965428136e-003	-3.505806e-001	3.505806e-001	2.777462e+000
2.566176597788800e-003	-4.034745e-001	4.034745e-001	3.201296e+000
2.575314230149465e-003	-4.553056e-001	4.553056e-001	3.616610e+000
2.584451862510130e-003	-5.060740e-001	5.060740e-001	4.023407e+000
2.599100300010129e-003	-5.845354e-001	5.845354e-001	4.652439e+000
2.613748737510129e-003	-6.566800e-001	6.566800e-001	5.231085e+000
2.628397175010129e-003	-7.225077e-001	7.225077e-001	5.759345e+000
2.643045612510128e-003	-7.820187e-001	7.820187e-001	6.237218e+000
2.657694050010128e-003	-8.352129e-001	8.352129e-001	6.664704e+000
2.672342487510128e-003	-8.820902e-001	8.820902e-001	7.041803e+000
2.686990925010127e-003	-9.226508e-001	9.226508e-001	7.368516e+000
2.711404987510127e-003	-9.701075e-001	9.701075e-001	7.752331e+000
2.735819050010126e-003	-9.948999e-001	9.948999e-001	7.954791e+000
2.760233112510126e-003	-9.970281e-001	9.970281e-001	7.975895e+000
2.784647175010125e-003	-9.764921e-001	9.764921e-001	7.815644e+000
2.809061237510125e-003	-9.332918e-001	9.332918e-001	7.474036e+000
2.833475300010124e-003	-8.674273e-001	8.674273e-001	6.951073e+000
2.857889362510124e-003	-7.788985e-001	7.788985e-001	6.246754e+000
2.869747621438695e-003	-7.292437e-001	7.292437e-001	5.851185e+000
2.881605880367266e-003	-6.763300e-001	6.763300e-001	5.429456e+000
2.893464139295837e-003	-6.201573e-001	6.201573e-001	4.981567e+000
2.905322398224408e-003	-5.607258e-001	5.607258e-001	4.507519e+000
2.917180657152980e-003	-4.980353e-001	4.980353e-001	4.007311e+000
2.929038916081551e-003	-4.320858e-001	4.320858e-001	3.480943e+000
2.940897175010122e-003	-3.628775e-001	3.628775e-001	2.928415e+000
2.947175076795836e-003	-3.256998e-001	3.256998e-001	2.631324e+000
2.953452978581550e-003	-2.881630e-001	2.881630e-001	2.331521e+000
2.959730880367264e-003	-2.502673e-001	2.502673e-001	2.029006e+000
2.966008782152979e-003	-2.120124e-001	2.120124e-001	1.723780e+000
2.972286683938693e-003	-1.733985e-001	1.733985e-001	1.415841e+000
2.978564585724407e-003	-1.344256e-001	1.344256e-001	1.105191e+000
2.984842487510121e-003	-9.509356e-002	9.509356e-002	7.918291e-001
2.989725300010121e-003	-6.451301e-002	6.451301e-002	5.571076e-001
2.991176667747451e-003	-5.541024e-002	5.541024e-002	4.988218e-001
2.991553959345073e-003	-5.304313e-002	5.304313e-002	4.895925e-001
2.991772722488855e-003	-5.167049e-002	5.167049e-002	4.868315e-001
2.992208210797509e-003	-4.893765e-002	4.893765e-002	4.824003e-001
2.992643699106163e-003	-4.620450e-002	4.620450e-002	4.779685e-001
2.993079187414817e-003	-4.347103e-002	4.347103e-002	4.735359e-001
2.993514675723471e-003	-4.073724e-002	4.073724e-002	4.691026e-001
2.993950164032126e-003	-3.800314e-002	3.800314e-002	4.646686e-001
2.994385652340780e-003	-3.526872e-002	3.526872e-002	4.602338e-001
2.994821140649434e-003	-3.253399e-002	3.253399e-002	4.557984e-001
2.995017940551539e-003	-3.129809e-002	3.129809e-002	4.534998e-001
2.995188402337941e-003	-3.022755e-002	3.022755e-002	4.510654e-001
2.995381572021970e-003	-2.901437e-002	2.901437e-002	4.485555e-001
2.995606937742401e-003	-2.759892e-002	2.759892e-002	4.459760e-001
2.996057669183263e-003	-2.476786e-002	2.476786e-002	4.398258e-001
2.996301720595367e-003	-2.323488e-002	2.323488e-002	4.304761e-001
2.996485759730788e-003	-2.207883e-002	2.207883e-002	4.096870e-001
2.996609612608416e-003	-2.130082e-002	2.130082e-002	3.820518e-001
2.996719038483757e-003	-2.061343e-002	2.061343e-002	3.501185e-001
2.996819786095085e-003	-1.998054e-002	1.998054e-002	3.210234e-001
2.996925315897283e-003	-1.931761e-002	1.931761e-002	2.941390e-001
2.997094509633216e-003	-1.825472e-002	1.825472e-002	2.580481e-001
2.997301142737584e-003	-1.695661e-002	1.695661e-002	2.239854e-001
2.997714408946321e-003	-1.436030e-002	1.436030e-002	1.754432e-001
2.998278606865396e-003	-1.081562e-002	1.081562e-002	1.290337e-001
2.999056074508093e-003	-5.930824e-003	5.930824e-003	8.150518e-002
2.999894930746084e-003	-6.601695e-004	6.601695e-004	3.713733e-002
3.001442165870693e-003	9.061271e-003	-9.061271e-003	-4.109005e-002
3.003268872422327e-003	2.053749e-002	-2.053749e-002	-1.326964e-001
3.006922285525597e-003	4.348029e-002	-4.348029e-002	-3.147260e-001
3.008775111796716e-003	5.510772e-002	-5.510772e-002	-4.055554e-001
3.009885123396945e-003	6.207014e-002	-6.207014e-002	-4.576355e-001
3.010810311117446e-003	6.787097e-002	-6.787097e-002	-4.967268e-001
3.011542366907665e-003	7.245927e-002	-7.245927e-002	-5.210810e-001
3.012308224477877e-003	7.725779e-002	-7.725779e-002	-5.370876e-001
3.013280647027863e-003	8.334796e-002	-8.334796e-002	-5.461085e-001
3.014410275848501e-003	9.041877e-002	-9.041877e-002	-5.471679e-001
3.015531060794270e-003	9.742973e-002	-9.742973e-002	-5.429518e-001
3.015999773929403e-003	1.003603e-001	-1.003603e-001	-5.407207e-001
3.016292617666036e-003	1.021908e-001	-1.021908e-001	-5.436811e-001
3.016397068486847e-003	1.028437e-001	-1.028437e-001	-5.530561e-001
3.016476499178228e-003	1.033401e-001	-1.033401e-001	-5.699412e-001
3.016557461592179e-003	1.038460e-001	-1.038460e-001	-5.936471e-001
3.016652300274487e-003	1.044387e-001	-1.044387e-001	-6.235263e-001
3.016754122212639e-003	1.050749e-001	-1.050749e-001	-6.541010e-001
3.016896426712720e-003	1.059641e-001	-1.059641e-001	-6.914272e-001
3.017127331295212e-003	1.074066e-001	-1.074066e-001	-7.397448e-001
3.017504640750859e-003	1.097633e-001	-1.097633e-001	-7.977182e-001
3.017946681839450e-003	1.125235e-001	-1.125235e-001	-8.453119e-001
3.018429898633047e-003	1.155398e-001	-1.155398e-001	-8.824853e-001
3.018984653883142e-003	1.190014e-001	-1.190014e-001	-9.161362e-001
3.020871900939511e-003	1.307664e-001	-1.307664e-001	-1.014345e+000
3.030025187971149e-003	1.879880e-001	-1.879880e-001	-1.472473e+000
3.039178475002786e-003	2.441346e-001	-2.441346e-001	-1.921982e+000
3.048331762034423e-003	2.992062e-001	-2.992062e-001	-2.362870e+000
3.057485049066061e-003	3.532030e-001	-3.532030e-001	-2.795138e+000
3.066638336097698e-003	4.061247e-001	-4.061247e-001	-3.218785e+000
3.075791623129335e-003	4.579716e-001	-4.579716e-001	-3.633813e+000
3.084944910160972e-003	5.087435e-001	-5.087435e-001	-4.040220e+000
3.099593347660972e-003	5.870447e-001	-5.870447e-001	-4.667293e+000
3.114241785160972e-003	6.590121e-001	-6.590121e-001	-5.244007e+000
3.128890222660971e-003	7.246456e-001	-7.246456e-001	-5.770363e+000
3.143538660160971e-003	7.839453e-001	-7.839453e-001	-6.246361e+000
3.158187097660971e-003	8.369111e-001	-8.369111e-001	-6.672000e+000
3.172835535160970e-003	8.835430e-001	-8.835430e-001	-7.047282e+000
3.187483972660970e-003	9.238410e-001	-9.238410e-001	-7.372204e+000
3.211898035160970e-003	9.708194e-001	-9.708194e-001	-7.755011e+000
3.236312097660969e-003	9.951436e-001	-9.951436e-001	-7.956193e+000
3.260726160160969e-003	9.968136e-001	-9.968136e-001	-7.975751e+000
3.285140222660968e-003	9.758294e-001	-9.758294e-001	-7.813685e+000
3.309554285160968e-003	9.321911e-001	-9.321911e-001	-7.469995e+000
3.333968347660967e-003	8.658985e-001	-8.658985e-001	-6.944680e+000
3.358382410160966e-003	7.769518e-001	-7.769518e-001	-6.237741e+000
3.363962767303824e-003	7.543286e-001	-7.543286e-001	-6.057460e+000
3.369543124446680e-003	7.308534e-001	-7.308534e-001	-5.870325e+000
3.375123481589538e-003	7.065262e-001	-7.065262e-001	-5.676337e+000
3.380703838732394e-003	6.813469e-001	-6.813469e-001	-5.475495e+000
3.386284195875252e-003	6.553156e-001	-6.553156e-001	-5.267799e+000
3.391864553018108e-003	6.284323e-001	-6.284323e-001	-5.053250e+000
3.397444910160966e-003	6.006970e-001	-6.006970e-001	-4.831847e+000
3.402327722660966e-003	5.758905e-001	-5.758905e-001	-4.633792e+000
3.412093347660965e-003	5.241513e-001	-5.241513e-001	-4.220549e+000
3.421858972660965e-003	4.709560e-001	-4.709560e-001	-3.795612e+000
3.431624597660965e-003	4.163046e-001	-4.163046e-001	-3.358980e+000
3.441390222660965e-003	3.601972e-001	-3.601972e-001	-2.910654e+000
3.451155847660964e-003	3.026338e-001	-3.026338e-001	-2.450633e+000
3.460921472660964e-003	2.436144e-001	-2.436144e-001	-1.978918e+000
3.470687097660964e-003	1.831389e-001	-1.831389e-001	-1.495508e+000
3.485335535160964e-003	9.200923e-002	-9.200923e-002	-7.693923e-001
3.487611244012322e-003	7.776226e-002	-7.776226e-002	-6.592110e-001
3.488902167360248e-003	6.967325e-002	-6.967325e-002	-6.039504e-001
3.489484884378018e-003	6.602036e-002	-6.602036e-002	-5.878200e-001
3.489736063926567e-003	6.444552e-002	-6.444552e-002	-5.859597e-001
3.490204780302552e-003	6.150628e-002	-6.150628e-002	-5.889916e-001
3.490673496678536e-003	5.856656e-002	-5.856656e-002	-5.920809e-001
3.491142213054521e-003	5.562638e-002	-5.562638e-002	-5.952275e-001
3.491610929430505e-003	5.268572e-002	-5.268572e-002	-5.984315e-001
3.492079645806489e-003	4.974459e-002	-4.974459e-002	-6.016928e-001
3.492548362182474e-003	4.680299e-002	-4.680299e-002	-6.050115e-001
3.493017078558458e-003	4.386091e-002	-4.386091e-002	-6.083875e-001
3.493669286746010e-003	3.976656e-002	-3.976656e-002	-6.040126e-001
3.494017098776377e-003	3.758283e-002	-3.758283e-002	-5.633880e-001
3.494215286281175e-003	3.633843e-002	-3.633843e-002	-5.016591e-001
3.494360466028613e-003	3.542682e-002	-3.542682e-002	-4.520342e-001
3.494533396071023e-003	3.434093e-002	-3.434093e-002	-4.074183e-001
3.494657739104628e-003	3.356011e-002	-3.356011e-002	-3.796111e-001
3.494787288007308e-003	3.274658e-002	-3.274658e-002	-3.559313e-001
3.494924792113714e-003	3.188307e-002	-3.188307e-002	-3.351796e-001
3.495072421970068e-003	3.095594e-002	-3.095594e-002	-3.162081e-001
3.495259278113461e-003	2.978243e-002	-2.978243e-002	-2.963381e-001
3.495504873074626e-003	2.823996e-002	-2.823996e-002	-2.747796e-001
3.495890935623440e-003	2.581514e-002	-2.581514e-002	-2.472084e-001
3.496464306642037e-003	2.221359e-002	-2.221359e-002	-2.127672e-001
3.497275850731704e-003	1.711550e-002	-1.711550e-002	-1.693658e-001
3.498648171823297e-003	8.493685e-003	-8.493685e-003	-9.942203e-002
3.500164264019421e-003	-1.032101e-003	1.032101e-003	-2.307818e-002
3.503196448411668e-003	-2.008253e-002	2.008253e-002	1.288323e-001
3.507266023004861e-003	-4.563791e-002	4.563791e-002	3.302419e-001
3.509134936308619e-003	-5.736499e-002	5.736499e-002	4.180208e-001
3.510289425235008e-003	-6.460534e-002	6.460534e-002	4.646232e-001
3.511222710021415e-003	-7.045595e-002	7.045595e-002	4.925776e-001
3.512365278345176e-003	-7.761519e-002	7.761519e-002	5.159485e-001
3.513640576098041e-003	-8.560138e-002	8.560138e-002	5.349683e-001
3.514901377379029e-003	-9.349138e-002	9.349138e-002	5.504343e-001
3.515388781573490e-003	-9.653997e-002	9.653997e-002	5.559554e-001
3.515711720961710e-003	-9.855939e-002	9.855939e-002	5.596717e-001
3.515836257767397e-003	-9.933803e-002	9.933803e-002	5.616314e-001
3.515907645291281e-003	-9.978434e-002	9.978434e-002	5.638694e-001
3.515985586758963e-003	-1.002716e-001	1.002716e-001	5.688407e-001
3.516063218383154e-003	-1.007569e-001	1.007569e-001	5.778061e-001
3.516159667024271e-003	-1.013598e-001	1.013598e-001	5.945187e-001
3.516264428968889e-003	-1.020146e-001	1.020146e-001	6.173623e-001
3.516394959278953e-003	-1.028305e-001	1.028305e-001	6.483158e-001
3.516600310850366e-003	-1.041138e-001	1.041138e-001	6.949022e-001
3.516808423224003e-003	-1.054142e-001	1.054142e-001	7.349560e-001
3.517122552388000e-003	-1.073768e-001	1.073768e-001	7.813199e-001
3.517522543063478e-003	-1.098751e-001	1.098751e-001	8.245115e-001
3.517984984080389e-003	-1.127626e-001	1.127626e-001	8.607892e-001
3.518643685638382e-003	-1.168740e-001	1.168740e-001	9.012614e-001
3.520490710898926e-003	-1.283915e-001	1.283915e-001	9.970058e-001
3.529628709123212e-003	-1.855384e-001	1.855384e-001	1.454952e+000
3.538766707347499e-003	-2.416224e-001	2.416224e-001	1.904374e+000
3.547904705571786e-003	-2.966436e-001	2.966436e-001	2.345271e+000
3.557042703796073e-003	-3.506019e-001	3.506019e-001	2.777644e+000
3.566180702020360e-003	-4.034975e-001	4.034975e-001	3.201493e+000
3.575318700244647e-003	-4.553302e-001	4.553302e-001	3.616817e+000
3.584456698468934e-003	-5.061002e-001	5.061002e-001	4.023616e+000
3.599105135968933e-003	-5.845600e-001	5.845600e-001	4.652637e+000
3.613753573468933e-003	-6.567028e-001	6.567028e-001	5.231269e+000
3.628402010968933e-003	-7.225287e-001	7.225287e-001	5.759514e+000
3.643050448468932e-003	-7.820376e-001	7.820376e-001	6.237370e+000
3.657698885968932e-003	-8.352296e-001	8.352296e-001	6.664838e+000
3.672347323468932e-003	-8.821045e-001	8.821045e-001	7.041918e+000
3.686995760968931e-003	-9.226625e-001	9.226625e-001	7.368610e+000
3.711409823468931e-003	-9.701145e-001	9.701145e-001	7.752388e+000
3.735823885968930e-003	-9.949024e-001	9.949024e-001	7.954811e+000
3.760237948468930e-003	-9.970261e-001	9.970261e-001	7.975880e+000
3.784652010968929e-003	-9.764856e-001	9.764856e-001	7.815593e+000
3.809066073468929e-003	-9.332810e-001	9.332810e-001	7.473951e+000
3.833480135968928e-003	-8.674123e-001	8.674123e-001	6.950954e+000
3.857894198468928e-003	-7.788794e-001	7.788794e-001	6.246603e+000
3.869752457397499e-003	-7.292229e-001	7.292229e-001	5.851020e+000
3.881610716326070e-003	-6.763076e-001	6.763076e-001	5.429278e+000
3.893468975254641e-003	-6.201335e-001	6.201335e-001	4.981377e+000
3.905327234183212e-003	-5.607006e-001	5.607006e-001	4.507318e+000
3.917185493111783e-003	-4.980089e-001	4.980089e-001	4.007101e+000
3.929043752040355e-003	-4.320584e-001	4.320584e-001	3.480724e+000
3.940902010968926e-003	-3.628491e-001	3.628491e-001	2.928189e+000
3.947179912754640e-003	-3.256711e-001	3.256711e-001	2.631094e+000
3.953457814540354e-003	-2.881340e-001	2.881340e-001	2.331288e+000
3.959735716326069e-003	-2.502378e-001	2.502378e-001	2.028771e+000
3.966013618111782e-003	-2.119827e-001	2.119827e-001	1.723542e+000
3.972291519897497e-003	-1.733686e-001	1.733686e-001	1.415603e+000
3.978569421683210e-003	-1.343955e-001	1.343955e-001	1.104953e+000
3.984847323468925e-003	-9.506331e-002	9.506331e-002	7.915910e-001
3.989730135968925e-003	-6.448269e-002	6.448269e-002	5.566898e-001
3.991157152839514e-003	-5.553266e-002	5.553266e-002	4.993657e-001
3.991551096539260e-003	-5.306109e-002	5.306109e-002	4.896711e-001
3.991772463741961e-003	-5.167211e-002	5.167211e-002	4.868256e-001
3.994729906946644e-003	-3.310692e-002	3.310692e-002	4.567384e-001
3.995026447789144e-003	-3.124466e-002	3.124466e-002	4.533777e-001
3.995225737191739e-003	-2.999308e-002	2.999308e-002	4.505705e-001
3.995449874742835e-003	-2.858539e-002	2.858539e-002	4.477607e-001
3.995712103699619e-003	-2.693839e-002	2.693839e-002	4.444972e-001
3.996236561613188e-003	-2.364418e-002	2.364418e-002	4.323452e-001
3.996449150638183e-003	-2.230879e-002	2.230879e-002	4.114786e-001
3.996697500184040e-003	-2.074873e-002	2.074873e-002	3.579840e-001
3.996823609122568e-003	-1.995653e-002	1.995653e-002	3.227277e-001
3.996967725131486e-003	-1.905119e-002	1.905119e-002	2.848449e-001
3.997100959688120e-003	-1.821420e-002	1.821420e-002	2.568476e-001
3.997275974015113e-003	-1.711472e-002	1.711472e-002	2.268032e-001
3.997448494108811e-003	-1.603090e-002	1.603090e-002	2.029688e-001
3.997782971192083e-003	-1.392955e-002	1.392955e-002	1.674636e-001
3.998182733166307e-003	-1.141798e-002	1.141798e-002	1.351408e-001
3.998835346857041e-003	-7.317666e-003	7.317666e-003	9.416018e-002
3.999702249392874e-003	-1.870821e-003	1.870821e-003	4.725771e-002
4.001132483033135e-003	7.115541e-003	-7.115541e-003	-2.549666e-002
4.002978368467640e-003	1.871255e-002	-1.871255e-002	-1.181436e-001
4.006661226339252e-003	4.184150e-002	-4.184150e-002	-3.017131e-001
4.008956139661467e-003	5.624339e-002	-5.624339e-002	-4.140182e-001
4.010181051403927e-003	6.392581e-002	-6.392581e-002	-4.704677e-001
4.011135205756227e-003	6.990749e-002	-6.990749e-002	-5.083588e-001
4.011839374897343e-003	7.432040e-002	-7.432040e-002	-5.284308e-001
4.012715641335958e-003	7.980976e-002	-7.980976e-002	-5.422065e-001
4.013691159627023e-003	8.591803e-002	-8.591803e-002	-5.475655e-001
4.014831043398490e-003	9.305139e-002	-9.305139e-002	-5.460916e-001
4.015734998927569e-003	9.870493e-002	-9.870493e-002	-5.418280e-001
4.016112002962991e-003	1.010619e-001	-1.010619e-001	-5.404376e-001
4.016316880811417e-003	1.023425e-001	-1.023425e-001	-5.444851e-001
4.016405420576011e-003	1.028959e-001	-1.028959e-001	-5.542823e-001
4.016486941243030e-003	1.034053e-001	-1.034053e-001	-5.729778e-001
4.016568671117864e-003	1.039161e-001	-1.039161e-001	-5.973229e-001
4.016673867391517e-003	1.045735e-001	-1.045735e-001	-6.303729e-001
4.016778433923111e-003	1.052268e-001	-1.052268e-001	-6.611544e-001
4.016929742611548e-003	1.061722e-001	-1.061722e-001	-6.993014e-001
4.017196711718019e-003	1.078400e-001	-1.078400e-001	-7.523283e-001
4.017563707514073e-003	1.101322e-001	-1.101322e-001	-8.051988e-001
4.018051836393585e-003	1.131800e-001	-1.131800e-001	-8.542464e-001
4.018518189354519e-003	1.160909e-001	-1.160909e-001	-8.883730e-001
4.019135807868282e-003	1.199443e-001	-1.199443e-001	-9.245536e-001
4.021165479693758e-003	1.325950e-001	-1.325950e-001	-1.029046e+000
4.030458991110132e-003	1.906854e-001	-1.906854e-001	-1.494094e+000
4.039752502526507e-003	2.476518e-001	-2.476518e-001	-1.950140e+000
4.049046013942881e-003	3.034943e-001	-3.034943e-001	-2.397183e+000
4.058339525359256e-003	3.582128e-001	-3.582128e-001	-2.835223e+000
4.067633036775631e-003	4.118074e-001	-4.118074e-001	-3.264260e+000
4.076926548192006e-003	4.642780e-001	-4.642780e-001	-3.684295e+000
4.086220059608380e-003	5.156247e-001	-5.156247e-001	-4.095326e+000
4.100868497108379e-003	5.935084e-001	-5.935084e-001	-4.719077e+000
4.115516934608379e-003	6.650143e-001	-6.650143e-001	-5.292121e+000
4.130165372108379e-003	7.301425e-001	-7.301425e-001	-5.814459e+000
4.144813809608378e-003	7.888930e-001	-7.888930e-001	-6.286091e+000
4.159462247108378e-003	8.412658e-001	-8.412658e-001	-6.707017e+000
4.174110684608378e-003	8.872608e-001	-8.872608e-001	-7.077238e+000
4.188759122108378e-003	9.268781e-001	-9.268781e-001	-7.396752e+000
4.213173184608377e-003	9.726173e-001	-9.726173e-001	-7.769705e+000
4.237587247108376e-003	9.957293e-001	-9.957293e-001	-7.961226e+000
4.262001309608376e-003	9.962143e-001	-9.962143e-001	-7.971315e+000
4.286415372108375e-003	9.740721e-001	-9.740721e-001	-7.799973e+000
4.310829434608375e-003	9.293029e-001	-9.293029e-001	-7.447199e+000
4.335243497108374e-003	8.619065e-001	-8.619065e-001	-6.912993e+000
4.359657559608374e-003	7.718830e-001	-7.718830e-001	-6.197356e+000
4.371515818536945e-003	7.215993e-001	-7.215993e-001	-5.796488e+000
4.383374077465516e-003	6.681064e-001	-6.681064e-001	-5.369804e+000
4.395232336394088e-003	6.114043e-001	-6.114043e-001	-4.917304e+000
4.407090595322658e-003	5.514928e-001	-5.514928e-001	-4.438988e+000
4.418948854251229e-003	4.883720e-001	-4.883720e-001	-3.934856e+000
4.430807113179801e-003	4.220420e-001	-4.220420e-001	-3.404908e+000
4.442665372108372e-003	3.525027e-001	-3.525027e-001	-2.849145e+000
4.448245729251229e-003	3.193767e-001	-3.193767e-001	-2.584252e+000
4.453826086394087e-003	2.859619e-001	-2.859619e-001	-2.317136e+000
4.459406443536943e-003	2.522583e-001	-2.522583e-001	-2.047797e+000
4.464986800679800e-003	2.182658e-001	-2.182658e-001	-1.776235e+000
4.470567157822657e-003	1.839844e-001	-1.839844e-001	-1.502449e+000
4.476147514965514e-003	1.494142e-001	-1.494142e-001	-1.226440e+000
4.481727872108371e-003	1.145551e-001	-1.145551e-001	-9.482082e-001
4.486610684608371e-003	8.402835e-002	-8.402835e-002	-7.073662e-001
4.488577714626533e-003	7.170674e-002	-7.170674e-002	-6.190652e-001
4.489575433320520e-003	6.545266e-002	-6.545266e-002	-5.885793e-001
4.489875958384466e-003	6.356834e-002	-6.356834e-002	-5.864514e-001
