time	V(v1)	V(v2)	V(vo1)	V(vo2)
3.540498206089878e-003	-2.517206e-001	-2.517206e-001	-4.912470e-001	-1.122438e-002
3.553959475977590e-003	-3.325794e-001	-3.325794e-001	-6.531008e-001	-1.069415e-002
3.571910747995681e-003	-4.366113e-001	-4.366113e-001	-8.611227e-001	-1.003961e-002
3.591910747995681e-003	-5.459246e-001	-5.459246e-001	-1.080088e+000	-9.266345e-003
3.611910747995681e-003	-6.466283e-001	-6.466283e-001	-1.281930e+000	-8.403206e-003
3.631910747995681e-003	-7.371343e-001	-7.371343e-001	-1.463477e+000	-7.438335e-003
3.651910747995681e-003	-8.160152e-001	-8.160152e-001	-1.621872e+000	-6.375037e-003
3.671910747995681e-003	-8.820271e-001	-8.820271e-001	-1.754621e+000	-5.223371e-003
3.691910747995681e-003	-9.341289e-001	-9.341289e-001	-1.859633e+000	-3.997331e-003
3.711910747995681e-003	-9.714990e-001	-9.714990e-001	-1.935251e+000	-2.713443e-003
3.731910747995681e-003	-9.935479e-001	-9.935479e-001	-1.980286e+000	-1.389915e-003
3.751910747995681e-003	-9.999279e-001	-9.999279e-001	-1.994027e+000	-4.600189e-005
3.771910747995681e-003	-9.905385e-001	-9.905385e-001	-1.976259e+000	1.298526e-003
3.791910747995681e-003	-9.655278e-001	-9.655278e-001	-1.927262e+000	2.623884e-003
3.811910747995681e-003	-9.252900e-001	-9.252900e-001	-1.847810e+000	3.910773e-003
3.831910747995682e-003	-8.704599e-001	-8.704599e-001	-1.739157e+000	5.140912e-003
3.851910747995682e-003	-8.019022e-001	-8.019022e-001	-1.603017e+000	6.297661e-003
3.871910747995682e-003	-7.206979e-001	-7.206979e-001	-1.441541e+000	7.366860e-003
3.891910747995682e-003	-6.281278e-001	-6.281278e-001	-1.257277e+000	8.338187e-003
3.911910747995681e-003	-5.256518e-001	-5.256518e-001	-1.053137e+000	9.207899e-003
3.931910747995680e-003	-4.148859e-001	-4.148859e-001	-8.323538e-001	9.985679e-003
3.941910747995680e-003	-3.569358e-001	-3.569358e-001	-7.168079e-001	1.035135e-002
3.951910747995680e-003	-2.975770e-001	-2.975770e-001	-5.984393e-001	1.071803e-002
3.961910747995679e-003	-2.370438e-001	-2.370438e-001	-4.777298e-001	1.111101e-002
3.971910747995679e-003	-1.755752e-001	-1.755752e-001	-3.551898e-001	1.158831e-002
3.981910747995678e-003	-1.134136e-001	-1.134136e-001	-2.314027e-001	1.230671e-002
3.991910747995678e-003	-5.080439e-002	-5.080439e-002	-1.071186e-001	1.360097e-002
4.000786155057495e-003	4.939538e-003	4.939538e-003	3.400868e-003	1.505622e-002
4.005496429588733e-003	3.452822e-002	3.452822e-002	6.257950e-002	1.524268e-002
4.007686824430330e-003	4.827897e-002	4.827897e-002	9.039223e-002	1.482538e-002
4.009553410725338e-003	5.998981e-002	5.998981e-002	1.141375e-001	1.429071e-002
4.011741203893409e-003	7.370526e-002	7.370526e-002	1.418768e-001	1.377427e-002
4.015124631746624e-003	9.488789e-002	9.488789e-002	1.845971e-001	1.314147e-002
4.017712644530245e-003	1.110622e-001	1.110622e-001	2.171413e-001	1.277713e-002
4.020140258222190e-003	1.262075e-001	1.262075e-001	2.475577e-001	1.250554e-002
4.024995485606078e-003	1.564064e-001	1.564064e-001	3.081550e-001	1.207186e-002
4.029628360060679e-003	1.850871e-001	1.850871e-001	3.656674e-001	1.175285e-002
4.035246077380280e-003	2.196519e-001	2.196519e-001	4.349544e-001	1.144793e-002
4.045649463280484e-003	2.829074e-001	2.829074e-001	5.616877e-001	1.099673e-002
4.061836286547459e-003	3.788273e-001	3.788273e-001	7.538648e-001	1.040039e-002
4.080182749515453e-003	4.827596e-001	4.827596e-001	9.618686e-001	9.726558e-003
4.099097505354295e-003	5.831882e-001	5.831882e-001	1.162686e+000	8.965624e-003
4.119097505354294e-003	6.804025e-001	6.804025e-001	1.357584e+000	8.066837e-003
4.139097505354294e-003	7.668864e-001	7.668864e-001	1.531122e+000	7.066314e-003
4.159097505354293e-003	8.412759e-001	8.412759e-001	1.680569e+000	5.970212e-003
4.179097505354292e-003	9.023981e-001	9.023981e-001	1.803569e+000	4.790307e-003
4.199097505354291e-003	9.492890e-001	9.492890e-001	1.898185e+000	3.541667e-003
4.219097505354290e-003	9.812089e-001	9.812089e-001	1.962926e+000	2.241531e-003
4.239097505354290e-003	9.976546e-001	9.976546e-001	1.996772e+000	9.085619e-004
4.259097505354289e-003	9.983667e-001	9.983667e-001	1.999190e+000	-4.377277e-004
4.279097505354288e-003	9.833340e-001	9.833340e-001	1.970141e+000	-1.777495e-003
4.299097505354287e-003	9.527935e-001	9.527935e-001	1.910086e+000	-3.091059e-003
4.319097505354286e-003	9.072269e-001	9.072269e-001	1.819972e+000	-4.359410e-003
4.339097505354285e-003	8.473527e-001	8.473527e-001	1.701221e+000	-5.564754e-003
4.359097505354285e-003	7.741154e-001	7.741154e-001	1.555708e+000	-6.691195e-003
4.379097505354284e-003	6.886697e-001	6.886697e-001	1.385729e+000	-7.725685e-003
4.399097505354283e-003	5.923634e-001	5.923634e-001	1.193970e+000	-8.659702e-003
4.419097505354282e-003	4.867150e-001	4.867150e-001	9.834619e-001	-9.492848e-003
4.439097505354281e-003	3.733909e-001	3.733909e-001	7.575404e-001	-1.024260e-002
4.449097505354281e-003	3.144050e-001	3.144050e-001	6.399168e-001	-1.060464e-002
4.459097505354281e-003	2.541783e-001	2.541783e-001	5.198132e-001	-1.098152e-002
4.469097505354280e-003	1.929484e-001	1.929484e-001	3.977288e-001	-1.141645e-002
4.479097505354280e-003	1.309570e-001	1.309570e-001	2.742134e-001	-1.202064e-002
4.489097505354279e-003	6.844883e-002	6.844883e-002	1.499646e-001	-1.308931e-002
4.499097505354279e-003	5.670511e-003	5.670511e-003	2.549492e-002	-1.464220e-002
4.505946162040195e-003	-3.735215e-002	-3.735215e-002	-6.037426e-002	-1.506461e-002
4.510677617561249e-003	-6.703913e-002	-6.703913e-002	-1.204051e-001	-1.416876e-002
4.512170938041907e-003	-7.639775e-002	-7.639775e-002	-1.393175e-001	-1.372017e-002
4.512904950088918e-003	-8.099560e-002	-8.099560e-002	-1.486049e-001	-1.359943e-002
4.513638962135930e-003	-8.559149e-002	-8.559149e-002	-1.578820e-001	-1.348013e-002
4.514372974182940e-003	-9.018542e-002	-9.018542e-002	-1.671487e-001	-1.336225e-002
4.515106986229952e-003	-9.477739e-002	-9.477739e-002	-1.764050e-001	-1.324580e-002
4.515840998276962e-003	-9.936740e-002	-9.936740e-002	-1.856510e-001	-1.313078e-002
4.516575010323974e-003	-1.039554e-001	-1.039554e-001	-1.948866e-001	-1.301719e-002
4.517309022370984e-003	-1.085415e-001	-1.085415e-001	-2.041119e-001	-1.290503e-002
4.520725649758414e-003	-1.298553e-001	-1.298553e-001	-2.469510e-001	-1.249663e-002
4.523834445724503e-003	-1.491971e-001	-1.491971e-001	-2.857533e-001	-1.221011e-002
4.529493932990086e-003	-1.842570e-001	-1.842570e-001	-3.559865e-001	-1.180317e-002
4.537406691915387e-003	-2.328753e-001	-2.328753e-001	-4.533439e-001	-1.137160e-002
4.545516619279621e-003	-2.821068e-001	-2.821068e-001	-5.519493e-001	-1.101820e-002
4.553679731520431e-003	-3.309213e-001	-3.309213e-001	-6.496978e-001	-1.070561e-002
4.572115980754309e-003	-4.377711e-001	-4.377711e-001	-8.634454e-001	-1.003191e-002
4.592115980754308e-003	-5.470045e-001	-5.470045e-001	-1.082252e+000	-9.258029e-003
4.612115980754308e-003	-6.476114e-001	-6.476114e-001	-1.283901e+000	-8.393844e-003
4.632115980754307e-003	-7.380050e-001	-7.380050e-001	-1.465225e+000	-7.427920e-003
4.652115980754306e-003	-8.167599e-001	-8.167599e-001	-1.623369e+000	-6.363651e-003
4.672115980754305e-003	-8.826340e-001	-8.826340e-001	-1.755843e+000	-5.211143e-003
4.692115980754304e-003	-9.345884e-001	-9.345884e-001	-1.860560e+000	-3.984421e-003
4.712115980754304e-003	-9.718038e-001	-9.718038e-001	-1.935871e+000	-2.700031e-003
4.732115980754303e-003	-9.936933e-001	-9.936933e-001	-1.980587e+000	-1.376195e-003
4.752115980754302e-003	-9.999116e-001	-9.999116e-001	-1.994005e+000	-3.217392e-005
4.772115980754301e-003	-9.903607e-001	-9.903607e-001	-1.975914e+000	1.312257e-003
4.792115980754300e-003	-9.651913e-001	-9.651913e-001	-1.926600e+000	2.637318e-003
4.812115980754299e-003	-9.248002e-001	-9.248002e-001	-1.846841e+000	3.923715e-003
4.832115980754299e-003	-8.698245e-001	-8.698245e-001	-1.737896e+000	5.153182e-003
4.852115980754298e-003	-8.011311e-001	-8.011311e-001	-1.601485e+000	6.309099e-003
4.872115980754297e-003	-7.198033e-001	-7.198033e-001	-1.439761e+000	7.377338e-003
4.892115980754296e-003	-6.271239e-001	-6.271239e-001	-1.255277e+000	8.347627e-003
4.912115980754295e-003	-5.245544e-001	-5.245544e-001	-1.050950e+000	9.216313e-003
4.932115980754295e-003	-4.137123e-001	-4.137123e-001	-8.300139e-001	9.993287e-003
4.942115980754294e-003	-3.557309e-001	-3.557309e-001	-7.144054e-001	1.035879e-002
4.952115980754294e-003	-2.963457e-001	-2.963457e-001	-5.959839e-001	1.072569e-002
4.962115980754293e-003	-2.357909e-001	-2.357909e-001	-4.752315e-001	1.111967e-002
4.972115980754293e-003	-1.743055e-001	-1.743055e-001	-3.526596e-001	1.159982e-002
4.982115980754293e-003	-1.121323e-001	-1.121323e-001	-2.288541e-001	1.232622e-002
4.992115980754292e-003	-4.951650e-002	-4.951650e-002	-1.045653e-001	1.362227e-002
5.000000000000000e-003	-1.224647e-015	-1.224647e-015	-6.668434e-003	1.520660e-002
