v1	V(vo1)	V(vo2)
9.519999999999762e+000	8.553656e+000	8.619121e+000
9.539999999999761e+000	8.553656e+000	8.619121e+000
9.559999999999761e+000	8.553656e+000	8.619121e+000
9.579999999999760e+000	8.553656e+000	8.619121e+000
9.599999999999760e+000	8.553656e+000	8.619121e+000
9.619999999999759e+000	8.553656e+000	8.619121e+000
9.639999999999759e+000	8.553656e+000	8.619121e+000
9.659999999999759e+000	8.553656e+000	8.619121e+000
9.679999999999758e+000	8.553656e+000	8.619121e+000
9.699999999999758e+000	8.553656e+000	8.619121e+000
9.719999999999757e+000	8.553656e+000	8.619121e+000
9.739999999999757e+000	8.553656e+000	8.619121e+000
9.759999999999756e+000	8.553656e+000	8.619121e+000
9.779999999999756e+000	8.553656e+000	8.619121e+000
9.799999999999756e+000	8.553656e+000	8.619121e+000
9.819999999999755e+000	8.553656e+000	8.619121e+000
9.839999999999755e+000	8.553656e+000	8.619121e+000
9.859999999999754e+000	8.553656e+000	8.619121e+000
9.879999999999754e+000	8.553656e+000	8.619121e+000
9.899999999999753e+000	8.553656e+000	8.619121e+000
9.919999999999753e+000	8.553656e+000	8.619121e+000
9.939999999999753e+000	8.553656e+000	8.619121e+000
9.959999999999752e+000	8.553656e+000	8.619121e+000
9.979999999999752e+000	8.553656e+000	8.619121e+000
1.000000000000000e+001	8.553656e+000	8.619121e+000
