v1	V(vo1)	V(vo2)
-7.400000000001250e-001	-1.480490e+000	-8.884129e-005
-7.200000000001250e-001	-1.440491e+000	-8.633378e-005
-7.000000000001250e-001	-1.400492e+000	-8.378564e-005
-6.800000000001250e-001	-1.360493e+000	-8.119459e-005
-6.600000000001249e-001	-1.320495e+000	-7.855825e-005
-6.400000000001249e-001	-1.280496e+000	-7.587391e-005
-6.200000000001249e-001	-1.240497e+000	-7.313880e-005
-6.000000000001249e-001	-1.200499e+000	-7.034979e-005
-5.800000000001249e-001	-1.160500e+000	-6.750353e-005
-5.600000000001248e-001	-1.120502e+000	-6.459643e-005
-5.400000000001248e-001	-1.080503e+000	-6.162451e-005
-5.200000000001248e-001	-1.040505e+000	-5.858345e-005
-5.000000000001248e-001	-1.000507e+000	-5.546853e-005
-4.800000000001248e-001	-9.605082e-001	-5.227459e-005
-4.600000000001248e-001	-9.205101e-001	-4.899595e-005
-4.400000000001247e-001	-8.805119e-001	-4.562634e-005
-4.200000000001247e-001	-8.405138e-001	-4.215887e-005
-4.000000000001247e-001	-8.005158e-001	-3.858590e-005
-3.800000000001247e-001	-7.605179e-001	-3.489887e-005
-3.600000000001247e-001	-7.205201e-001	-3.108824e-005
-3.400000000001247e-001	-6.805223e-001	-2.714312e-005
-3.200000000001246e-001	-6.405247e-001	-2.305093e-005
-3.000000000001246e-001	-6.005272e-001	-1.879631e-005
-2.800000000001246e-001	-5.605299e-001	-1.435629e-005
-2.600000000001246e-001	-5.205327e-001	-9.674837e-006
-2.400000000001246e-001	-4.805378e-001	-2.048488e-006
-2.200000000001246e-001	-4.405373e-001	-1.758999e-006
-2.000000000001246e-001	-4.005368e-001	-1.550281e-006
-1.800000000001246e-001	-3.605362e-001	-1.369204e-006
-1.600000000001246e-001	-3.205357e-001	-1.199845e-006
-1.400000000001246e-001	-2.805351e-001	-1.038949e-006
-1.200000000001246e-001	-2.405346e-001	-8.832285e-007
-1.000000000001246e-001	-2.005340e-001	-7.311319e-007
-8.000000000012462e-002	-1.605334e-001	-5.817892e-007
-6.000000000012462e-002	-1.205329e-001	-4.346148e-007
-4.000000000012462e-002	-8.053231e-002	-2.891247e-007
-2.000000000012462e-002	-4.053175e-002	-1.449844e-007
-1.246155956202699e-013	-5.311825e-004	-1.964509e-009
1.999999999987539e-002	3.946938e-002	1.401495e-007
3.999999999987539e-002	7.946995e-002	2.815177e-007
5.999999999987539e-002	1.194705e-001	4.223184e-007
7.999999999987539e-002	1.594711e-001	5.626243e-007
9.999999999987540e-002	1.994717e-001	7.025701e-007
1.199999999998754e-001	2.394722e-001	8.422394e-007
1.399999999998754e-001	2.794728e-001	9.817450e-007
1.599999999998754e-001	3.194734e-001	1.121165e-006
1.799999999998754e-001	3.594739e-001	1.260632e-006
1.999999999998754e-001	3.994745e-001	1.400193e-006
2.199999999998754e-001	4.394751e-001	1.540016e-006
2.399999999998753e-001	4.794756e-001	1.680219e-006
2.599999999998753e-001	5.194762e-001	1.820890e-006
2.799999999998754e-001	5.594767e-001	1.962248e-006
2.999999999998754e-001	5.994773e-001	2.104536e-006
3.199999999998754e-001	6.394779e-001	2.247974e-006
3.399999999998754e-001	6.794785e-001	2.392968e-006
3.599999999998754e-001	7.194790e-001	2.539997e-006
3.799999999998754e-001	7.594796e-001	2.689756e-006
3.999999999998755e-001	7.994801e-001	2.843350e-006
4.199999999998755e-001	8.394807e-001	3.002464e-006
4.399999999998755e-001	8.794813e-001	3.170302e-006
4.599999999998755e-001	9.194818e-001	3.353322e-006
4.799999999998755e-001	9.594823e-001	3.572542e-006
4.999999999998755e-001	9.994829e-001	3.956092e-006
5.199999999998756e-001	1.039482e+000	1.106985e-005
5.399999999998756e-001	1.079482e+000	1.348581e-005
5.599999999998756e-001	1.119482e+000	1.582036e-005
5.799999999998756e-001	1.159482e+000	1.809626e-005
5.999999999998756e-001	1.199482e+000	2.031962e-005
6.199999999998757e-001	1.239482e+000	2.249584e-005
6.399999999998757e-001	1.279482e+000	2.462787e-005
6.599999999998757e-001	1.319482e+000	2.671796e-005
6.799999999998757e-001	1.359482e+000	2.876819e-005
6.999999999998757e-001	1.399482e+000	3.078036e-005
7.199999999998757e-001	1.439482e+000	3.275612e-005
7.399999999998758e-001	1.479482e+000	3.469704e-005
7.599999999998758e-001	1.519482e+000	3.660452e-005
7.799999999998758e-001	1.559483e+000	3.847990e-005
7.999999999998758e-001	1.599483e+000	4.032442e-005
8.199999999998758e-001	1.639483e+000	4.213928e-005
8.399999999998759e-001	1.679483e+000	4.392561e-005
8.599999999998759e-001	1.719483e+000	4.568442e-005
8.799999999998759e-001	1.759483e+000	4.741675e-005
8.999999999998759e-001	1.799483e+000	4.912353e-005
9.199999999998759e-001	1.839484e+000	5.080565e-005
9.399999999998759e-001	1.879484e+000	5.246399e-005
9.599999999998760e-001	1.919484e+000	5.409934e-005
9.799999999998760e-001	1.959484e+000	5.571249e-005
9.999999999998760e-001	1.999484e+000	5.730418e-005
1.019999999999876e+000	2.039485e+000	5.887512e-005
1.039999999999876e+000	2.079485e+000	6.042597e-005
1.059999999999876e+000	2.119485e+000	6.195738e-005
1.079999999999876e+000	2.159485e+000	6.346995e-005
1.099999999999876e+000	2.199485e+000	6.496429e-005
1.119999999999876e+000	2.239486e+000	6.644094e-005
1.139999999999876e+000	2.279486e+000	6.790045e-005
1.159999999999876e+000	2.319486e+000	6.934333e-005
1.179999999999876e+000	2.359486e+000	7.077007e-005
1.199999999999876e+000	2.399487e+000	7.218116e-005
1.219999999999876e+000	2.439487e+000	7.357701e-005
1.239999999999876e+000	2.479487e+000	7.495811e-005
1.259999999999876e+000	2.519487e+000	7.632482e-005
1.279999999999876e+000	2.559487e+000	7.767759e-005
1.299999999999876e+000	2.599488e+000	7.901678e-005
1.319999999999876e+000	2.639488e+000	8.034275e-005
1.339999999999876e+000	2.679488e+000	8.165588e-005
1.359999999999876e+000	2.719488e+000	8.295647e-005
1.379999999999876e+000	2.759489e+000	8.424489e-005
1.399999999999876e+000	2.799489e+000	8.552144e-005
1.419999999999876e+000	2.839489e+000	8.678643e-005
1.439999999999876e+000	2.879489e+000	8.804013e-005
1.459999999999876e+000	2.919490e+000	8.928284e-005
1.479999999999876e+000	2.959490e+000	9.051486e-005
1.499999999999876e+000	2.999490e+000	9.173642e-005
1.519999999999876e+000	3.039491e+000	9.294778e-005
1.539999999999876e+000	3.079491e+000	9.414917e-005
1.559999999999876e+000	3.119491e+000	9.534082e-005
1.579999999999876e+000	3.159492e+000	9.652301e-005
1.599999999999876e+000	3.199492e+000	9.769590e-005
1.619999999999876e+000	3.239492e+000	9.885974e-005
1.639999999999876e+000	3.279492e+000	1.000147e-004
1.659999999999877e+000	3.319493e+000	1.011611e-004
1.679999999999877e+000	3.359493e+000	1.022989e-004
1.699999999999877e+000	3.399493e+000	1.034285e-004
1.719999999999877e+000	3.439493e+000	1.045500e-004
1.739999999999877e+000	3.479494e+000	1.056636e-004
1.759999999999877e+000	3.519494e+000	1.067693e-004
1.779999999999877e+000	3.559494e+000	1.078675e-004
1.799999999999877e+000	3.599495e+000	1.089583e-004
1.819999999999877e+000	3.639495e+000	1.100418e-004
1.839999999999877e+000	3.679495e+000	1.111182e-004
1.859999999999877e+000	3.719496e+000	1.121875e-004
1.879999999999877e+000	3.759496e+000	1.132500e-004
1.899999999999877e+000	3.799496e+000	1.143059e-004
1.919999999999877e+000	3.839497e+000	1.153551e-004
1.939999999999877e+000	3.879497e+000	1.163979e-004
1.959999999999877e+000	3.919497e+000	1.174343e-004
1.979999999999877e+000	3.959497e+000	1.184645e-004
1.999999999999877e+000	3.999498e+000	1.194887e-004
2.019999999999877e+000	4.039498e+000	1.205068e-004
2.039999999999877e+000	4.079498e+000	1.215191e-004
2.059999999999877e+000	4.119499e+000	1.225257e-004
2.079999999999877e+000	4.159499e+000	1.235266e-004
2.099999999999877e+000	4.199499e+000	1.245219e-004
2.119999999999877e+000	4.239500e+000	1.255118e-004
2.139999999999877e+000	4.279500e+000	1.264963e-004
2.159999999999877e+000	4.319500e+000	1.274755e-004
2.179999999999877e+000	4.359501e+000	1.284496e-004
2.199999999999877e+000	4.399501e+000	1.294186e-004
2.219999999999877e+000	4.439501e+000	1.303826e-004
2.239999999999877e+000	4.479502e+000	1.313417e-004
2.259999999999877e+000	4.519502e+000	1.322960e-004
2.279999999999877e+000	4.559502e+000	1.332455e-004
2.299999999999877e+000	4.599503e+000	1.341903e-004
2.319999999999877e+000	4.639503e+000	1.351306e-004
2.339999999999877e+000	4.679503e+000	1.360663e-004
2.359999999999877e+000	4.719503e+000	1.369976e-004
2.379999999999877e+000	4.759504e+000	1.379244e-004
2.399999999999877e+000	4.799504e+000	1.388470e-004
2.419999999999877e+000	4.839505e+000	1.397653e-004
2.439999999999877e+000	4.879505e+000	1.406795e-004
2.459999999999877e+000	4.919505e+000	1.415895e-004
2.479999999999877e+000	4.959506e+000	1.424955e-004
2.499999999999877e+000	4.999506e+000	1.433975e-004
2.519999999999877e+000	5.039506e+000	1.442956e-004
2.539999999999877e+000	5.079506e+000	1.451898e-004
2.559999999999877e+000	5.119507e+000	1.460802e-004
2.579999999999877e+000	5.159507e+000	1.469668e-004
2.599999999999877e+000	5.199508e+000	1.478497e-004
2.619999999999877e+000	5.239508e+000	1.487289e-004
2.639999999999877e+000	5.279508e+000	1.496046e-004
2.659999999999877e+000	5.319509e+000	1.504767e-004
2.679999999999877e+000	5.359509e+000	1.513453e-004
2.699999999999877e+000	5.399509e+000	1.522105e-004
2.719999999999877e+000	5.439510e+000	1.530722e-004
2.739999999999877e+000	5.479510e+000	1.539306e-004
2.759999999999877e+000	5.519510e+000	1.547857e-004
2.779999999999877e+000	5.559511e+000	1.556375e-004
2.799999999999877e+000	5.599511e+000	1.564861e-004
2.819999999999877e+000	5.639512e+000	1.573315e-004
2.839999999999877e+000	5.679512e+000	1.581738e-004
2.859999999999877e+000	5.719512e+000	1.590130e-004
2.879999999999877e+000	5.759512e+000	1.598491e-004
2.899999999999877e+000	5.799513e+000	1.606822e-004
2.919999999999877e+000	5.839513e+000	1.615123e-004
2.939999999999877e+000	5.879514e+000	1.623395e-004
2.959999999999877e+000	5.919514e+000	1.631637e-004
2.979999999999877e+000	5.959514e+000	1.639851e-004
2.999999999999877e+000	5.999515e+000	1.648037e-004
3.019999999999877e+000	6.039515e+000	1.656194e-004
3.039999999999878e+000	6.079515e+000	1.664324e-004
3.059999999999878e+000	6.119515e+000	1.672427e-004
3.079999999999878e+000	6.159516e+000	1.680502e-004
3.099999999999878e+000	6.199516e+000	1.688551e-004
3.119999999999878e+000	6.239517e+000	1.696574e-004
3.139999999999878e+000	6.279517e+000	1.704570e-004
3.159999999999878e+000	6.319517e+000	1.712541e-004
3.179999999999878e+000	6.359518e+000	1.720486e-004
3.199999999999878e+000	6.399518e+000	1.728406e-004
3.219999999999878e+000	6.439518e+000	1.736301e-004
3.239999999999878e+000	6.479519e+000	1.744172e-004
3.259999999999878e+000	6.519519e+000	1.752019e-004
3.279999999999878e+000	6.559519e+000	1.759841e-004
3.299999999999878e+000	6.599520e+000	1.767639e-004
3.319999999999878e+000	6.639520e+000	1.775414e-004
3.339999999999878e+000	6.679521e+000	1.783166e-004
3.359999999999878e+000	6.719521e+000	1.790895e-004
3.379999999999878e+000	6.759521e+000	1.798601e-004
3.399999999999878e+000	6.799521e+000	1.806284e-004
3.419999999999878e+000	6.839522e+000	1.813945e-004
3.439999999999878e+000	6.879522e+000	1.821584e-004
3.459999999999878e+000	6.919523e+000	1.829201e-004
3.479999999999878e+000	6.959523e+000	1.836797e-004
3.499999999999878e+000	6.999523e+000	1.844371e-004
3.519999999999878e+000	7.039524e+000	1.851924e-004
3.539999999999878e+000	7.079524e+000	1.859456e-004
3.559999999999878e+000	7.119524e+000	1.866968e-004
3.579999999999878e+000	7.159525e+000	1.874459e-004
3.599999999999878e+000	7.199525e+000	1.881930e-004
3.619999999999878e+000	7.239525e+000	1.889380e-004
3.639999999999878e+000	7.279526e+000	1.896811e-004
3.659999999999878e+000	7.319526e+000	1.904222e-004
3.679999999999878e+000	7.359527e+000	1.911613e-004
3.699999999999878e+000	7.399527e+000	1.918985e-004
3.719999999999878e+000	7.439528e+000	1.926338e-004
3.739999999999878e+000	7.479527e+000	1.933672e-004
3.759999999999878e+000	7.519528e+000	1.940987e-004
3.779999999999878e+000	7.559528e+000	1.948284e-004
3.799999999999878e+000	7.599529e+000	1.955562e-004
3.819999999999878e+000	7.639529e+000	1.962822e-004
3.839999999999878e+000	7.679530e+000	1.970063e-004
3.859999999999878e+000	7.719530e+000	1.977287e-004
3.879999999999878e+000	7.759530e+000	1.984493e-004
3.899999999999878e+000	7.799531e+000	1.991681e-004
3.919999999999878e+000	7.839531e+000	1.998853e-004
3.939999999999878e+000	7.879531e+000	2.006006e-004
3.959999999999878e+000	7.919532e+000	2.013143e-004
3.979999999999878e+000	7.959532e+000	2.020262e-004
3.999999999999878e+000	7.999532e+000	2.027365e-004
4.019999999999878e+000	8.039533e+000	2.034451e-004
4.039999999999878e+000	8.079533e+000	2.041520e-004
4.059999999999877e+000	8.119531e+000	2.080419e-004
4.079999999999877e+000	8.159518e+000	2.259125e-004
4.099999999999876e+000	8.199504e+000	2.469687e-004
4.119999999999876e+000	8.239487e+000	2.700934e-004
4.139999999999875e+000	8.279469e+000	2.966436e-004
4.159999999999875e+000	8.319446e+000	3.279950e-004
4.179999999999875e+000	8.359418e+000	3.664267e-004
4.199999999999874e+000	8.399381e+000	4.163423e-004
4.219999999999874e+000	8.439327e+000	4.896385e-004
4.239999999999873e+000	8.479225e+000	6.268605e-004
4.259999999999873e+000	8.507600e+000	1.612519e-002
4.279999999999872e+000	8.507830e+000	6.914051e-002
4.299999999999872e+000	8.508060e+000	1.221559e-001
4.319999999999872e+000	8.508292e+000	1.751719e-001
4.339999999999871e+000	8.508524e+000	2.281885e-001
4.359999999999871e+000	8.508757e+000	2.812061e-001
4.379999999999870e+000	8.508989e+000	3.342244e-001
4.399999999999870e+000	8.509222e+000	3.872435e-001
4.419999999999869e+000	8.509456e+000	4.402630e-001
4.439999999999869e+000	8.509690e+000	4.932826e-001
4.459999999999869e+000	8.509925e+000	5.463021e-001
4.479999999999868e+000	8.510159e+000	5.993214e-001
4.499999999999868e+000	8.510395e+000	6.523403e-001
4.519999999999867e+000	8.510631e+000	7.053587e-001
4.539999999999867e+000	8.510867e+000	7.583765e-001
4.559999999999866e+000	8.511105e+000	8.113937e-001
4.579999999999866e+000	8.511342e+000	8.644104e-001
4.599999999999866e+000	8.511580e+000	9.174264e-001
4.619999999999865e+000	8.511818e+000	9.704418e-001
4.639999999999865e+000	8.512056e+000	1.023456e+000
4.659999999999864e+000	8.512296e+000	1.076470e+000
4.679999999999864e+000	8.512536e+000	1.129484e+000
4.699999999999863e+000	8.512776e+000	1.182497e+000
4.719999999999863e+000	8.513017e+000	1.235509e+000
4.739999999999863e+000	8.513259e+000	1.288520e+000
4.759999999999862e+000	8.513500e+000	1.341531e+000
4.779999999999862e+000	8.513742e+000	1.394541e+000
4.799999999999861e+000	8.513986e+000	1.447550e+000
4.819999999999861e+000	8.514229e+000	1.500558e+000
4.839999999999860e+000	8.514473e+000	1.553566e+000
4.859999999999860e+000	8.514718e+000	1.606573e+000
4.879999999999860e+000	8.514962e+000	1.659580e+000
4.899999999999859e+000	8.515208e+000	1.712586e+000
4.919999999999859e+000	8.515454e+000	1.765591e+000
4.939999999999858e+000	8.515701e+000	1.818595e+000
4.959999999999858e+000	8.515948e+000	1.871599e+000
4.979999999999857e+000	8.516195e+000	1.924602e+000
4.999999999999857e+000	8.516444e+000	1.977604e+000
5.019999999999857e+000	8.516693e+000	2.030605e+000
5.039999999999856e+000	8.516942e+000	2.083606e+000
5.059999999999856e+000	8.517192e+000	2.136606e+000
5.079999999999855e+000	8.517443e+000	2.189605e+000
5.099999999999855e+000	8.517694e+000	2.242603e+000
5.119999999999854e+000	8.517945e+000	2.295600e+000
5.139999999999854e+000	8.518198e+000	2.348597e+000
5.159999999999854e+000	8.518451e+000	2.401593e+000
5.179999999999853e+000	8.518703e+000	2.454589e+000
5.199999999999853e+000	8.518958e+000	2.507583e+000
5.219999999999852e+000	8.519213e+000	2.560577e+000
5.239999999999852e+000	8.519467e+000	2.613570e+000
5.259999999999852e+000	8.519723e+000	2.666562e+000
5.279999999999851e+000	8.519979e+000	2.719553e+000
5.299999999999851e+000	8.520237e+000	2.772543e+000
5.319999999999850e+000	8.520494e+000	2.825533e+000
5.339999999999850e+000	8.520752e+000	2.878522e+000
5.359999999999849e+000	8.521011e+000	2.931510e+000
5.379999999999849e+000	8.521271e+000	2.984497e+000
5.399999999999849e+000	8.521531e+000	3.037483e+000
5.419999999999848e+000	8.521791e+000	3.090469e+000
5.439999999999848e+000	8.522053e+000	3.143453e+000
5.459999999999847e+000	8.522315e+000	3.196437e+000
5.479999999999847e+000	8.522577e+000	3.249420e+000
5.499999999999846e+000	8.522840e+000	3.302402e+000
5.519999999999846e+000	8.523105e+000	3.355383e+000
5.539999999999846e+000	8.523369e+000	3.408363e+000
5.559999999999845e+000	8.523634e+000	3.461343e+000
5.579999999999845e+000	8.523900e+000	3.514321e+000
5.599999999999844e+000	8.524167e+000	3.567299e+000
5.619999999999844e+000	8.524434e+000	3.620275e+000
5.639999999999843e+000	8.524702e+000	3.673251e+000
5.659999999999843e+000	8.524970e+000	3.726226e+000
5.679999999999843e+000	8.525240e+000	3.779200e+000
5.699999999999842e+000	8.525510e+000	3.832172e+000
5.719999999999842e+000	8.525781e+000	3.885144e+000
5.739999999999841e+000	8.526052e+000	3.938115e+000
5.759999999999841e+000	8.526324e+000	3.991086e+000
5.779999999999840e+000	8.526597e+000	4.044055e+000
5.799999999999840e+000	8.526871e+000	4.097023e+000
5.819999999999840e+000	8.527144e+000	4.149990e+000
5.839999999999839e+000	8.527420e+000	4.202956e+000
5.859999999999839e+000	8.527696e+000	4.255921e+000
5.879999999999838e+000	8.527972e+000	4.308886e+000
5.899999999999838e+000	8.528249e+000	4.361848e+000
5.919999999999837e+000	8.528527e+000	4.414811e+000
5.939999999999837e+000	8.528806e+000	4.467772e+000
5.959999999999837e+000	8.529085e+000	4.520732e+000
5.979999999999836e+000	8.529366e+000	4.573691e+000
5.999999999999836e+000	8.529647e+000	4.626649e+000
6.019999999999835e+000	8.529929e+000	4.679605e+000
6.039999999999835e+000	8.530211e+000	4.732562e+000
6.059999999999834e+000	8.530495e+000	4.785516e+000
6.079999999999834e+000	8.530779e+000	4.838470e+000
6.099999999999834e+000	8.531064e+000	4.891422e+000
6.119999999999833e+000	8.531350e+000	4.944374e+000
6.139999999999833e+000	8.531636e+000	4.997324e+000
6.159999999999832e+000	8.531924e+000	5.050273e+000
6.179999999999832e+000	8.532212e+000	5.103221e+000
6.199999999999831e+000	8.532501e+000	5.156168e+000
6.219999999999831e+000	8.532791e+000	5.209114e+000
6.239999999999831e+000	8.533082e+000	5.262059e+000
6.259999999999830e+000	8.533374e+000	5.315002e+000
6.279999999999830e+000	8.533667e+000	5.367945e+000
6.299999999999829e+000	8.533960e+000	5.420886e+000
6.319999999999829e+000	8.534255e+000	5.473825e+000
6.339999999999828e+000	8.534550e+000	5.526764e+000
6.359999999999828e+000	8.534846e+000	5.579701e+000
6.379999999999828e+000	8.535143e+000	5.632638e+000
6.399999999999827e+000	8.535440e+000	5.685572e+000
6.419999999999827e+000	8.535740e+000	5.738506e+000
6.439999999999826e+000	8.536039e+000	5.791438e+000
6.459999999999826e+000	8.536340e+000	5.844369e+000
6.479999999999826e+000	8.536642e+000	5.897299e+000
6.499999999999825e+000	8.536944e+000	5.950227e+000
6.519999999999825e+000	8.537248e+000	6.003154e+000
6.539999999999824e+000	8.537552e+000	6.056078e+000
6.559999999999824e+000	8.537858e+000	6.109004e+000
6.579999999999823e+000	8.538164e+000	6.161930e+000
6.599999999999823e+000	8.538472e+000	6.214854e+000
6.619999999999823e+000	8.538780e+000	6.267776e+000
6.639999999999822e+000	8.539089e+000	6.320698e+000
6.659999999999822e+000	8.539400e+000	6.373618e+000
6.679999999999821e+000	8.539712e+000	6.426537e+000
6.699999999999821e+000	8.540024e+000	6.479454e+000
6.719999999999820e+000	8.540338e+000	6.532370e+000
6.739999999999820e+000	8.540652e+000	6.585284e+000
6.759999999999820e+000	8.540968e+000	6.638197e+000
6.779999999999819e+000	8.541285e+000	6.691109e+000
6.799999999999819e+000	8.541602e+000	6.744019e+000
6.819999999999818e+000	8.541921e+000	6.796928e+000
6.839999999999818e+000	8.542241e+000	6.849835e+000
6.859999999999817e+000	8.542562e+000	6.902741e+000
6.879999999999817e+000	8.542885e+000	6.955646e+000
6.899999999999817e+000	8.543208e+000	7.008548e+000
6.919999999999816e+000	8.543532e+000	7.061450e+000
6.939999999999816e+000	8.543858e+000	7.114349e+000
6.959999999999815e+000	8.544185e+000	7.167248e+000
6.979999999999815e+000	8.544513e+000	7.220144e+000
6.999999999999814e+000	8.544842e+000	7.273039e+000
7.019999999999814e+000	8.545172e+000	7.325933e+000
7.039999999999814e+000	8.545504e+000	7.378825e+000
7.059999999999813e+000	8.545836e+000	7.431715e+000
7.079999999999813e+000	8.546170e+000	7.484604e+000
7.099999999999812e+000	8.546505e+000	7.537491e+000
7.119999999999812e+000	8.546842e+000	7.590376e+000
7.139999999999811e+000	8.547179e+000	7.643260e+000
7.159999999999811e+000	8.547518e+000	7.696142e+000
7.179999999999811e+000	8.547858e+000	7.749022e+000
7.199999999999810e+000	8.548200e+000	7.801901e+000
7.219999999999810e+000	8.548543e+000	7.854778e+000
7.239999999999809e+000	8.548887e+000	7.907653e+000
7.259999999999809e+000	8.549232e+000	7.960526e+000
7.279999999999808e+000	8.549579e+000	8.013398e+000
7.299999999999808e+000	8.549928e+000	8.066267e+000
7.319999999999808e+000	8.550277e+000	8.119135e+000
7.339999999999807e+000	8.550628e+000	8.172001e+000
7.359999999999807e+000	8.550981e+000	8.224865e+000
7.379999999999806e+000	8.551333e+000	8.277715e+000
7.399999999999806e+000	8.551689e+000	8.330557e+000
7.419999999999805e+000	8.552046e+000	8.383394e+000
7.439999999999805e+000	8.552403e+000	8.436224e+000
7.459999999999805e+000	8.552763e+000	8.489044e+000
7.479999999999804e+000	8.553123e+000	8.541843e+000
7.499999999999804e+000	8.553485e+000	8.594580e+000
7.519999999999803e+000	8.553655e+000	8.619119e+000
7.539999999999803e+000	8.553655e+000	8.619119e+000
7.559999999999802e+000	8.553655e+000	8.619120e+000
7.579999999999802e+000	8.553655e+000	8.619120e+000
7.599999999999802e+000	8.553655e+000	8.619121e+000
7.619999999999801e+000	8.553656e+000	8.619121e+000
7.639999999999801e+000	8.553656e+000	8.619121e+000
7.659999999999800e+000	8.553656e+000	8.619121e+000
7.679999999999800e+000	8.553656e+000	8.619121e+000
7.699999999999799e+000	8.553656e+000	8.619121e+000
7.719999999999799e+000	8.553656e+000	8.619121e+000
7.739999999999799e+000	8.553656e+000	8.619121e+000
7.759999999999798e+000	8.553656e+000	8.619121e+000
7.779999999999798e+000	8.553656e+000	8.619121e+000
7.799999999999797e+000	8.553656e+000	8.619121e+000
7.819999999999797e+000	8.553656e+000	8.619121e+000
7.839999999999797e+000	8.553656e+000	8.619121e+000
7.859999999999796e+000	8.553656e+000	8.619121e+000
7.879999999999796e+000	8.553656e+000	8.619121e+000
7.899999999999795e+000	8.553656e+000	8.619121e+000
7.919999999999795e+000	8.553656e+000	8.619121e+000
7.939999999999794e+000	8.553656e+000	8.619121e+000
7.959999999999794e+000	8.553656e+000	8.619121e+000
7.979999999999794e+000	8.553656e+000	8.619121e+000
7.999999999999793e+000	8.553656e+000	8.619121e+000
8.019999999999794e+000	8.553656e+000	8.619121e+000
8.039999999999793e+000	8.553656e+000	8.619121e+000
8.059999999999793e+000	8.553656e+000	8.619121e+000
8.079999999999792e+000	8.553656e+000	8.619121e+000
8.099999999999792e+000	8.553656e+000	8.619121e+000
8.119999999999791e+000	8.553656e+000	8.619121e+000
8.139999999999791e+000	8.553656e+000	8.619121e+000
8.159999999999791e+000	8.553656e+000	8.619121e+000
8.179999999999790e+000	8.553656e+000	8.619121e+000
8.199999999999790e+000	8.553656e+000	8.619121e+000
8.219999999999789e+000	8.553656e+000	8.619121e+000
8.239999999999789e+000	8.553656e+000	8.619121e+000
8.259999999999788e+000	8.553656e+000	8.619121e+000
8.279999999999788e+000	8.553656e+000	8.619121e+000
8.299999999999788e+000	8.553656e+000	8.619121e+000
8.319999999999787e+000	8.553656e+000	8.619121e+000
8.339999999999787e+000	8.553656e+000	8.619121e+000
8.359999999999786e+000	8.553656e+000	8.619121e+000
8.379999999999786e+000	8.553656e+000	8.619121e+000
8.399999999999785e+000	8.553656e+000	8.619121e+000
8.419999999999785e+000	8.553656e+000	8.619121e+000
8.439999999999785e+000	8.553656e+000	8.619121e+000
8.459999999999784e+000	8.553656e+000	8.619121e+000
8.479999999999784e+000	8.553656e+000	8.619121e+000
8.499999999999783e+000	8.553656e+000	8.619121e+000
8.519999999999783e+000	8.553656e+000	8.619121e+000
8.539999999999782e+000	8.553656e+000	8.619121e+000
8.559999999999782e+000	8.553656e+000	8.619121e+000
8.579999999999782e+000	8.553656e+000	8.619121e+000
8.599999999999781e+000	8.553656e+000	8.619121e+000
8.619999999999781e+000	8.553656e+000	8.619121e+000
8.639999999999780e+000	8.553656e+000	8.619121e+000
8.659999999999780e+000	8.553656e+000	8.619121e+000
8.679999999999779e+000	8.553656e+000	8.619121e+000
8.699999999999779e+000	8.553656e+000	8.619121e+000
8.719999999999779e+000	8.553656e+000	8.619121e+000
8.739999999999778e+000	8.553656e+000	8.619121e+000
8.759999999999778e+000	8.553656e+000	8.619121e+000
8.779999999999777e+000	8.553656e+000	8.619121e+000
8.799999999999777e+000	8.553656e+000	8.619121e+000
8.819999999999777e+000	8.553656e+000	8.619121e+000
8.839999999999776e+000	8.553656e+000	8.619121e+000
8.859999999999776e+000	8.553656e+000	8.619121e+000
8.879999999999775e+000	8.553656e+000	8.619121e+000
8.899999999999775e+000	8.553656e+000	8.619121e+000
8.919999999999774e+000	8.553656e+000	8.619121e+000
8.939999999999774e+000	8.553656e+000	8.619121e+000
8.959999999999774e+000	8.553656e+000	8.619121e+000
8.979999999999773e+000	8.553656e+000	8.619121e+000
8.999999999999773e+000	8.553656e+000	8.619121e+000
9.019999999999772e+000	8.553656e+000	8.619121e+000
9.039999999999772e+000	8.553656e+000	8.619121e+000
9.059999999999771e+000	8.553656e+000	8.619121e+000
9.079999999999771e+000	8.553656e+000	8.619121e+000
9.099999999999771e+000	8.553656e+000	8.619121e+000
9.119999999999770e+000	8.553656e+000	8.619121e+000
9.139999999999770e+000	8.553656e+000	8.619121e+000
9.159999999999769e+000	8.553656e+000	8.619121e+000
9.179999999999769e+000	8.553656e+000	8.619121e+000
9.199999999999768e+000	8.553656e+000	8.619121e+000
9.219999999999768e+000	8.553656e+000	8.619121e+000
9.239999999999768e+000	8.553656e+000	8.619121e+000
9.259999999999767e+000	8.553656e+000	8.619121e+000
9.279999999999767e+000	8.553656e+000	8.619121e+000
9.299999999999766e+000	8.553656e+000	8.619121e+000
9.319999999999766e+000	8.553656e+000	8.619121e+000
9.339999999999765e+000	8.553656e+000	8.619121e+000
9.359999999999765e+000	8.553656e+000	8.619121e+000
9.379999999999765e+000	8.553656e+000	8.619121e+000
9.399999999999764e+000	8.553656e+000	8.619121e+000
9.419999999999764e+000	8.553656e+000	8.619121e+000
9.439999999999763e+000	8.553656e+000	8.619121e+000
9.459999999999763e+000	8.553656e+000	8.619121e+000
9.479999999999762e+000	8.553656e+000	8.619121e+000
9.499999999999762e+000	8.553656e+000	8.619121e+000
