v2	V(v2)	V(vo1)	V(vo2)
-3.700000000000021e+000	-3.700000e+000	2.443114e+000	-9.755518e+000
-3.600000000000021e+000	-3.600000e+000	2.443089e+000	-9.755517e+000
-3.500000000000021e+000	-3.500000e+000	2.443063e+000	-9.755517e+000
-3.400000000000021e+000	-3.400000e+000	2.443038e+000	-9.755516e+000
-3.300000000000021e+000	-3.300000e+000	2.443013e+000	-9.755516e+000
-3.200000000000021e+000	-3.200000e+000	2.442988e+000	-9.755515e+000
-3.100000000000021e+000	-3.100000e+000	2.442963e+000	-9.755515e+000
-3.000000000000020e+000	-3.000000e+000	2.442938e+000	-9.755514e+000
-2.900000000000020e+000	-2.900000e+000	2.442913e+000	-9.755513e+000
-2.800000000000020e+000	-2.800000e+000	2.442888e+000	-9.755513e+000
-2.700000000000020e+000	-2.700000e+000	2.442862e+000	-9.755508e+000
-2.600000000000020e+000	-2.600000e+000	2.442788e+000	-9.755316e+000
-2.500000000000020e+000	-2.500000e+000	2.440732e+000	-9.747194e+000
-2.400000000000020e+000	-2.400000e+000	2.403703e+000	-9.599176e+000
-2.300000000000020e+000	-2.300000e+000	2.303962e+000	-9.200205e+000
-2.200000000000020e+000	-2.200000e+000	2.203922e+000	-8.800035e+000
-2.100000000000020e+000	-2.100000e+000	2.103923e+000	-8.400032e+000
-2.000000000000020e+000	-2.000000e+000	2.003925e+000	-8.000031e+000
-1.900000000000020e+000	-1.900000e+000	1.903926e+000	-7.600028e+000
-1.800000000000019e+000	-1.800000e+000	1.803928e+000	-7.200026e+000
-1.700000000000019e+000	-1.700000e+000	1.703930e+000	-6.800025e+000
-1.600000000000019e+000	-1.600000e+000	1.603931e+000	-6.400023e+000
-1.500000000000019e+000	-1.500000e+000	1.503933e+000	-6.000021e+000
-1.400000000000019e+000	-1.400000e+000	1.403935e+000	-5.600019e+000
-1.300000000000019e+000	-1.300000e+000	1.303936e+000	-5.200016e+000
-1.200000000000019e+000	-1.200000e+000	1.203938e+000	-4.800015e+000
-1.100000000000019e+000	-1.100000e+000	1.103940e+000	-4.400013e+000
-1.000000000000019e+000	-1.000000e+000	1.003942e+000	-4.000011e+000
-9.000000000000187e-001	-9.000000e-001	9.039432e-001	-3.600009e+000
-8.000000000000187e-001	-8.000000e-001	8.039449e-001	-3.200007e+000
-7.000000000000187e-001	-7.000000e-001	7.039467e-001	-2.800006e+000
-6.000000000000187e-001	-6.000000e-001	6.039484e-001	-2.400004e+000
-5.000000000000188e-001	-5.000000e-001	5.039502e-001	-2.000002e+000
-4.000000000000188e-001	-4.000000e-001	4.039520e-001	-1.600001e+000
-3.000000000000188e-001	-3.000000e-001	3.039539e-001	-1.199999e+000
-2.000000000000188e-001	-2.000000e-001	2.039560e-001	-7.999982e-001
-1.000000000000188e-001	-1.000000e-001	1.039583e-001	-3.999975e-001
-1.879052469178077e-014	-1.879052e-014	3.961987e-003	2.439795e-007
9.999999999998122e-002	1.000000e-001	-9.603421e-002	3.999979e-001
1.999999999999812e-001	2.000000e-001	-1.960319e-001	7.999985e-001
2.999999999999812e-001	3.000000e-001	-2.960299e-001	1.200000e+000
3.999999999999813e-001	4.000000e-001	-3.960280e-001	1.600001e+000
4.999999999999812e-001	5.000000e-001	-4.960262e-001	2.000003e+000
5.999999999999812e-001	6.000000e-001	-5.960243e-001	2.400004e+000
6.999999999999812e-001	7.000000e-001	-6.960226e-001	2.800006e+000
7.999999999999812e-001	8.000000e-001	-7.960209e-001	3.200008e+000
8.999999999999812e-001	9.000000e-001	-8.960192e-001	3.600010e+000
9.999999999999811e-001	1.000000e+000	-9.960175e-001	4.000011e+000
1.099999999999981e+000	1.100000e+000	-1.096016e+000	4.400013e+000
1.199999999999981e+000	1.200000e+000	-1.196014e+000	4.800015e+000
1.299999999999981e+000	1.300000e+000	-1.296012e+000	5.200017e+000
1.399999999999982e+000	1.400000e+000	-1.396011e+000	5.600019e+000
1.499999999999982e+000	1.500000e+000	-1.496009e+000	6.000021e+000
1.599999999999982e+000	1.600000e+000	-1.596007e+000	6.400023e+000
1.699999999999982e+000	1.700000e+000	-1.696006e+000	6.800025e+000
1.799999999999982e+000	1.800000e+000	-1.796004e+000	7.200027e+000
1.899999999999982e+000	1.900000e+000	-1.896002e+000	7.600029e+000
1.999999999999982e+000	2.000000e+000	-1.996001e+000	8.000031e+000
2.099999999999982e+000	2.100000e+000	-2.095999e+000	8.400032e+000
2.199999999999982e+000	2.200000e+000	-2.179092e+000	8.732382e+000
2.299999999999982e+000	2.300000e+000	-2.189672e+000	8.774581e+000
2.399999999999982e+000	2.400000e+000	-2.190093e+000	8.776166e+000
2.499999999999982e+000	2.500000e+000	-2.190136e+000	8.776237e+000
2.599999999999982e+000	2.600000e+000	-2.190150e+000	8.776192e+000
2.699999999999982e+000	2.700000e+000	-2.190175e+000	8.776192e+000
2.799999999999983e+000	2.800000e+000	-2.190200e+000	8.776193e+000
2.899999999999983e+000	2.900000e+000	-2.190225e+000	8.776193e+000
2.999999999999983e+000	3.000000e+000	-2.190250e+000	8.776194e+000
3.099999999999983e+000	3.100000e+000	-2.190275e+000	8.776195e+000
3.199999999999983e+000	3.200000e+000	-2.190300e+000	8.776195e+000
3.299999999999983e+000	3.300000e+000	-2.190325e+000	8.776196e+000
3.399999999999983e+000	3.400000e+000	-2.190351e+000	8.776196e+000
3.499999999999983e+000	3.500000e+000	-2.190376e+000	8.776196e+000
3.599999999999983e+000	3.600000e+000	-2.190401e+000	8.776196e+000
3.699999999999983e+000	3.700000e+000	-2.190426e+000	8.776197e+000
3.799999999999983e+000	3.800000e+000	-2.190451e+000	8.776197e+000
3.899999999999984e+000	3.900000e+000	-2.190476e+000	8.776198e+000
3.999999999999984e+000	4.000000e+000	-2.190501e+000	8.776199e+000
4.099999999999984e+000	4.100000e+000	-2.190526e+000	8.776199e+000
4.199999999999983e+000	4.200000e+000	-2.190552e+000	8.776200e+000
4.299999999999983e+000	4.300000e+000	-2.190577e+000	8.776200e+000
4.399999999999983e+000	4.400000e+000	-2.190602e+000	8.776201e+000
4.499999999999982e+000	4.500000e+000	-2.190627e+000	8.776201e+000
4.599999999999982e+000	4.600000e+000	-2.190652e+000	8.776202e+000
4.699999999999982e+000	4.700000e+000	-2.190677e+000	8.776202e+000
4.799999999999981e+000	4.800000e+000	-2.190702e+000	8.776203e+000
4.899999999999981e+000	4.900000e+000	-2.190727e+000	8.776203e+000
4.999999999999981e+000	5.000000e+000	-2.190753e+000	8.776204e+000
5.099999999999980e+000	5.100000e+000	-2.190778e+000	8.776205e+000
5.199999999999980e+000	5.200000e+000	-2.190803e+000	8.776205e+000
5.299999999999979e+000	5.300000e+000	-2.190828e+000	8.776206e+000
5.399999999999979e+000	5.400000e+000	-2.190853e+000	8.776206e+000
5.499999999999979e+000	5.500000e+000	-2.190878e+000	8.776207e+000
5.599999999999978e+000	5.600000e+000	-2.190903e+000	8.776207e+000
5.699999999999978e+000	5.700000e+000	-2.190928e+000	8.776208e+000
5.799999999999978e+000	5.800000e+000	-2.190953e+000	8.776208e+000
5.899999999999977e+000	5.900000e+000	-2.190979e+000	8.776209e+000
5.999999999999977e+000	6.000000e+000	-2.191004e+000	8.776210e+000
6.099999999999977e+000	6.100000e+000	-2.191029e+000	8.776210e+000
6.199999999999976e+000	6.200000e+000	-2.191054e+000	8.776211e+000
6.299999999999976e+000	6.300000e+000	-2.191079e+000	8.776211e+000
6.399999999999976e+000	6.400000e+000	-2.191104e+000	8.776212e+000
6.499999999999975e+000	6.500000e+000	-2.191129e+000	8.776212e+000
6.599999999999975e+000	6.600000e+000	-2.191154e+000	8.776213e+000
6.699999999999974e+000	6.700000e+000	-2.191180e+000	8.776213e+000
6.799999999999974e+000	6.800000e+000	-2.191205e+000	8.776214e+000
6.899999999999974e+000	6.900000e+000	-2.191230e+000	8.776215e+000
6.999999999999973e+000	7.000000e+000	-2.191255e+000	8.776215e+000
7.099999999999973e+000	7.100000e+000	-2.191280e+000	8.776216e+000
7.199999999999973e+000	7.200000e+000	-2.191305e+000	8.776216e+000
7.299999999999972e+000	7.300000e+000	-2.191330e+000	8.776217e+000
7.399999999999972e+000	7.400000e+000	-2.191355e+000	8.776217e+000
7.499999999999972e+000	7.500000e+000	-2.191381e+000	8.776217e+000
7.599999999999971e+000	7.600000e+000	-2.191406e+000	8.776217e+000
7.699999999999971e+000	7.700000e+000	-2.191431e+000	8.776218e+000
7.799999999999971e+000	7.800000e+000	-2.191456e+000	8.776219e+000
7.899999999999970e+000	7.900000e+000	-2.191481e+000	8.776219e+000
7.999999999999970e+000	8.000000e+000	-2.191506e+000	8.776220e+000
8.099999999999969e+000	8.100000e+000	-2.191531e+000	8.776220e+000
8.199999999999969e+000	8.200000e+000	-2.191556e+000	8.776221e+000
8.299999999999969e+000	8.300000e+000	-2.191582e+000	8.776221e+000
8.399999999999968e+000	8.400000e+000	-2.191607e+000	8.776222e+000
8.499999999999968e+000	8.500000e+000	-2.191632e+000	8.776222e+000
8.599999999999968e+000	8.600000e+000	-2.191657e+000	8.776223e+000
8.699999999999967e+000	8.700000e+000	-2.191682e+000	8.776223e+000
8.799999999999967e+000	8.800000e+000	-2.191707e+000	8.776224e+000
8.899999999999967e+000	8.900000e+000	-2.191732e+000	8.776225e+000
8.999999999999966e+000	9.000000e+000	-2.191757e+000	8.776225e+000
9.099999999999966e+000	9.100000e+000	-2.191783e+000	8.776226e+000
9.199999999999966e+000	9.200000e+000	-2.191808e+000	8.776226e+000
9.299999999999965e+000	9.300000e+000	-2.191833e+000	8.776227e+000
9.399999999999965e+000	9.400000e+000	-2.191858e+000	8.776227e+000
9.499999999999965e+000	9.500000e+000	-2.191883e+000	8.776228e+000
9.599999999999964e+000	9.600000e+000	-2.191908e+000	8.776228e+000
9.699999999999964e+000	9.700000e+000	-2.191933e+000	8.776229e+000
9.799999999999963e+000	9.800000e+000	-2.191958e+000	8.776230e+000
9.899999999999963e+000	9.900000e+000	-2.191984e+000	8.776230e+000
1.000000000000000e+001	1.000000e+001	-2.192009e+000	8.776231e+000
