time	V(vin)	V(vout)	V(n002)
1.891779929804033e-003	-6.287672e+000	-5.532025e-002	1.653151e+000
1.896662742304032e-003	-6.046187e+000	-5.059638e-002	1.653958e+000
1.901545554804032e-003	-5.799013e+000	-4.546305e-002	1.654834e+000
1.906428367304032e-003	-5.546381e+000	-3.986841e-002	1.655787e+000
1.911311179804032e-003	-5.288528e+000	-3.374691e-002	1.656828e+000
1.916193992304032e-003	-5.025698e+000	-2.702432e-002	1.657969e+000
1.921076804804032e-003	-4.758138e+000	-1.959795e-002	1.659229e+000
1.925959617304032e-003	-4.486100e+000	-1.135839e-002	1.660624e+000
1.930842429804032e-003	-4.209840e+000	-2.165856e-003	1.662179e+000
1.935725242304032e-003	-3.929617e+000	8.124257e-003	1.663917e+000
1.940608054804032e-003	-3.645696e+000	1.975790e-002	1.665879e+000
1.945490867304031e-003	-3.358344e+000	3.300789e-002	1.668112e+000
1.950373679804031e-003	-3.067832e+000	4.890610e-002	1.670786e+000
1.955256492304031e-003	-2.774431e+000	7.185275e-002	1.674634e+000
1.960139304804031e-003	-2.478420e+000	1.383833e-001	1.685736e+000
1.965022117304031e-003	-2.180076e+000	3.406762e-001	1.719430e+000
1.968967874438419e-003	-1.937475e+000	7.166112e-001	1.782013e+000
1.972631099889159e-003	-1.711176e+000	1.325482e+000	1.883357e+000
1.975483342724978e-003	-1.534342e+000	2.046640e+000	2.003384e+000
1.979015806221997e-003	-1.314659e+000	3.282039e+000	2.209013e+000
1.982826510684726e-003	-1.076949e+000	4.920399e+000	2.481750e+000
1.985745519650724e-003	-8.944385e-001	6.308868e+000	2.712914e+000
1.988673833396098e-003	-7.110435e-001	7.741566e+000	2.951452e+000
1.990736537360768e-003	-5.817119e-001	8.632029e+000	3.099724e+000
1.991949335508521e-003	-5.056225e-001	8.896881e+000	3.143856e+000
1.993455446947628e-003	-4.110905e-001	8.941669e+000	3.151387e+000
1.995631679934147e-003	-2.743838e-001	8.942470e+000	3.151633e+000
1.997807912920665e-003	-1.376855e-001	8.943093e+000	3.151850e+000
1.999984145907184e-003	-9.956190e-004	8.943536e+000	3.152037e+000
2.002160378893703e-003	1.356858e-001	8.943800e+000	3.152194e+000
2.004336611880222e-003	2.723589e-001	8.943884e+000	3.152321e+000
2.006512844866740e-003	4.090235e-001	8.943790e+000	3.152419e+000
2.008689077853259e-003	5.456797e-001	8.943516e+000	3.152486e+000
2.015664524281831e-003	9.847072e-001	8.943540e+000	3.152854e+000
2.022639970710402e-003	1.419777e+000	8.943574e+000	3.153219e+000
2.029615417138973e-003	1.850889e+000	8.943616e+000	3.153583e+000
2.036590863567544e-003	2.278043e+000	8.943668e+000	3.153945e+000
2.043566309996116e-003	2.701240e+000	8.943728e+000	3.154305e+000
2.050541756424687e-003	3.120478e+000	8.943797e+000	3.154664e+000
2.057517202853258e-003	3.535759e+000	8.943875e+000	3.155020e+000
2.072165640353258e-003	4.380516e+000	8.943989e+000	3.155739e+000
2.086814077853258e-003	5.188190e+000	8.943980e+000	3.156405e+000
2.096579702853257e-003	5.702648e+000	8.943953e+000	3.156827e+000
2.104637214993817e-003	6.111043e+000	8.940840e+000	3.156653e+000
2.106241894431260e-003	6.190539e+000	8.935021e+000	3.155761e+000
2.107165810233659e-003	6.236025e+000	8.925852e+000	3.154288e+000
2.107882851430173e-003	6.271182e+000	8.910526e+000	3.151788e+000
2.108733233750641e-003	6.312711e+000	8.876421e+000	3.146182e+000
2.109196488574047e-003	6.335258e+000	8.838810e+000	3.139964e+000
2.109645451924546e-003	6.357059e+000	8.767899e+000	3.128202e+000
2.110086323362548e-003	6.378418e+000	8.649408e+000	3.108517e+000
2.110576706880784e-003	6.402118e+000	8.462035e+000	3.077366e+000
2.111184651684439e-003	6.431416e+000	8.175423e+000	3.029702e+000
2.111792596488094e-003	6.460619e+000	7.886100e+000	2.981587e+000
2.112400541291749e-003	6.489727e+000	7.594068e+000	2.933020e+000
2.113008486095404e-003	6.518741e+000	7.299326e+000	2.884002e+000
2.113616430899059e-003	6.547659e+000	7.001874e+000	2.834533e+000
2.114224375702713e-003	6.576483e+000	6.701713e+000	2.784612e+000
2.114832320506369e-003	6.605212e+000	6.398841e+000	2.734241e+000
2.118456165297004e-003	6.774439e+000	4.630095e+000	2.440077e+000
2.123338977797004e-003	6.996887e+000	2.261766e+000	2.046193e+000
2.127386365592036e-003	7.176292e+000	4.225815e-001	1.740319e+000
2.128606761615552e-003	7.229483e+000	2.877652e-002	1.674838e+000
2.128697615518344e-003	7.233426e+000	1.948770e-002	1.673296e+000
