time	V(vin)	V(vo1)	V(vout)
4.504654382880481e-003	-2.924018e-002	-4.299404e-002	-4.050478e-002
4.505654382880481e-003	-3.552006e-002	-2.540511e-001	-4.863165e-002
4.506654382880481e-003	-4.179854e-002	-4.759212e-001	-4.493584e-002
4.507308911714396e-003	-4.590711e-002	-5.891316e-001	-1.858046e-002
4.507718491817402e-003	-4.847771e-002	-6.253651e-001	9.245294e-003
4.508169944386771e-003	-5.131073e-002	-6.414614e-001	3.202261e-002
4.508657504258718e-003	-5.436988e-002	-6.521235e-001	4.284608e-002
4.509121070952500e-003	-5.727801e-002	-6.601336e-001	4.802854e-002
4.509595248744181e-003	-6.025221e-002	-6.676139e-001	5.163986e-002
4.511502745014739e-003	-7.221524e-002	-6.962739e-001	6.390550e-002
4.513410241285297e-003	-8.416362e-002	-7.243573e-001	7.594437e-002
4.515317737555855e-003	-9.609735e-002	-7.518640e-001	8.775646e-002
4.517225233826413e-003	-1.080164e-001	-7.787942e-001	9.934178e-002
4.519132730096970e-003	-1.199208e-001	-8.051477e-001	1.107003e-001
4.521040226367529e-003	-1.318106e-001	-8.309247e-001	1.218321e-001
4.522947722638086e-003	-1.436857e-001	-8.561250e-001	1.327371e-001
4.523947722638086e-003	-1.499008e-001	-8.689235e-001	1.377811e-001
4.524947722638086e-003	-1.561100e-001	-8.811823e-001	1.420859e-001
4.525947722638086e-003	-1.623131e-001	-8.925440e-001	1.450850e-001
4.526947722638086e-003	-1.685097e-001	-9.026123e-001	1.460613e-001
4.527947722638087e-003	-1.746996e-001	-9.112413e-001	1.445728e-001
4.528947722638087e-003	-1.808827e-001	-9.186602e-001	1.408202e-001
4.529947722638087e-003	-1.870587e-001	-9.252529e-001	1.354385e-001
4.530947722638087e-003	-1.932272e-001	-9.313133e-001	1.290155e-001
4.532947722638087e-003	-2.055412e-001	-9.424798e-001	1.143569e-001
4.534947722638088e-003	-2.178227e-001	-9.529486e-001	9.841067e-002
4.535843117196019e-003	-2.233100e-001	-9.583796e-001	9.152899e-002
4.536149241090136e-003	-2.251845e-001	-9.635963e-001	9.051716e-002
4.536296265648319e-003	-2.260844e-001	-9.713020e-001	9.273196e-002
4.536428019698887e-003	-2.268908e-001	-9.832419e-001	9.955943e-002
4.536559283062584e-003	-2.276939e-001	-9.966162e-001	1.120867e-001
4.536722630242879e-003	-2.286932e-001	-1.011541e+000	1.326069e-001
4.536877087951707e-003	-2.296379e-001	-1.022482e+000	1.527310e-001
4.537086616896317e-003	-2.309190e-001	-1.032912e+000	1.759993e-001
4.537384297292576e-003	-2.327384e-001	-1.042783e+000	1.989146e-001
4.537813235721518e-003	-2.353587e-001	-1.052280e+000	2.178968e-001
4.538206634045170e-003	-2.377603e-001	-1.058727e+000	2.265836e-001
4.538710677519328e-003	-2.408353e-001	-1.065737e+000	2.320972e-001
4.541342915087539e-003	-2.568536e-001	-1.099759e+000	2.493120e-001
4.552628629373254e-003	-3.254710e-001	-1.242755e+000	3.183548e-001
4.563914343658971e-003	-3.916569e-001	-1.380234e+000	3.849425e-001
4.575200057944686e-003	-4.554115e-001	-1.512194e+000	4.490750e-001
4.586485772230402e-003	-5.167347e-001	-1.638636e+000	5.107524e-001
4.597771486516118e-003	-5.756266e-001	-1.759561e+000	5.699747e-001
4.609057200801834e-003	-6.320870e-001	-1.874968e+000	6.267418e-001
4.620342915087550e-003	-6.861162e-001	-1.984856e+000	6.810538e-001
4.639342915087552e-003	-7.697062e-001	-2.155055e+000	7.653025e-001
4.658342915087555e-003	-8.403693e-001	-2.298960e+000	8.366682e-001
4.677342915087557e-003	-8.981053e-001	-2.416569e+000	8.951510e-001
4.696342915087560e-003	-9.429143e-001	-2.507885e+000	9.407508e-001
4.715342915087562e-003	-9.747964e-001	-2.572905e+000	9.734677e-001
4.734342915087565e-003	-9.937514e-001	-2.611631e+000	9.933015e-001
4.753342915087567e-003	-9.997794e-001	-2.624063e+000	1.000252e+000
4.771914343658998e-003	-9.890904e-001	-2.602898e+000	9.904630e-001
4.790485772230430e-003	-9.662171e-001	-2.556900e+000	9.684481e-001
4.809057200801861e-003	-9.311595e-001	-2.486068e+000	9.342080e-001
4.827628629373291e-003	-8.839176e-001	-2.390403e+000	8.877426e-001
4.846200057944722e-003	-8.244913e-001	-2.269904e+000	8.290519e-001
4.864771486516153e-003	-7.528808e-001	-2.124571e+000	7.581360e-001
4.883342915087584e-003	-6.690859e-001	-1.954405e+000	6.749947e-001
4.894057200801872e-003	-6.169205e-001	-1.848430e+000	6.231201e-001
4.904771486516159e-003	-5.626042e-001	-1.737588e+000	5.691118e-001
4.915485772230446e-003	-5.061372e-001	-1.621878e+000	5.129699e-001
4.926200057944733e-003	-4.475193e-001	-1.501300e+000	4.546944e-001
4.936914343659020e-003	-3.867507e-001	-1.375855e+000	3.942853e-001
4.947628629373307e-003	-3.238312e-001	-1.245543e+000	3.317426e-001
4.958342915087594e-003	-2.587609e-001	-1.110363e+000	2.670662e-001
4.960200057944737e-003	-2.474683e-001	-1.086607e+000	2.557238e-001
4.962057200801881e-003	-2.361459e-001	-1.062821e+000	2.445132e-001
4.963914343659024e-003	-2.247937e-001	-1.039007e+000	2.334344e-001
4.965771486516167e-003	-2.134116e-001	-1.015162e+000	2.224874e-001
4.967628629373310e-003	-2.019997e-001	-9.912889e-001	2.116722e-001
4.969485772230453e-003	-1.905580e-001	-9.673860e-001	2.009888e-001
4.971342915087596e-003	-1.790864e-001	-9.434538e-001	1.904372e-001
4.972342915087596e-003	-1.729013e-001	-9.311697e-001	1.857259e-001
4.973342915087596e-003	-1.667094e-001	-9.198112e-001	1.823784e-001
4.974145346147183e-003	-1.617360e-001	-9.120262e-001	1.816609e-001
4.974789292884918e-003	-1.577419e-001	-9.071745e-001	1.833741e-001
4.975853903398355e-003	-1.511331e-001	-9.010833e-001	1.902125e-001
4.982580172529735e-003	-1.092336e-001	-8.666987e-001	2.478670e-001
4.982946949227400e-003	-1.069426e-001	-8.627199e-001	2.492203e-001
4.983307529063770e-003	-1.046897e-001	-8.462504e-001	2.433164e-001
4.983568798288702e-003	-1.030570e-001	-8.173288e-001	2.237373e-001
4.983743156889517e-003	-1.019672e-001	-7.963297e-001	1.975981e-001
4.983929153864025e-003	-1.008046e-001	-7.825650e-001	1.654459e-001
4.984075316551348e-003	-9.989087e-002	-7.760956e-001	1.456297e-001
4.984234203576987e-003	-9.889749e-002	-7.712381e-001	1.318149e-001
4.984521105307643e-003	-9.710351e-002	-7.648762e-001	1.172204e-001
4.984832383242564e-003	-9.515675e-002	-7.593236e-001	1.089633e-001
4.985325061184956e-003	-9.207477e-002	-7.517108e-001	1.027315e-001
4.985981165499102e-003	-8.796908e-002	-7.421079e-001	9.756691e-002
4.987551064428029e-003	-7.813684e-002	-7.200908e-001	8.749790e-002
4.989120963356956e-003	-6.829939e-002	-6.971599e-001	7.753989e-002
4.990690862285883e-003	-5.845673e-002	-6.733153e-001	6.769288e-002
4.992260761214810e-003	-4.860887e-002	-6.485568e-001	5.795687e-002
4.993830660143737e-003	-3.875579e-002	-6.228846e-001	4.833186e-002
4.995400559072665e-003	-2.889751e-002	-5.962986e-001	3.881785e-002
4.996970458001591e-003	-1.903402e-002	-5.687989e-001	2.941485e-002
4.997970458001592e-003	-1.275164e-002	-5.485584e-001	2.378939e-002
4.998970458001592e-003	-6.468758e-003	-5.253178e-001	1.869624e-002
4.999970458001592e-003	-1.856178e-004	-4.960512e-001	1.486330e-002
5.000970458001592e-003	6.097530e-003	-4.538729e-001	1.390314e-002
5.001970458001592e-003	1.238044e-002	-3.879179e-001	1.734712e-002
5.002970458001592e-003	1.866286e-002	-2.881256e-001	2.451580e-002
5.003970458001592e-003	2.494454e-002	-1.495590e-001	3.313271e-002
5.004970458001593e-003	3.122523e-002	2.885607e-002	4.191532e-002
5.005970458001593e-003	3.750470e-002	2.432781e-001	5.032535e-002
5.006970458001593e-003	4.378268e-002	4.591437e-001	5.498227e-002
5.007584392886149e-003	4.763611e-002	5.485290e-001	5.212960e-002
5.007938370435787e-003	4.985757e-002	5.660662e-001	4.997518e-002
5.008350099128538e-003	5.244115e-002	5.699189e-001	5.144618e-002
5.008734861762262e-003	5.485521e-002	5.736460e-001	5.420435e-002
5.009126505512382e-003	5.731210e-002	5.772754e-001	5.649107e-002
5.009542379086378e-003	5.992062e-002	5.810796e-001	5.912302e-002
5.010006758381855e-003	6.283290e-002	5.853174e-001	6.204556e-002
5.012337710468808e-003	7.744250e-002	6.054675e-001	7.660070e-002
5.017480567611666e-003	1.096959e-001	6.457518e-001	1.088259e-001
5.022623424754524e-003	1.417518e-001	6.848547e-001	1.408591e-001
5.027766281897382e-003	1.736100e-001	7.227763e-001	1.727003e-001
5.032909139040240e-003	2.052706e-001	7.595165e-001	2.043496e-001
5.038051996183098e-003	2.367337e-001	7.950754e-001	2.358068e-001
5.043194853325955e-003	2.679992e-001	8.294528e-001	2.670721e-001
5.048337710468813e-003	2.990671e-001	8.626490e-001	2.981454e-001
5.060194853325957e-003	3.701500e-001	9.387978e-001	3.692355e-001
5.072051996183102e-003	4.382829e-001	1.011428e+000	4.373787e-001
5.083909139040247e-003	5.034657e-001	1.080541e+000	5.025751e-001
5.095766281897391e-003	5.656985e-001	1.146135e+000	5.648246e-001
5.107623424754535e-003	6.249812e-001	1.208210e+000	6.241272e-001
5.119480567611680e-003	6.813139e-001	1.266768e+000	6.804829e-001
5.131337710468824e-003	7.346965e-001	1.321807e+000	7.338918e-001
5.152909139040256e-003	8.216260e-001	1.411496e+000	8.208751e-001
5.174480567611687e-003	8.912329e-001	1.483323e+000	8.905379e-001
5.196051996183119e-003	9.435173e-001	1.537287e+000	9.428805e-001
5.217623424754550e-003	9.784791e-001	1.573389e+000	9.779026e-001
5.239194853325981e-003	9.961183e-001	1.591629e+000	9.956044e-001
5.260766281897413e-003	9.964350e-001	1.592006e+000	9.959858e-001
5.282337710468844e-003	9.794291e-001	1.574521e+000	9.790469e-001
5.298909139040275e-003	9.517609e-001	1.546336e+000	9.514279e-001
5.315480567611706e-003	9.150666e-001	1.508704e+000	9.147797e-001
5.332051996183137e-003	8.693461e-001	1.461624e+000	8.691023e-001
5.348623424754567e-003	8.145995e-001	1.405098e+000	8.143957e-001
5.365194853325998e-003	7.508268e-001	1.339124e+000	7.506599e-001
5.381766281897429e-003	6.780278e-001	1.263703e+000	6.778949e-001
5.398337710468860e-003	5.962028e-001	1.178834e+000	5.961006e-001
5.408480567611718e-003	5.432807e-001	1.124049e+000	5.431957e-001
5.418623424754576e-003	4.887261e-001	1.066863e+000	4.886546e-001
5.428766281897435e-003	4.325392e-001	1.007276e+000	4.324775e-001
5.438909139040294e-003	3.747198e-001	9.452889e-001	3.746644e-001
5.449051996183152e-003	3.152681e-001	8.809011e-001	3.152152e-001
5.459194853326010e-003	2.541839e-001	8.141127e-001	2.541300e-001
5.469337710468869e-003	1.914673e-001	7.449238e-001	1.914087e-001
5.472480567611727e-003	1.720303e-001	7.232839e-001	1.719725e-001
5.475623424754584e-003	1.525453e-001	7.007980e-001	1.524822e-001
5.478766281897442e-003	1.330123e-001	6.774659e-001	1.329379e-001
5.481909139040299e-003	1.134312e-001	6.532877e-001	1.133396e-001
5.485051996183157e-003	9.380216e-002	6.282633e-001	9.368715e-002
5.488194853326014e-003	7.412505e-002	6.023929e-001	7.398070e-002
5.491337710468872e-003	5.439990e-002	5.756764e-001	5.422020e-002
5.494337710468872e-003	3.556971e-002	5.461862e-001	3.530472e-002
5.495337710468872e-003	2.928984e-002	5.351130e-001	2.897521e-002
5.496337710468873e-003	2.300881e-002	5.229845e-001	2.262235e-002
5.497337710468873e-003	1.672688e-002	5.092165e-001	1.622632e-002
5.498337710468873e-003	1.044428e-002	4.926636e-001	9.745740e-003
5.499337710468873e-003	4.161276e-003	4.708032e-001	3.075998e-003
5.500337710468873e-003	-2.121896e-003	4.380103e-001	-4.016482e-003
5.501337710468873e-003	-8.404984e-003	3.846856e-001	-1.178544e-002
5.502337710468873e-003	-1.468774e-002	3.002461e-001	-2.020309e-002
5.503337710468874e-003	-2.096992e-002	1.780332e-001	-2.893473e-002
5.504337710468874e-003	-2.725126e-002	1.634301e-002	-3.772100e-002
5.505337710468874e-003	-3.353154e-002	-1.840383e-001	-4.647151e-002
5.506337710468874e-003	-3.981049e-002	-4.073987e-001	-4.889290e-002
5.507072212774523e-003	-4.442140e-002	-5.469746e-001	-3.002810e-002
5.507799958061409e-003	-4.898896e-002	-6.256559e-001	1.199521e-002
5.508271634809507e-003	-5.194882e-002	-6.450693e-001	3.635211e-002
5.508642118387561e-003	-5.427335e-002	-6.519593e-001	4.422890e-002
5.509048804154488e-003	-5.682469e-002	-6.590022e-001	4.742119e-002
5.509612262748423e-003	-6.035892e-002	-6.679041e-001	5.175543e-002
5.511491364285681e-003	-7.214372e-002	-6.961217e-001	6.382325e-002
5.513370465822938e-003	-8.391438e-002	-7.237836e-001	7.567862e-002
5.515249567360195e-003	-9.567089e-002	-7.508900e-001	8.732154e-002
5.517128668897453e-003	-1.074133e-001	-7.774407e-001	9.875202e-002
5.519007770434710e-003	-1.191415e-001	-8.034358e-001	1.099701e-001
5.520886871971967e-003	-1.308556e-001	-8.288753e-001	1.209756e-001
5.522765973509224e-003	-1.425555e-001	-8.537592e-001	1.317688e-001
5.524765973509225e-003	-1.549820e-001	-8.790082e-001	1.413801e-001
5.525765973509225e-003	-1.611861e-001	-8.905652e-001	1.446697e-001
5.526765973509225e-003	-1.673839e-001	-9.008908e-001	1.460625e-001
5.527765973509225e-003	-1.735751e-001	-9.097726e-001	1.450255e-001
5.528765973509225e-003	-1.797595e-001	-9.173842e-001	1.416430e-001
5.529765973509225e-003	-1.859367e-001	-9.241002e-001	1.365080e-001
5.530765973509226e-003	-1.921066e-001	-9.302423e-001	1.302407e-001
5.532765973509226e-003	-2.044235e-001	-9.415023e-001	1.157576e-001
5.534765973509226e-003	-2.167080e-001	-9.520074e-001	9.988190e-002
5.535765973509226e-003	-2.228375e-001	-9.579380e-001	9.222369e-002
5.536155899831440e-003	-2.252253e-001	-9.643483e-001	9.093886e-002
5.536316377623367e-003	-2.262075e-001	-9.730670e-001	9.383208e-002
5.536464745404742e-003	-2.271155e-001	-9.869463e-001	1.027848e-001
5.536612116683859e-003	-2.280172e-001	-1.001695e+000	1.182379e-001
5.536771009650577e-003	-2.289891e-001	-1.015251e+000	1.388728e-001
5.536936171340609e-003	-2.299992e-001	-1.025795e+000	1.597727e-001
5.537174534221075e-003	-2.314564e-001	-1.036278e+000	1.838927e-001
5.537498595003560e-003	-2.334368e-001	-1.045784e+000	2.056375e-001
5.537884035580644e-003	-2.357910e-001	-1.053568e+000	2.200413e-001
5.538288974763988e-003	-2.382628e-001	-1.059895e+000	2.275523e-001
5.538902310789688e-003	-2.420037e-001	-1.068293e+000	2.336545e-001
5.549556697325295e-003	-3.070401e-001	-1.204241e+000	2.994332e-001
5.560211083860901e-003	-3.700228e-001	-1.335410e+000	3.630572e-001
5.570865470396507e-003	-4.309520e-001	-1.461800e+000	4.245265e-001
5.581519856932113e-003	-4.898275e-001	-1.583411e+000	4.838412e-001
5.592174243467719e-003	-5.466494e-001	-1.700243e+000	5.410012e-001
5.602828630003325e-003	-6.014176e-001	-1.812296e+000	5.960065e-001
5.613483016538932e-003	-6.541322e-001	-1.919570e+000	6.488572e-001
5.631483016538934e-003	-7.370718e-001	-2.088550e+000	7.323909e-001
5.649483016538936e-003	-8.087307e-001	-2.234549e+000	8.046887e-001
5.667483016538939e-003	-8.691092e-001	-2.357567e+000	8.657504e-001
5.685483016538941e-003	-9.182070e-001	-2.457605e+000	9.155762e-001
5.703483016538944e-003	-9.560244e-001	-2.534663e+000	9.541659e-001
5.721483016538946e-003	-9.825612e-001	-2.588740e+000	9.815197e-001
5.739483016538948e-003	-9.978175e-001	-2.619836e+000	9.976375e-001
5.759054445110380e-003	-9.969868e-001	-2.618654e+000	9.977619e-001
5.778625873681811e-003	-9.822744e-001	-2.589222e+000	9.839655e-001
5.798197302253242e-003	-9.536804e-001	-2.531539e+000	9.562481e-001
5.817768730824673e-003	-9.112046e-001	-2.445606e+000	9.146098e-001
5.837340159396104e-003	-8.548472e-001	-2.331422e+000	8.590506e-001
5.856911587967535e-003	-7.846081e-001	-2.188988e+000	7.895705e-001
5.876483016538966e-003	-7.004873e-001	-2.018304e+000	7.061695e-001
5.887768730824682e-003	-6.474110e-001	-1.910580e+000	6.534245e-001
5.899054445110398e-003	-5.918167e-001	-1.797252e+000	5.981682e-001
5.910340159396114e-003	-5.337045e-001	-1.678321e+000	5.404007e-001
5.921625873681830e-003	-4.730742e-001	-1.553788e+000	4.801220e-001
5.932911587967545e-003	-4.099259e-001	-1.423650e+000	4.173321e-001
5.944197302253262e-003	-3.442597e-001	-1.287910e+000	3.520309e-001
5.955483016538977e-003	-2.760755e-001	-1.146566e+000	2.842185e-001
5.969483016538979e-003	-1.905711e-001	-9.671921e-001	2.006345e-001
5.970483016538979e-003	-1.843993e-001	-9.543580e-001	1.950210e-001
5.972483016538979e-003	-1.720342e-001	-9.295059e-001	1.851520e-001
5.973483016538979e-003	-1.658414e-001	-9.183261e-001	1.820579e-001
5.974218070832486e-003	-1.612851e-001	-9.114111e-001	1.817364e-001
5.974887504722025e-003	-1.571326e-001	-9.065517e-001	1.838571e-001
5.975994070459656e-003	-1.502624e-001	-9.003766e-001	1.913814e-001
5.982468768061396e-003	-1.099294e-001	-8.674204e-001	2.470818e-001
5.982807023316521e-003	-1.078167e-001	-8.649480e-001	2.491689e-001
5.983173060103870e-003	-1.055299e-001	-8.575550e-001	2.491756e-001
5.983392377525146e-003	-1.041595e-001	-8.401127e-001	2.401255e-001
5.983678576029235e-003	-1.023709e-001	-8.021826e-001	2.074206e-001
5.983823197199805e-003	-1.014669e-001	-7.880734e-001	1.830103e-001
5.983993599367074e-003	-1.004017e-001	-7.796738e-001	1.553668e-001
5.984135678963248e-003	-9.951349e-002	-7.742457e-001	1.391760e-001
5.984289113245834e-003	-9.855417e-002	-7.697967e-001	1.276475e-001
5.984495497272213e-003	-9.726365e-002	-7.653154e-001	1.176411e-001
5.984742992073267e-003	-9.571585e-002	-7.607850e-001	1.106160e-001
5.985094118762313e-003	-9.351955e-002	-7.551994e-001	1.051815e-001
5.985708369498010e-003	-8.967634e-002	-7.460812e-001	9.956320e-002
5.987414438061770e-003	-7.899503e-002	-7.213898e-001	8.833094e-002
5.988700152347484e-003	-7.093808e-002	-7.029881e-001	8.019061e-002
5.989985866633199e-003	-6.287783e-002	-6.839524e-001	7.211293e-002
5.991271580918913e-003	-5.481426e-002	-6.642824e-001	6.409789e-002
5.992557295204628e-003	-4.674738e-002	-6.439784e-001	5.614550e-002
5.993843009490342e-003	-3.867718e-002	-6.230402e-001	4.825576e-002
5.995128723776057e-003	-3.060367e-002	-6.014678e-001	4.042867e-002
5.996414438061771e-003	-2.252685e-002	-5.792614e-001	3.266423e-002
5.997414438061771e-003	-1.624485e-002	-5.600686e-001	2.687825e-002
5.998414438061771e-003	-9.962215e-003	-5.387126e-001	2.143818e-002
5.999414438061772e-003	-3.679186e-003	-5.133488e-001	1.676255e-002
6.000414438061772e-003	2.603988e-003	-4.794995e-001	1.395988e-002
6.001414438061772e-003	8.887059e-003	-4.282270e-001	1.485516e-002
6.002414438061772e-003	1.516978e-002	-3.482300e-001	2.020270e-002
6.003414438061772e-003	2.145190e-002	-2.315334e-001	2.827971e-002
6.004414438061772e-003	2.773318e-002	-7.531343e-002	3.702832e-002
6.005414438061772e-003	3.401336e-002	1.207915e-001	4.581718e-002
6.006414438061773e-003	4.029219e-002	3.448926e-001	5.350995e-002
6.007144214288641e-003	4.487335e-002	4.820524e-001	5.472022e-002
6.008019810878927e-003	5.036864e-002	5.650403e-001	5.031745e-002
6.008394411553601e-003	5.271919e-002	5.724763e-001	5.051254e-002
6.008752525181821e-003	5.496602e-002	5.734410e-001	5.385878e-002
6.009138488907210e-003	5.738727e-002	5.774464e-001	5.681313e-002
6.009536563449426e-003	5.988415e-002	5.810109e-001	5.900307e-002
6.009938704516916e-003	6.240615e-002	5.846736e-001	6.162727e-002
6.010373948826373e-003	6.513530e-002	5.885962e-001	6.433554e-002
6.010877979146841e-003	6.829516e-002	5.929753e-001	6.745904e-002
6.012949469904523e-003	8.127965e-002	6.103275e-001	8.042867e-002
6.015020960662203e-003	9.424489e-002	6.272685e-001	9.338067e-002
6.017092451419884e-003	1.071909e-001	6.437982e-001	1.063150e-001
6.019163942177564e-003	1.201176e-001	6.599166e-001	1.192318e-001
6.021235432935246e-003	1.330251e-001	6.756237e-001	1.321309e-001
6.023306923692926e-003	1.459134e-001	6.909195e-001	1.450123e-001
6.025378414450607e-003	1.587824e-001	7.058039e-001	1.578761e-001
6.035092700164895e-003	2.192449e-001	7.736458e-001	2.183302e-001
6.044806985879181e-003	2.783553e-001	8.392307e-001	2.774364e-001
6.054521271593468e-003	3.361138e-001	9.025585e-001	3.351949e-001
6.064235557307755e-003	3.925202e-001	9.636293e-001	3.916055e-001
6.073949843022042e-003	4.475746e-001	1.022443e+000	4.466682e-001
6.083664128736329e-003	5.012770e-001	1.079000e+000	5.003832e-001
6.093378414450616e-003	5.536274e-001	1.133299e+000	5.527503e-001
6.109092700164904e-003	6.345278e-001	1.217523e+000	6.336790e-001
6.124806985879192e-003	7.076886e-001	1.293592e+000	7.068711e-001
6.140521271593480e-003	7.731101e-001	1.361506e+000	7.723268e-001
6.156235557307767e-003	8.307921e-001	1.421264e+000	8.300459e-001
6.171949843022055e-003	8.807346e-001	1.472868e+000	8.800286e-001
6.187664128736343e-003	9.229377e-001	1.516317e+000	9.222747e-001
6.203378414450631e-003	9.574013e-001	1.551610e+000	9.567844e-001
6.226378414450634e-003	9.879159e-001	1.583123e+000	9.873702e-001
6.249378414450637e-003	9.985107e-001	1.594115e+000	9.980340e-001
6.272378414450640e-003	9.891857e-001	1.584585e+000	9.887756e-001
6.295378414450643e-003	9.599410e-001	1.554534e+000	9.595951e-001
6.318378414450646e-003	9.107765e-001	1.503961e+000	9.104925e-001
6.341378414450649e-003	8.416922e-001	1.432866e+000	8.414678e-001
6.364378414450652e-003	7.526881e-001	1.341250e+000	7.525209e-001
6.376521271593511e-003	6.994161e-001	1.286434e+000	6.992753e-001
6.388664128736369e-003	6.429510e-001	1.227868e+000	6.428334e-001
6.400806985879228e-003	5.832928e-001	1.165554e+000	5.831951e-001
6.412949843022087e-003	5.204415e-001	1.099490e+000	5.203605e-001
6.425092700164946e-003	4.543971e-001	1.029677e+000	4.543295e-001
6.437235557307804e-003	3.851596e-001	9.561156e-001	3.851022e-001
6.449378414450663e-003	3.127290e-001	8.788048e-001	3.126785e-001
6.454806985879236e-003	2.800586e-001	8.440169e-001	2.800132e-001
6.460235557307808e-003	2.471589e-001	8.080272e-001	2.471134e-001
6.465664128736380e-003	2.140299e-001	7.708357e-001	2.139788e-001
6.471092700164952e-003	1.806716e-001	7.324423e-001	1.806097e-001
6.476521271593524e-003	1.470839e-001	6.928472e-001	1.470058e-001
6.481949843022096e-003	1.132670e-001	6.520502e-001	1.131674e-001
6.487378414450669e-003	7.922066e-002	6.100515e-001	7.909427e-002
6.488521271593526e-003	7.205954e-002	6.007480e-001	7.192666e-002
6.489664128736383e-003	6.489563e-002	5.909550e-001	6.474935e-002
6.490806985879240e-003	5.772893e-002	5.806722e-001	5.756233e-002
6.491949843022098e-003	5.055943e-002	5.698998e-001	5.036560e-002
6.493092700164955e-003	4.338715e-002	5.586378e-001	4.315917e-002
6.494235557307812e-003	3.621207e-002	5.468861e-001	3.594303e-002
6.495378414450670e-003	2.903420e-002	5.346447e-001	2.871719e-002
6.496378414450670e-003	2.275313e-002	5.224643e-001	2.236310e-002
6.497378414450670e-003	1.647116e-002	5.086081e-001	1.596435e-002
6.498378414450670e-003	1.018855e-002	4.919002e-001	9.478888e-003
6.499378414450670e-003	3.905527e-003	4.697348e-001	2.797927e-003
6.500378414450670e-003	-2.377646e-003	4.363127e-001	-4.318904e-003
6.501378414450670e-003	-8.660725e-003	3.819151e-001	-1.211687e-002
6.502378414450671e-003	-1.494346e-002	2.960352e-001	-2.055453e-002
6.503378414450671e-003	-2.122561e-002	1.722292e-001	-2.929253e-002
6.504378414450671e-003	-2.750692e-002	8.959854e-003	-3.807849e-002
6.505378414450671e-003	-3.378714e-002	-1.929144e-001	-4.681122e-002
6.506378414450671e-003	-4.006603e-002	-4.169347e-001	-4.885837e-002
6.507086641518815e-003	-4.451197e-002	-5.518441e-001	-2.989791e-002
6.507743577629144e-003	-4.863514e-002	-6.233748e-001	9.084110e-003
6.508211798496400e-003	-5.157336e-002	-6.433754e-001	3.424686e-002
6.508581903745865e-003	-5.389557e-002	-6.508199e-001	4.302995e-002
6.508985199522255e-003	-5.642569e-002	-6.579176e-001	4.677591e-002
6.509563992292519e-003	-6.005618e-002	-6.671379e-001	5.137151e-002
6.511027548515637e-003	-6.923270e-002	-6.894308e-001	6.085892e-002
6.512741834229923e-003	-7.997692e-002	-7.146965e-001	7.176001e-002
6.514456119944208e-003	-9.070874e-002	-7.395275e-001	8.247020e-002
6.516170405658495e-003	-1.014282e-001	-7.639237e-001	9.298948e-002
6.517884691372780e-003	-1.121352e-001	-7.878851e-001	1.033179e-001
6.519598977087066e-003	-1.228299e-001	-8.114116e-001	1.134553e-001
6.521313262801352e-003	-1.335122e-001	-8.345034e-001	1.234019e-001
6.523027548515638e-003	-1.441821e-001	-8.571604e-001	1.331575e-001
6.524027548515638e-003	-1.503967e-001	-8.699255e-001	1.381578e-001
6.525027548515638e-003	-1.566054e-001	-8.821273e-001	1.423821e-001
6.526027548515639e-003	-1.628080e-001	-8.933997e-001	1.452464e-001
6.527027548515639e-003	-1.690041e-001	-9.033535e-001	1.460356e-001
6.528027548515639e-003	-1.751935e-001	-9.118720e-001	1.443487e-001
6.529027548515639e-003	-1.813760e-001	-9.192122e-001	1.404408e-001
6.530027548515639e-003	-1.875513e-001	-9.257524e-001	1.349577e-001
6.532027548515639e-003	-1.998796e-001	-9.374638e-001	1.213274e-001
6.535763137569897e-003	-2.228202e-001	-9.575374e-001	9.197544e-002
6.536097674646858e-003	-2.248688e-001	-9.617574e-001	9.019474e-002
6.536247204449812e-003	-2.257842e-001	-9.676484e-001	9.110400e-002
6.536357685864747e-003	-2.264604e-001	-9.762507e-001	9.476478e-002
6.536472598956818e-003	-2.271636e-001	-9.878675e-001	1.029558e-001
6.536593816442423e-003	-2.279052e-001	-1.000179e+000	1.160406e-001
6.536742508526271e-003	-2.288148e-001	-1.013190e+000	1.353419e-001
6.536906307512964e-003	-2.298165e-001	-1.024134e+000	1.563348e-001
6.537143324907177e-003	-2.312656e-001	-1.035125e+000	1.812247e-001
6.537459079456857e-003	-2.331953e-001	-1.044770e+000	2.033347e-001
6.537896180623138e-003	-2.358651e-001	-1.053753e+000	2.202071e-001
6.538301170728604e-003	-2.383372e-001	-1.060105e+000	2.279119e-001
6.538819659557127e-003	-2.414998e-001	-1.067190e+000	2.330059e-001
6.543920782439834e-003	-2.725506e-001	-1.132539e+000	2.646992e-001
6.549021905322541e-003	-3.032436e-001	-1.196903e+000	2.959229e-001
6.554123028205248e-003	-3.335789e-001	-1.260282e+000	3.266769e-001
6.559224151087955e-003	-3.635566e-001	-1.322676e+000	3.569612e-001
6.564325273970662e-003	-3.931766e-001	-1.384085e+000	3.867759e-001
6.569426396853369e-003	-4.224388e-001	-1.444509e+000	4.161209e-001
6.574527519736076e-003	-4.513434e-001	-1.503948e+000	4.449961e-001
6.588527519736078e-003	-5.292450e-001	-1.663711e+000	5.232535e-001
6.602527519736080e-003	-6.017747e-001	-1.812298e+000	5.961720e-001
