time	V(vin)	V(vo1)	V(vout)
2.150537297264074e-003	8.115308e-001	1.401218e+000	8.107716e-001
2.167108725835505e-003	8.667295e-001	1.458330e+000	8.660113e-001
2.183680154406936e-003	9.129324e-001	1.506026e+000	9.122582e-001
2.200251582978366e-003	9.501397e-001	1.544306e+000	9.495124e-001
2.216823011549797e-003	9.783514e-001	1.573170e+000	9.777738e-001
2.238394440121229e-003	9.960963e-001	1.591576e+000	9.955860e-001
2.259965868692660e-003	9.964935e-001	1.592093e+000	9.960479e-001
2.281537297264092e-003	9.795430e-001	1.574720e+000	9.791596e-001
2.303108725835523e-003	9.452447e-001	1.539458e+000	9.449211e-001
2.324680154406955e-003	8.935987e-001	1.486307e+000	8.933323e-001
2.346251582978386e-003	8.246051e-001	1.415266e+000	8.243932e-001
2.367823011549817e-003	7.382637e-001	1.326335e+000	7.381039e-001
2.379680154406962e-003	6.851633e-001	1.271659e+000	6.850288e-001
2.391537297264106e-003	6.290884e-001	1.213451e+000	6.289759e-001
2.403394440121251e-003	5.700388e-001	1.151713e+000	5.699452e-001
2.415251582978395e-003	5.080147e-001	1.086444e+000	5.079367e-001
2.427108725835540e-003	4.430160e-001	1.017644e+000	4.429504e-001
2.438965868692684e-003	3.750427e-001	9.453125e-001	3.749864e-001
2.450823011549828e-003	3.040949e-001	8.694504e-001	3.040445e-001
2.456108725835543e-003	2.722051e-001	8.354399e-001	2.721598e-001
2.461394440121258e-003	2.401044e-001	8.002378e-001	2.400586e-001
2.466680154406974e-003	2.077927e-001	7.638440e-001	2.077408e-001
2.471965868692688e-003	1.752700e-001	7.262586e-001	1.752066e-001
2.477251582978403e-003	1.425362e-001	6.874815e-001	1.424559e-001
2.482537297264118e-003	1.095914e-001	6.475129e-001	1.094886e-001
2.487823011549833e-003	7.643565e-002	6.063526e-001	7.630492e-002
2.488965868692690e-003	6.927304e-002	5.970035e-001	6.913617e-002
2.490108725835548e-003	6.210778e-002	5.871056e-001	6.195657e-002
2.491251582978405e-003	5.493988e-002	5.766590e-001	5.476612e-002
2.492394440121263e-003	4.776933e-002	5.656636e-001	4.756483e-002
2.493537297264120e-003	4.059613e-002	5.541194e-001	4.035268e-002
2.494680154406977e-003	3.342028e-002	5.420264e-001	3.312969e-002
2.495823011549834e-003	2.624178e-002	5.293847e-001	2.589585e-002
2.496823011549835e-003	1.996028e-002	5.165650e-001	1.952620e-002
2.497823011549835e-003	1.367800e-002	5.016610e-001	1.309727e-002
2.498823011549835e-003	7.395169e-003	4.829916e-001	6.542985e-003
2.499823011549835e-003	1.112051e-003	4.567782e-001	-2.953184e-004
2.500823011549835e-003	-5.171111e-003	4.153979e-001	-7.694205e-003
2.501823011549835e-003	-1.145407e-002	3.481351e-001	-1.580730e-002
2.502823011549835e-003	-1.773657e-002	2.458509e-001	-2.442160e-002
2.503823011549835e-003	-2.401838e-002	1.044862e-001	-3.319720e-002
2.504823011549836e-003	-3.029924e-002	-7.616475e-002	-4.198601e-002
2.505823011549836e-003	-3.657890e-002	-2.906443e-001	-4.876465e-002
2.506823011549836e-003	-4.285711e-002	-5.037117e-001	-3.897290e-002
2.507524739311851e-003	-4.726172e-002	-6.086397e-001	-5.111211e-003
2.507929675387020e-003	-4.980301e-002	-6.353415e-001	2.224339e-002
2.508286997619007e-003	-5.204522e-002	-6.446428e-001	3.699947e-002
2.508675057437972e-003	-5.448001e-002	-6.525731e-001	4.328938e-002
2.509010085207446e-003	-5.658180e-002	-6.583575e-001	4.706664e-002
2.509360968513891e-003	-5.878279e-002	-6.639411e-001	4.997121e-002
2.509761701292413e-003	-6.129613e-002	-6.702424e-001	5.271134e-002
2.510242619167476e-003	-6.431186e-002	-6.775826e-001	5.589014e-002
2.512052769447157e-003	-7.566108e-002	-7.045193e-001	6.743411e-002
2.513862919726837e-003	-8.699685e-002	-7.309580e-001	7.878086e-002
2.515673070006518e-003	-9.831917e-002	-7.568987e-001	8.993038e-002
2.517483220286198e-003	-1.096280e-001	-7.823416e-001	1.008827e-001
2.519293370565879e-003	-1.209235e-001	-8.072865e-001	1.116377e-001
2.521103520845559e-003	-1.322055e-001	-8.317334e-001	1.221956e-001
2.522913671125240e-003	-1.434740e-001	-8.556824e-001	1.325562e-001
2.523913671125240e-003	-1.496893e-001	-8.684949e-001	1.376188e-001
2.524913671125240e-003	-1.558987e-001	-8.807768e-001	1.419563e-001
2.525913671125240e-003	-1.621019e-001	-8.921767e-001	1.450121e-001
2.526913671125240e-003	-1.682988e-001	-9.022939e-001	1.460684e-001
2.527913671125241e-003	-1.744890e-001	-9.109685e-001	1.446627e-001
2.528913671125241e-003	-1.806723e-001	-9.184235e-001	1.409779e-001
2.529913671125241e-003	-1.868485e-001	-9.250376e-001	1.356413e-001
2.530913671125241e-003	-1.930173e-001	-9.311140e-001	1.292462e-001
2.532913671125241e-003	-2.053318e-001	-9.422973e-001	1.146198e-001
2.534913671125242e-003	-2.176138e-001	-9.527894e-001	9.870466e-002
2.535913671125242e-003	-2.237421e-001	-9.595879e-001	9.141438e-002
2.536211595996892e-003	-2.255662e-001	-9.670485e-001	9.176827e-002
2.536375955550471e-003	-2.265722e-001	-9.782570e-001	9.683263e-002
2.536526860103795e-003	-2.274956e-001	-9.933175e-001	1.084396e-001
2.536653009862607e-003	-2.282673e-001	-1.005558e+000	1.231582e-001
2.536812244124533e-003	-2.292413e-001	-1.018133e+000	1.442544e-001
2.536996781034438e-003	-2.303697e-001	-1.028821e+000	1.665378e-001
2.537267153815084e-003	-2.320225e-001	-1.039399e+000	1.912180e-001
2.537610534560155e-003	-2.341206e-001	-1.048349e+000	2.109262e-001
2.537994325372878e-003	-2.364644e-001	-1.055423e+000	2.226725e-001
2.538420359078814e-003	-2.390644e-001	-1.061763e+000	2.291951e-001
2.539033104191933e-003	-2.428010e-001	-1.070008e+000	2.346243e-001
2.549844402439418e-003	-3.087892e-001	-1.207895e+000	3.012828e-001
2.560655700686904e-003	-3.726457e-001	-1.340841e+000	3.657263e-001
2.571466998934389e-003	-4.343707e-001	-1.468846e+000	4.279546e-001
2.582278297181875e-003	-4.939640e-001	-1.591910e+000	4.879678e-001
2.593089595429360e-003	-5.514257e-001	-1.710034e+000	5.457659e-001
2.603900893676845e-003	-6.067558e-001	-1.823216e+000	6.013489e-001
2.614712191924331e-003	-6.599543e-001	-1.931458e+000	6.547167e-001
2.632855049067190e-003	-7.428952e-001	-2.100421e+000	7.382618e-001
2.650997906210050e-003	-8.143173e-001	-2.245924e+000	8.103324e-001
2.669140763352909e-003	-8.742204e-001	-2.367968e+000	8.709286e-001
2.687283620495769e-003	-9.226048e-001	-2.466553e+000	9.200504e-001
2.705426477638628e-003	-9.594702e-001	-2.541678e+000	9.576977e-001
2.723569334781488e-003	-9.848168e-001	-2.593345e+000	9.838707e-001
2.741712191924347e-003	-9.986445e-001	-2.621552e+000	9.985693e-001
2.761140763352921e-003	-9.961376e-001	-2.616974e+000	9.970099e-001
2.780569334781496e-003	-9.800050e-001	-2.584660e+000	9.817851e-001
2.799997906210070e-003	-9.502465e-001	-2.524610e+000	9.528947e-001
2.819426477638643e-003	-9.068623e-001	-2.436824e+000	9.103389e-001
2.838855049067218e-003	-8.498522e-001	-2.321302e+000	8.541175e-001
2.858283620495792e-003	-7.792164e-001	-2.178044e+000	7.842306e-001
2.877712191924365e-003	-6.949548e-001	-2.007050e+000	7.006782e-001
2.888855049067224e-003	-6.422242e-001	-1.900007e+000	6.482716e-001
2.899997906210083e-003	-5.870579e-001	-1.787532e+000	5.934371e-001
2.911140763352941e-003	-5.294559e-001	-1.669624e+000	5.361747e-001
2.922283620495800e-003	-4.694183e-001	-1.546285e+000	4.764844e-001
2.933426477638659e-003	-4.069449e-001	-1.417514e+000	4.143662e-001
2.944569334781517e-003	-3.420359e-001	-1.283310e+000	3.498201e-001
2.955712191924376e-003	-2.746912e-001	-1.143675e+000	2.828461e-001
2.957855049067233e-003	-2.617147e-001	-1.116475e+000	2.698429e-001
2.959997906210091e-003	-2.486967e-001	-1.089188e+000	2.569325e-001
2.962140763352948e-003	-2.356372e-001	-1.061813e+000	2.441148e-001
2.964283620495806e-003	-2.225361e-001	-1.034351e+000	2.313897e-001
2.966426477638663e-003	-2.093936e-001	-1.006800e+000	2.187574e-001
2.968569334781521e-003	-1.962095e-001	-9.791617e-001	2.062178e-001
2.970712191924378e-003	-1.829839e-001	-9.514356e-001	1.937709e-001
2.972712191924378e-003	-1.706156e-001	-9.268312e-001	1.842817e-001
2.973712191924378e-003	-1.644212e-001	-9.160005e-001	1.816859e-001
2.974358201816716e-003	-1.604161e-001	-9.103066e-001	1.820221e-001
2.975145139949795e-003	-1.555337e-001	-9.049633e-001	1.852101e-001
2.976051308868011e-003	-1.499069e-001	-9.000852e-001	1.918570e-001
2.979148973237941e-003	-1.306364e-001	-8.846107e-001	2.186728e-001
2.982572216320607e-003	-1.092833e-001	-8.667595e-001	2.477900e-001
2.982955369967638e-003	-1.068900e-001	-8.620521e-001	2.488540e-001
2.983341833809672e-003	-1.044753e-001	-8.428034e-001	2.410173e-001
2.983601123044337e-003	-1.028550e-001	-8.131267e-001	2.196932e-001
2.983764185701857e-003	-1.018358e-001	-7.943108e-001	1.944826e-001
2.983968073029233e-003	-1.005613e-001	-7.808512e-001	1.600319e-001
2.984112304105507e-003	-9.965962e-002	-7.748548e-001	1.417955e-001
2.984269043768520e-003	-9.867965e-002	-7.702919e-001	1.292273e-001
2.984521703524602e-003	-9.709977e-002	-7.648087e-001	1.168294e-001
2.984774497469783e-003	-9.551881e-002	-7.602353e-001	1.099034e-001
2.985180242033696e-003	-9.298079e-002	-7.538905e-001	1.042279e-001
2.985869628353687e-003	-8.866715e-002	-7.437392e-001	9.838554e-002
2.987409934639654e-003	-7.902097e-002	-7.220725e-001	8.846126e-002
2.988950240925620e-003	-6.936966e-002	-6.995856e-001	7.864907e-002
2.990490547211587e-003	-5.971321e-002	-6.762787e-001	6.894899e-002
2.992030853497554e-003	-5.005161e-002	-6.521517e-001	5.936100e-002
2.993571159783522e-003	-4.038488e-002	-6.272046e-001	4.988511e-002
2.995111466069488e-003	-3.071300e-002	-6.014374e-001	4.052132e-002
2.996651772355455e-003	-2.103598e-002	-5.748501e-001	3.126962e-002
2.997651772355455e-003	-1.475381e-002	-5.552453e-001	2.554512e-002
2.998651772355455e-003	-8.471062e-003	-5.331672e-001	2.023329e-002
2.999651772355456e-003	-2.187977e-003	-5.063415e-001	1.586636e-002
3.000651772355456e-003	4.095195e-003	-4.693218e-001	1.377712e-002
3.001651772355456e-003	1.037821e-002	-4.122150e-001	1.575157e-002
3.002651772355456e-003	1.666081e-002	-3.240182e-001	2.196533e-002
3.003651772355456e-003	2.294275e-002	-1.980455e-001	3.034328e-002
3.004651772355456e-003	2.922379e-002	-3.235202e-002	3.911476e-002
3.005651772355456e-003	3.550367e-002	1.729575e-001	4.787766e-002
3.006651772355456e-003	4.178215e-002	3.998140e-001	5.480191e-002
3.007262756020226e-003	4.561741e-002	5.090848e-001	5.451921e-002
3.007926706806950e-003	4.978438e-002	5.633736e-001	5.054148e-002
3.008339548305087e-003	5.237495e-002	5.708233e-001	5.084686e-002
3.008702585442972e-003	5.465271e-002	5.730947e-001	5.376302e-002
3.009087276101595e-003	5.706602e-002	5.769570e-001	5.643634e-002
3.009607319990248e-003	6.032792e-002	5.816628e-001	5.948339e-002
3.010299594764140e-003	6.466910e-002	5.878815e-001	6.387074e-002
3.013033538904972e-003	8.180064e-002	6.112903e-001	8.095396e-002
3.018747824619259e-003	1.176373e-001	6.554364e-001	1.167625e-001
3.024462110333545e-003	1.532087e-001	6.982823e-001	1.523117e-001
3.030176396047832e-003	1.885149e-001	7.398279e-001	1.876015e-001
3.035890681762118e-003	2.235558e-001	7.800732e-001	2.226320e-001
3.041604967476405e-003	2.583315e-001	8.190181e-001	2.574030e-001
3.047319253190691e-003	2.928420e-001	8.566628e-001	2.919147e-001
3.053033538904978e-003	3.270872e-001	8.930072e-001	3.261670e-001
3.065319253190694e-003	3.999523e-001	9.706695e-001	3.990417e-001
3.077604967476410e-003	4.694596e-001	1.044438e+000	4.685616e-001
3.089890681762126e-003	5.356090e-001	1.114311e+000	5.347269e-001
3.102176396047841e-003	5.984006e-001	1.180291e+000	5.975375e-001
3.114462110333557e-003	6.578344e-001	1.242376e+000	6.569934e-001
3.126747824619273e-003	7.139103e-001	1.300567e+000	7.130946e-001
3.139033538904989e-003	7.666283e-001	1.354864e+000	7.658411e-001
3.171319253190708e-003	8.818681e-001	1.473692e+000	8.811717e-001
3.203604967476426e-003	9.579015e-001	1.552128e+000	9.572952e-001
3.235890681762145e-003	9.947284e-001	1.590173e+000	9.942115e-001
3.268176396047863e-003	9.923489e-001	1.587827e+000	9.919208e-001
3.300462110333582e-003	9.507629e-001	1.545090e+000	9.504230e-001
3.332747824619300e-003	8.699705e-001	1.461961e+000	8.697180e-001
3.365033538905019e-003	7.499717e-001	1.338442e+000	7.498059e-001
3.377033538905021e-003	6.971453e-001	1.284070e+000	6.970055e-001
3.389033538905022e-003	6.412046e-001	1.226040e+000	6.410876e-001
3.401033538905024e-003	5.821496e-001	1.164354e+000	5.820522e-001
3.413033538905025e-003	5.199803e-001	1.099009e+000	5.198994e-001
3.425033538905027e-003	4.546967e-001	1.030007e+000	4.546290e-001
3.437033538905029e-003	3.862987e-001	9.573477e-001	3.862412e-001
3.449033538905030e-003	3.147865e-001	8.810308e-001	3.147359e-001
3.454462110333602e-003	2.821382e-001	8.462600e-001	2.820925e-001
3.459890681762175e-003	2.492580e-001	8.103113e-001	2.492123e-001
3.465319253190747e-003	2.161461e-001	7.731845e-001	2.160951e-001
3.470747824619319e-003	1.828024e-001	7.348796e-001	1.827410e-001
3.476176396047891e-003	1.492269e-001	6.953968e-001	1.491500e-001
3.481604967476463e-003	1.154197e-001	6.547359e-001	1.153221e-001
3.487033538905035e-003	8.138058e-002	6.128970e-001	8.125733e-002
3.488176396047892e-003	7.422066e-002	6.036308e-001	7.409079e-002
3.489319253190750e-003	6.705783e-002	5.939141e-001	6.691524e-002
3.490462110333607e-003	5.989209e-002	5.837470e-001	5.973069e-002
3.491604967476465e-003	5.272346e-002	5.731296e-001	5.253713e-002
3.492747824619322e-003	4.555192e-002	5.620617e-001	4.533457e-002
3.493890681762179e-003	3.837748e-002	5.505434e-001	3.812300e-002
3.495033538905036e-003	3.120013e-002	5.385748e-001	3.090243e-002
3.496033538905036e-003	2.491943e-002	5.268118e-001	2.455797e-002
3.497033538905037e-003	1.863774e-002	5.136415e-001	1.817937e-002
3.498033538905037e-003	1.235532e-002	4.981489e-001	1.173285e-002
3.499033538905037e-003	6.072417e-003	4.783217e-001	5.135207e-003
3.500033538905037e-003	-2.107312e-004	4.496718e-001	-1.799206e-003
3.501033538905037e-003	-6.493871e-003	4.037610e-001	-9.343579e-003
3.502033538905037e-003	-1.277675e-002	3.297401e-001	-1.759203e-002
3.503033538905037e-003	-1.905913e-002	2.193820e-001	-2.626593e-002
3.504033538905038e-003	-2.534076e-002	6.968506e-002	-3.504741e-002
3.505033538905038e-003	-3.162139e-002	-1.191117e-001	-4.383555e-002
3.506033538905038e-003	-3.790076e-002	-3.352303e-001	-4.776876e-002
3.507033538905038e-003	-4.417865e-002	-5.250583e-001	-2.827978e-002
3.508033538905038e-003	-5.045478e-002	-6.336678e-001	2.164220e-002
3.508536155373977e-003	-5.360854e-002	-6.515992e-001	4.409597e-002
3.508901685366234e-003	-5.590178e-002	-6.565386e-001	4.874267e-002
3.509316680143923e-003	-5.850500e-002	-6.634424e-001	4.979740e-002
3.509761478891082e-003	-6.129473e-002	-6.702719e-001	5.290331e-002
3.510207095420827e-003	-6.408912e-002	-6.770590e-001	5.570167e-002
3.510646084884262e-003	-6.684145e-002	-6.837489e-001	5.843626e-002
3.512232084558864e-003	-7.678325e-002	-7.072226e-001	6.848721e-002
3.513818084233465e-003	-8.671497e-002	-7.303288e-001	7.841258e-002
3.515404083908066e-003	-9.663661e-002	-7.530676e-001	8.821238e-002
3.516990083582667e-003	-1.065482e-001	-7.754390e-001	9.788660e-002
3.518576083257269e-003	-1.164497e-001	-7.974430e-001	1.074352e-001
3.520162082931870e-003	-1.263411e-001	-8.190795e-001	1.168583e-001
3.521748082606471e-003	-1.362224e-001	-8.403487e-001	1.261558e-001
3.523748082606471e-003	-1.486605e-001	-8.664029e-001	1.368196e-001
3.524748082606471e-003	-1.548709e-001	-8.787933e-001	1.413090e-001
3.525748082606472e-003	-1.610752e-001	-8.903680e-001	1.446252e-001
3.526748082606472e-003	-1.672731e-001	-9.007187e-001	1.460575e-001
3.527748082606472e-003	-1.734644e-001	-9.096273e-001	1.450672e-001
3.528748082606472e-003	-1.796489e-001	-9.172568e-001	1.417216e-001
3.529748082606472e-003	-1.858263e-001	-9.239869e-001	1.366115e-001
3.530748082606472e-003	-1.919963e-001	-9.301358e-001	1.303606e-001
3.532748082606473e-003	-2.043134e-001	-9.414057e-001	1.158952e-001
3.534748082606473e-003	-2.165982e-001	-9.519148e-001	1.000269e-001
3.535748082606473e-003	-2.227280e-001	-9.576946e-001	9.226741e-002
3.536136095450568e-003	-2.251040e-001	-9.634589e-001	9.068652e-002
3.536297381915999e-003	-2.260913e-001	-9.714785e-001	9.289510e-002
3.536430318433271e-003	-2.269048e-001	-9.834312e-001	9.972524e-002
3.536562878929928e-003	-2.277159e-001	-9.969231e-001	1.124523e-001
3.536728692148290e-003	-2.287303e-001	-1.011988e+000	1.333466e-001
3.536884191615395e-003	-2.296813e-001	-1.022896e+000	1.535638e-001
3.537094473269783e-003	-2.309670e-001	-1.033246e+000	1.767692e-001
3.537388487076865e-003	-2.327640e-001	-1.042981e+000	1.994686e-001
3.537771091870764e-003	-2.351013e-001	-1.051526e+000	2.166925e-001
3.538183308849769e-003	-2.376179e-001	-1.058352e+000	2.260982e-001
3.538661635803118e-003	-2.405362e-001	-1.065075e+000	2.316500e-001
3.540235068793888e-003	-2.501202e-001	-1.085552e+000	2.424794e-001
3.551377925936747e-003	-3.180026e-001	-1.227166e+000	3.108147e-001
3.562520783079606e-003	-3.835576e-001	-1.363458e+000	3.767913e-001
3.573663640222464e-003	-4.467852e-001	-1.494426e+000	4.404091e-001
3.584806497365323e-003	-5.076853e-001	-1.620072e+000	5.016682e-001
3.595949354508181e-003	-5.662581e-001	-1.740395e+000	5.605684e-001
3.607092211651040e-003	-6.225034e-001	-1.855395e+000	6.171100e-001
3.618235068793899e-003	-6.764213e-001	-1.965073e+000	6.712927e-001
3.636806497365330e-003	-7.593552e-001	-2.133967e+000	7.548603e-001
3.655377925936760e-003	-8.300500e-001	-2.277955e+000	8.262329e-001
3.673949354508192e-003	-8.885058e-001	-2.397037e+000	8.854105e-001
3.692520783079623e-003	-9.347225e-001	-2.491211e+000	9.323930e-001
3.711092211651054e-003	-9.687002e-001	-2.560478e+000	9.671806e-001
3.729663640222485e-003	-9.904389e-001	-2.604839e+000	9.897731e-001
3.748235068793916e-003	-9.999385e-001	-2.624292e+000	1.000171e+000
3.767092211651061e-003	-9.928289e-001	-2.610380e+000	9.939776e-001
3.785949354508207e-003	-9.730193e-001	-2.570600e+000	9.750444e-001
3.804806497365352e-003	-9.405095e-001	-2.504952e+000	9.433711e-001
3.823663640222497e-003	-8.952997e-001	-2.413436e+000	8.989578e-001
3.842520783079643e-003	-8.373898e-001	-2.296053e+000	8.418043e-001
3.861377925936788e-003	-7.667798e-001	-2.152801e+000	7.719106e-001
3.880235068793933e-003	-6.834697e-001	-1.983682e+000	6.892769e-001
3.891235068793935e-003	-6.307211e-001	-1.876572e+000	6.368376e-001
3.902235068793936e-003	-5.756511e-001	-1.764248e+000	5.820896e-001
3.913235068793938e-003	-5.182595e-001	-1.646710e+000	5.250326e-001
3.924235068793939e-003	-4.585464e-001	-1.523958e+000	4.656669e-001
3.935235068793941e-003	-3.965119e-001	-1.395992e+000	4.039923e-001
3.946235068793942e-003	-3.321558e-001	-1.262812e+000	3.400089e-001
3.957235068793944e-003	-2.654783e-001	-1.124419e+000	2.737166e-001
3.959235068793944e-003	-2.533374e-001	-1.098911e+000	2.615223e-001
3.961235068793944e-003	-2.411613e-001	-1.073352e+000	2.494535e-001
3.963235068793944e-003	-2.289500e-001	-1.047744e+000	2.375104e-001
3.965235068793945e-003	-2.167035e-001	-1.022086e+000	2.256928e-001
3.967235068793945e-003	-2.044219e-001	-9.963775e-001	2.140009e-001
3.969235068793945e-003	-1.921051e-001	-9.706191e-001	2.024346e-001
3.971235068793945e-003	-1.797530e-001	-9.448106e-001	1.909939e-001
3.972235068793946e-003	-1.735687e-001	-9.324632e-001	1.861864e-001
3.973235068793946e-003	-1.673775e-001	-9.209836e-001	1.826672e-001
3.974097050763850e-003	-1.620355e-001	-9.124477e-001	1.816320e-001
3.974727939379664e-003	-1.581226e-001	-9.075770e-001	1.831001e-001
3.975802059970824e-003	-1.514551e-001	-9.013459e-001	1.897883e-001
3.976267118352858e-003	-1.485661e-001	-8.990042e-001	1.936933e-001
3.982589084386164e-003	-1.091779e-001	-8.666418e-001	2.479184e-001
3.982966043184899e-003	-1.068233e-001	-8.620304e-001	2.489733e-001
3.983337384657869e-003	-1.045031e-001	-8.431413e-001	2.411664e-001
3.983606908767712e-003	-1.028188e-001	-8.122051e-001	2.186461e-001
3.983770275391730e-003	-1.017977e-001	-7.936775e-001	1.933086e-001
3.983971570217547e-003	-1.005394e-001	-7.806865e-001	1.594350e-001
3.984114387490172e-003	-9.964660e-002	-7.747962e-001	1.415564e-001
3.984270931822510e-003	-9.866785e-002	-7.702416e-001	1.290801e-001
3.984518316394994e-003	-9.712096e-002	-7.648702e-001	1.169184e-001
3.984766334512494e-003	-9.556986e-002	-7.603712e-001	1.100612e-001
3.985162124425582e-003	-9.309413e-002	-7.541677e-001	1.044386e-001
3.985866149024902e-003	-8.868892e-002	-7.437908e-001	9.841369e-002
3.988615371540986e-003	-7.147074e-002	-7.038397e-001	8.076322e-002
3.989758228683843e-003	-6.430562e-002	-6.872540e-001	7.354828e-002
3.990901085826700e-003	-5.713810e-002	-6.700871e-001	6.639164e-002
3.992043942969557e-003	-4.996819e-002	-6.523387e-001	5.929329e-002
3.993186800112415e-003	-4.279589e-002	-6.340090e-001	5.225323e-002
3.994329657255272e-003	-3.562120e-002	-6.150979e-001	4.527147e-002
3.995472514398129e-003	-2.844412e-002	-5.956055e-001	3.834800e-002
3.996615371540987e-003	-2.126464e-002	-5.755317e-001	3.148283e-002
3.997615371540987e-003	-1.498250e-002	-5.559932e-001	2.574823e-002
3.998615371540987e-003	-8.699767e-003	-5.340331e-001	2.041509e-002
3.999615371540987e-003	-2.416689e-003	-5.074493e-001	1.599637e-002
4.000615371540987e-003	3.866484e-003	-4.709514e-001	1.379040e-002
4.001615371540987e-003	1.014950e-002	-4.147821e-001	1.559741e-002
4.002615371540987e-003	1.643213e-002	-3.278698e-001	2.168629e-002
4.003615371540988e-003	2.271410e-002	-2.033269e-001	3.002564e-002
4.004615371540988e-003	2.899517e-002	-3.908660e-002	3.879488e-002
4.005615371540988e-003	3.527510e-002	1.648541e-001	4.756573e-002
4.006615371540988e-003	4.155364e-002	3.916419e-001	5.465120e-002
4.007239303074234e-003	4.547020e-002	5.047374e-001	5.461701e-002
4.007931390771964e-003	4.981377e-002	5.636264e-001	5.045967e-002
4.008321849974087e-003	5.226390e-002	5.709454e-001	5.061169e-002
4.008680567608707e-003	5.451458e-002	5.728919e-001	5.355911e-002
4.009060863051549e-003	5.690033e-002	5.767056e-001	5.629022e-002
4.009576563815206e-003	6.013502e-002	5.813890e-001	5.929602e-002
4.010136827554935e-003	6.364851e-002	5.864403e-001	6.285477e-002
4.010798830331766e-003	6.779900e-002	5.922880e-001	6.698059e-002
4.014921052124430e-003	9.365740e-002	6.257032e-001	9.280567e-002
4.019043273917096e-003	1.194100e-001	6.581152e-001	1.185311e-001
4.023165495709760e-003	1.450568e-001	6.895241e-001	1.441570e-001
4.027287717502425e-003	1.705978e-001	7.199299e-001	1.696833e-001
4.031409939295089e-003	1.960330e-001	7.493326e-001	1.951100e-001
4.035532161087755e-003	2.213624e-001	7.777321e-001	2.204371e-001
4.039654382880419e-003	2.465860e-001	8.051285e-001	2.456645e-001
4.050797240023278e-003	3.145418e-001	8.788057e-001	3.136228e-001
4.061940097166136e-003	3.801859e-001	9.495155e-001	3.792727e-001
4.073082954308995e-003	4.435182e-001	1.017258e+000	4.426142e-001
4.084225811451854e-003	5.045387e-001	1.082033e+000	5.036473e-001
4.095368668594713e-003	5.632475e-001	1.143841e+000	5.623720e-001
4.106511525737571e-003	6.196445e-001	1.202682e+000	6.187882e-001
4.117654382880430e-003	6.737297e-001	1.258555e+000	6.728961e-001
4.136368668594718e-003	7.576011e-001	1.345306e+000	7.568098e-001
4.155082954309006e-003	8.290504e-001	1.419183e+000	8.283039e-001
4.173797240023295e-003	8.880776e-001	1.480187e+000	8.873785e-001
4.192511525737582e-003	9.346825e-001	1.528317e+000	9.340336e-001
4.211225811451871e-003	9.688653e-001	1.563574e+000	9.682692e-001
4.229940097166159e-003	9.906258e-001	1.585957e+000	9.900853e-001
4.248654382880447e-003	9.999642e-001	1.595467e+000	9.994818e-001
4.267511525737592e-003	9.925329e-001	1.588054e+000	9.921089e-001
4.286368668594738e-003	9.724158e-001	1.567498e+000	9.720474e-001
4.305225811451883e-003	9.396130e-001	1.533801e+000	9.392973e-001
4.324082954309028e-003	8.941244e-001	1.486960e+000	8.938585e-001
4.342940097166174e-003	8.359500e-001	1.426978e+000	8.357311e-001
4.361797240023320e-003	7.650899e-001	1.353853e+000	7.649151e-001
4.380654382880465e-003	6.815441e-001	1.267586e+000	6.814104e-001
4.391797240023324e-003	6.279481e-001	1.212282e+000	6.278361e-001
4.402940097166182e-003	5.719948e-001	1.153998e+000	5.719012e-001
4.414082954309040e-003	5.136844e-001	1.092735e+000	5.136059e-001
4.425225811451899e-003	4.530167e-001	1.028492e+000	4.529500e-001
4.436368668594758e-003	3.899917e-001	9.612691e-001	3.899336e-001
4.447511525737616e-003	3.246095e-001	8.910667e-001	3.245567e-001
4.458654382880475e-003	2.568700e-001	8.178846e-001	2.568192e-001
4.462940097166190e-003	2.307076e-001	7.895512e-001	2.306594e-001
4.467225811451905e-003	2.044259e-001	7.602556e-001	2.043752e-001
4.471511525737619e-003	1.780247e-001	7.299978e-001	1.779664e-001
4.475797240023335e-003	1.515042e-001	6.987778e-001	1.514332e-001
4.480082954309049e-003	1.248642e-001	6.665956e-001	1.247754e-001
4.484368668594765e-003	9.810494e-002	6.334512e-001	9.799324e-002
4.488654382880479e-003	7.122625e-002	5.993446e-001	7.108657e-002
4.489654382880479e-003	6.495704e-002	5.909683e-001	6.480965e-002
4.490654382880479e-003	5.868588e-002	5.821489e-001	5.852409e-002
4.491654382880479e-003	5.241278e-002	5.728866e-001	5.222988e-002
4.492654382880480e-003	4.613774e-002	5.631812e-001	4.592702e-002
4.493654382880480e-003	3.986074e-002	5.530327e-001	3.961551e-002
4.494654382880480e-003	3.358181e-002	5.424413e-001	3.329536e-002
4.495654382880480e-003	2.730093e-002	5.314068e-001	2.696656e-002
4.496654382880480e-003	2.101958e-002	5.188439e-001	2.060328e-002
4.497654382880480e-003	1.473741e-002	5.043800e-001	1.418803e-002
4.498654382880480e-003	8.454661e-003	4.865310e-001	7.662014e-003
4.499654382880480e-003	2.171575e-003	4.619941e-001	8.879297e-004
4.500654382880481e-003	-4.111597e-003	4.238909e-001	-6.394934e-003
4.501654382880481e-003	-1.039461e-002	3.617517e-001	-1.439459e-002
4.502654382880481e-003	-1.667721e-002	2.657941e-001	-2.295228e-002
4.503654382880481e-003	-2.295915e-002	1.310989e-001	-3.171553e-002
