time	V(vin)	V(voutoa)	V(voutr)
2.510535279027824e-003	-7.937613e-002	1.985092e-002	2.856670e-011
2.510965545569478e-003	-8.261287e-002	4.711954e-002	3.145029e-011
2.511336206298504e-003	-8.540073e-002	6.615680e-002	3.406807e-011
2.511647649984541e-003	-8.774284e-002	7.456598e-002	3.639956e-011
2.512028854954866e-003	-9.060911e-002	7.921279e-002	3.944432e-011
2.512629118952892e-003	-9.512141e-002	8.461972e-002	4.460673e-011
2.514486195496401e-003	-1.090726e-001	9.849986e-002	6.448776e-011
2.516133273478948e-003	-1.214338e-001	1.102433e-001	8.881953e-011
2.519427429444041e-003	-1.461159e-001	1.319779e-001	1.538893e-010
2.521172771211850e-003	-1.591685e-001	1.405798e-001	1.999227e-010
2.522488842093773e-003	-1.689982e-001	1.427162e-001	2.450225e-010
2.523790585917503e-003	-1.787095e-001	1.393780e-001	3.006173e-010
2.525543338640712e-003	-1.917665e-001	1.286313e-001	3.949430e-010
2.527514598019701e-003	-2.064233e-001	1.123072e-001	5.315822e-010
2.530215382007100e-003	-2.264525e-001	8.678153e-002	7.780216e-010
2.530687079809307e-003	-2.299442e-001	8.255652e-002	8.325454e-010
2.530861770323491e-003	-2.312368e-001	8.191778e-002	8.538271e-010
2.530961116074619e-003	-2.319717e-001	8.337637e-002	8.662996e-010
2.531072364140062e-003	-2.327946e-001	8.888002e-002	8.805173e-010
2.531190477765368e-003	-2.336682e-001	9.999207e-002	8.958618e-010
2.531323362309897e-003	-2.346509e-001	1.176413e-001	9.134365e-010
2.531465073959778e-003	-2.356986e-001	1.388481e-001	9.325622e-010
2.531643165365292e-003	-2.370151e-001	1.634614e-001	9.572297e-010
2.531920204197535e-003	-2.390624e-001	1.928914e-001	9.968560e-010
2.532227492812355e-003	-2.413324e-001	2.137491e-001	1.042625e-009
2.532602519949222e-003	-2.441016e-001	2.274516e-001	1.101279e-009
2.533018795996889e-003	-2.471738e-001	2.352705e-001	1.170421e-009
2.533608001067014e-003	-2.515194e-001	2.416384e-001	1.275743e-009
2.541631080809565e-003	-3.106623e-001	3.013756e-001	-3.477896e-007
2.549654160552117e-003	-3.686626e-001	3.598715e-001	-4.201570e-007
2.557677240294668e-003	-4.255203e-001	4.171263e-001	-2.158266e-007
2.565700320037220e-003	-4.812353e-001	4.731399e-001	2.652016e-007
2.573723399779771e-003	-5.358077e-001	5.279123e-001	1.022928e-006
2.581746479522323e-003	-5.892374e-001	5.814435e-001	2.057352e-006
2.589769559264874e-003	-6.415245e-001	6.337336e-001	3.368473e-006
2.599535184264874e-003	-7.025040e-001	6.949606e-001	1.065805e-005
2.609300809264874e-003	-7.608395e-001	7.535665e-001	3.198309e-005
2.619066434264874e-003	-8.163113e-001	8.093342e-001	9.063668e-005
2.628832059264874e-003	-8.687107e-001	8.620555e-001	2.413617e-004
2.638597684264873e-003	-9.178405e-001	9.115332e-001	6.002555e-004
2.648363309264873e-003	-9.635157e-001	9.575824e-001	1.383183e-003
2.658128934264873e-003	-1.005564e+000	1.000030e+000	2.925374e-003
2.667894559264873e-003	-1.043829e+000	1.038717e+000	5.626136e-003
2.677660184264873e-003	-1.078164e+000	1.073499e+000	9.782057e-003
2.687425809264872e-003	-1.108441e+000	1.104244e+000	1.538048e-002
2.697191434264872e-003	-1.134547e+000	1.130836e+000	2.201415e-002
2.706957059264872e-003	-1.156382e+000	1.153176e+000	2.899162e-002
2.716722684264872e-003	-1.173865e+000	1.171179e+000	3.554489e-002
2.726488309264872e-003	-1.186930e+000	1.184777e+000	4.098700e-002
2.736253934264871e-003	-1.195527e+000	1.193919e+000	4.480848e-002
2.746019559264871e-003	-1.199625e+000	1.198569e+000	4.670062e-002
2.755785184264871e-003	-1.199207e+000	1.198710e+000	4.650878e-002
2.765550809264871e-003	-1.194276e+000	1.194341e+000	4.423668e-002
2.775316434264871e-003	-1.184850e+000	1.185478e+000	4.006813e-002
2.785082059264870e-003	-1.170965e+000	1.172153e+000	3.437488e-002
2.794847684264870e-003	-1.152672e+000	1.154417e+000	2.770342e-002
2.804613309264870e-003	-1.130041e+000	1.132336e+000	2.073948e-002
2.814378934264870e-003	-1.103157e+000	1.105993e+000	1.425080e-002
2.824144559264869e-003	-1.072121e+000	1.075487e+000	8.899600e-003
2.833910184264869e-003	-1.037049e+000	1.040933e+000	5.023149e-003
2.843675809264869e-003	-9.980742e-001	1.002461e+000	2.564861e-003
2.853441434264869e-003	-9.553429e-001	9.602159e-001	1.192770e-003
2.863207059264869e-003	-9.090159e-001	9.143578e-001	5.100308e-004
2.872972684264868e-003	-8.592675e-001	8.650599e-001	2.023984e-004
2.882738309264868e-003	-8.062851e-001	8.125089e-001	7.510456e-005
2.892503934264868e-003	-7.502680e-001	7.569042e-001	2.621431e-005
2.902269559264868e-003	-6.914271e-001	6.984570e-001	8.647954e-006
2.912035184264868e-003	-6.299838e-001	6.373909e-001	2.707593e-006
2.931566434264867e-003	-5.002240e-001	5.083519e-001	2.312218e-007
2.951097684264867e-003	-3.629404e-001	3.718386e-001	1.691860e-008
2.970628934264866e-003	-2.201978e-001	2.309402e-001	8.960337e-010
2.974871813289193e-003	-1.886759e-001	2.013433e-001	3.879004e-010
2.977460088226688e-003	-1.693794e-001	1.864685e-001	2.493084e-010
2.978691520566042e-003	-1.601826e-001	1.835464e-001	2.024673e-010
2.979242981696621e-003	-1.560609e-001	1.853459e-001	1.851701e-010
2.980266902059105e-003	-1.484031e-001	1.937608e-001	1.568646e-010
2.981128999403595e-003	-1.419504e-001	2.029436e-001	1.372575e-010
2.981991096748084e-003	-1.354939e-001	2.120136e-001	1.193283e-010
2.982853194092574e-003	-1.290337e-001	2.209709e-001	1.030771e-010
2.983715291437064e-003	-1.225699e-001	2.298155e-001	8.850391e-011
2.984577388781554e-003	-1.161023e-001	2.385474e-001	7.560865e-011
2.985439486126044e-003	-1.096311e-001	2.471666e-001	6.439135e-011
2.986301583470534e-003	-1.031562e-001	2.556730e-001	5.485202e-011
2.986593945815338e-003	-1.009598e-001	2.578198e-001	5.185643e-011
2.986880253519560e-003	-9.880856e-002	2.568008e-001	4.904099e-011
2.987107062733717e-003	-9.710417e-002	2.436148e-001	4.689856e-011
2.987364817352999e-003	-9.516699e-002	2.067134e-001	4.454763e-011
2.987513668767097e-003	-9.404817e-002	1.781558e-001	4.323051e-011
2.987675878563760e-003	-9.282885e-002	1.506967e-001	4.183470e-011
2.987836271727058e-003	-9.162309e-002	1.323215e-001	4.048772e-011
2.988001063286414e-003	-9.038417e-002	1.200943e-001	3.914049e-011
2.988214805857103e-003	-8.877709e-002	1.102542e-001	3.744870e-011
2.988519192907230e-003	-8.648819e-002	1.021660e-001	3.513553e-011
2.988893490786472e-003	-8.367316e-002	9.654545e-002	3.246478e-011
2.989641431997655e-003	-7.804663e-002	8.942506e-002	2.756974e-011
2.992013792798337e-003	-6.018932e-002	7.125569e-002	1.575771e-011
2.994164368468204e-003	-4.398977e-002	5.530020e-002	8.800633e-012
2.997850278291297e-003	-1.620803e-002	3.149612e-002	2.471604e-012
3.001368127589928e-003	1.031531e-002	2.887055e-002	2.654766e-012
3.006937324314060e-003	5.228963e-002	5.766616e-002	1.251909e-011
3.008642609393507e-003	6.513172e-002	6.341071e-002	1.832505e-011
3.009439970099212e-003	7.113397e-002	6.938984e-002	2.215082e-011
3.009829192269145e-003	7.406326e-002	7.441998e-002	2.427975e-011
3.010175715423766e-003	7.667083e-002	7.634740e-002	2.632630e-011
3.010545405641236e-003	7.945232e-002	7.825746e-002	2.863282e-011
3.010808778272644e-003	8.143364e-002	8.070865e-002	3.036019e-011
3.011084720748530e-003	8.350927e-002	8.259636e-002	3.225481e-011
3.011338222705823e-003	8.541589e-002	8.441224e-002	3.407094e-011
3.011627799779914e-003	8.759357e-002	8.670875e-002	3.624511e-011
3.012008057572912e-003	9.045275e-002	8.950818e-002	3.925744e-011
3.015237609584134e-003	1.147309e-001	1.137645e-001	-7.609757e-012
3.018467161595356e-003	1.389394e-001	1.379451e-001	6.533796e-011
3.021696713606577e-003	1.630782e-001	1.620499e-001	2.581006e-010
3.024926265617799e-003	1.871475e-001	1.860789e-001	5.706781e-010
3.028155817629021e-003	2.111472e-001	2.100321e-001	1.003071e-009
3.031385369640242e-003	2.350772e-001	2.339096e-001	1.555278e-009
3.034614921651464e-003	2.589376e-001	2.577112e-001	2.227300e-009
3.054146171651464e-003	4.004226e-001	3.990382e-001	3.461110e-008
3.073677421651463e-003	5.358848e-001	5.343955e-001	4.552488e-007
3.083443046651463e-003	6.007162e-001	5.991817e-001	1.555555e-006
3.093208671651463e-003	6.632867e-001	6.617118e-001	5.081964e-006
3.102974296651463e-003	7.233608e-001	7.217498e-001	1.579225e-005
3.112739921651462e-003	7.807123e-001	7.790700e-001	4.646996e-005
3.122505546651462e-003	8.351254e-001	8.334562e-001	1.289166e-004
3.132271171651462e-003	8.863952e-001	8.847039e-001	3.353938e-004
3.142036796651462e-003	9.343289e-001	9.326200e-001	8.128135e-004
3.151802421651462e-003	9.787459e-001	9.770242e-001	1.819321e-003
3.161568046651461e-003	1.019479e+000	1.017749e+000	3.724704e-003
3.171333671651461e-003	1.056375e+000	1.054642e+000	6.916096e-003
3.181099296651461e-003	1.089296e+000	1.087563e+000	1.160196e-002
3.190864921651461e-003	1.118116e+000	1.116390e+000	1.763005e-002
3.210396171651460e-003	1.163039e+000	1.161338e+000	3.138575e-002
3.220161796651460e-003	1.178973e+000	1.177292e+000	3.760986e-002
3.229927421651460e-003	1.190469e+000	1.188812e+000	4.252235e-002
3.239693046651460e-003	1.197484e+000	1.195856e+000	4.569992e-002
3.249458671651460e-003	1.199993e+000	1.198397e+000	4.687485e-002
3.259224296651459e-003	1.197985e+000	1.196426e+000	4.594029e-002
3.268989921651459e-003	1.191468e+000	1.189950e+000	4.297025e-002
3.278755546651459e-003	1.180467e+000	1.178994e+000	3.821943e-002
3.288521171651459e-003	1.165022e+000	1.163598e+000	3.211572e-002
3.308052421651458e-003	1.121054e+000	1.119737e+000	1.836098e-002
3.317818046651458e-003	1.092695e+000	1.091437e+000	1.221087e-002
3.327583671651458e-003	1.060223e+000	1.059027e+000	7.361169e-003
3.337349296651458e-003	1.023761e+000	1.022629e+000	4.008961e-003
3.347114921651457e-003	9.834462e-001	9.823804e-001	1.978767e-003
3.356880546651457e-003	9.394296e-001	9.384325e-001	8.924020e-004
3.366646171651457e-003	8.918772e-001	8.909505e-001	3.713251e-004
3.376411796651457e-003	8.409679e-001	8.401132e-001	1.438025e-004
3.386177421651457e-003	7.868934e-001	7.861120e-001	5.219141e-005
3.395943046651456e-003	7.298573e-001	7.291499e-001	1.784957e-005
3.405708671651456e-003	6.700741e-001	6.694412e-001	5.779004e-006
3.415474296651456e-003	6.077689e-001	6.072107e-001	1.778470e-006
3.435005546651456e-003	4.765391e-001	4.761283e-001	1.474105e-007
3.454536796651455e-003	3.381417e-001	3.378710e-001	1.053027e-008
3.474068046651455e-003	1.946584e-001	1.945044e-001	6.570574e-010
3.483833671651455e-003	1.216817e-001	1.215517e-001	1.480872e-010
3.493599296651454e-003	4.824716e-002	4.565081e-002	2.679829e-011
3.503364921651454e-003	-2.536902e-002	8.898551e-003	8.064462e-012
3.508139911582337e-003	-6.134674e-002	4.513382e-002	1.803553e-011
3.510775940752889e-003	-8.118661e-002	7.128608e-002	3.134517e-011
3.512583083875798e-003	-9.477541e-002	8.376544e-002	4.475391e-011
3.513732366874881e-003	-1.034112e-001	9.368472e-002	5.557703e-011
3.514625504147736e-003	-1.101186e-001	9.972359e-002	6.561120e-011
3.515573668504493e-003	-1.172354e-001	1.062364e-001	7.791696e-011
3.516490015380660e-003	-1.241095e-001	1.132018e-001	9.171440e-011
3.519040570898798e-003	-1.432203e-001	1.300468e-001	1.413852e-010
3.520303859722434e-003	-1.526726e-001	1.370659e-001	1.736365e-010
3.521717199582780e-003	-1.632362e-001	1.419306e-001	2.174515e-010
3.523089958766306e-003	-1.734841e-001	1.416207e-001	2.694577e-010
3.524572511378786e-003	-1.845372e-001	1.353862e-001	3.387322e-010
3.526125666174433e-003	-1.960994e-001	1.243770e-001	4.289808e-010
3.527760801960821e-003	-2.082518e-001	1.101615e-001	5.488933e-010
3.529551763385922e-003	-2.215369e-001	9.320030e-002	7.089390e-010
3.530272641924904e-003	-2.268765e-001	8.624826e-002	7.844232e-010
3.530714277714567e-003	-2.301454e-001	8.232746e-002	8.358234e-010
3.530877150776968e-003	-2.313505e-001	8.201580e-002	8.557449e-010
3.530975278649582e-003	-2.320765e-001	8.382019e-002	8.680946e-010
3.531084822965588e-003	-2.328868e-001	8.986083e-002	8.821267e-010
3.531212929660307e-003	-2.338343e-001	1.027707e-001	8.988156e-010
3.531352373599334e-003	-2.348654e-001	1.219111e-001	9.173224e-010
3.531499544111563e-003	-2.359535e-001	1.439452e-001	9.372759e-010
3.531685993708695e-003	-2.373317e-001	1.687668e-001	9.632546e-010
3.531980523311392e-003	-2.395081e-001	1.977464e-001	1.005705e-009
3.532304099222815e-003	-2.418982e-001	2.172897e-001	1.054385e-009
3.532703295606176e-003	-2.448455e-001	2.298409e-001	1.117586e-009
3.533124763266555e-003	-2.479556e-001	2.366932e-001	1.188707e-009
3.533767714174926e-003	-2.526967e-001	2.430161e-001	1.306009e-009
3.540815527310496e-003	-3.046089e-001	2.954025e-001	-1.382253e-007
3.547863340446066e-003	-3.556834e-001	3.468758e-001	-1.602895e-007
3.554911153581637e-003	-4.059203e-001	3.974358e-001	-6.488649e-008
3.561958966717207e-003	-4.553196e-001	4.470826e-001	1.479837e-007
3.569006779852777e-003	-5.038812e-001	4.958163e-001	4.783211e-007
3.576054592988348e-003	-5.516052e-001	5.436367e-001	9.261256e-007
3.583102406123918e-003	-5.984915e-001	5.905439e-001	1.491397e-006
3.592868031123918e-003	-6.611449e-001	6.534302e-001	4.880454e-006
3.602633656123917e-003	-7.213099e-001	7.138499e-001	1.519353e-005
3.612399281123917e-003	-7.787601e-001	7.715781e-001	4.479621e-005
3.622164906123917e-003	-8.332791e-001	8.264015e-001	1.245392e-004
3.631930531123917e-003	-8.846619e-001	8.781142e-001	3.247656e-004
3.641696156123917e-003	-9.327151e-001	9.265237e-001	7.891117e-004
3.651461781123916e-003	-9.772577e-001	9.714481e-001	1.771459e-003
3.661227406123916e-003	-1.018122e+000	1.012720e+000	3.638596e-003
3.670993031123916e-003	-1.055155e+000	1.050182e+000	6.779945e-003
3.680758656123916e-003	-1.088216e+000	1.083697e+000	1.141386e-002
3.690524281123916e-003	-1.117181e+000	1.113136e+000	1.740215e-002
3.710055531123915e-003	-1.162404e+000	1.159361e+000	3.115192e-002
3.719821156123915e-003	-1.178491e+000	1.175973e+000	3.741108e-002
3.729586781123915e-003	-1.190143e+000	1.188162e+000	4.237742e-002
3.739352406123915e-003	-1.197316e+000	1.195882e+000	4.562148e-002
3.749118031123914e-003	-1.199982e+000	1.199103e+000	4.686932e-002
3.758883656123914e-003	-1.198131e+000	1.197812e+000	4.600807e-002
3.768649281123914e-003	-1.191771e+000	1.192015e+000	4.310590e-002
3.778414906123914e-003	-1.180926e+000	1.181731e+000	3.841136e-002
3.788180531123913e-003	-1.165635e+000	1.167001e+000	3.234588e-002
3.807711781123913e-003	-1.121967e+000	1.124435e+000	1.859291e-002
3.817477406123913e-003	-1.093754e+000	1.096760e+000	1.240586e-002
3.827243031123913e-003	-1.061424e+000	1.064956e+000	7.505092e-003
3.837008656123912e-003	-1.025099e+000	1.029144e+000	4.101781e-003
3.846774281123912e-003	-9.849157e-001	9.894585e-001	2.031302e-003
3.856539906123912e-003	-9.410255e-001	9.460492e-001	9.188330e-004
3.866305531123912e-003	-8.935935e-001	8.990803e-001	3.833382e-004
3.876071156123912e-003	-8.427981e-001	8.487294e-001	1.488082e-004
3.885836781123911e-003	-7.888307e-001	7.951874e-001	5.412522e-005
3.895602406123911e-003	-7.318943e-001	7.386574e-001	1.854782e-005
3.905368031123911e-003	-6.722032e-001	6.793545e-001	6.016099e-006
3.915133656123911e-003	-6.099821e-001	6.175058e-001	1.854551e-006
3.934664906123910e-003	-4.788952e-001	4.871369e-001	1.541642e-007
3.954196156123910e-003	-3.406052e-001	3.496533e-001	1.103864e-008
3.973727406123910e-003	-1.971923e-001	2.095208e-001	5.569695e-010
3.977542222307420e-003	-1.687663e-001	1.874185e-001	2.505257e-010
3.979090010794714e-003	-1.572044e-001	1.852038e-001	1.902836e-010
3.979640572346723e-003	-1.530882e-001	1.879074e-001	1.736014e-010
3.980562790592630e-003	-1.461886e-001	1.972418e-001	1.505490e-010
3.981485008838538e-003	-1.392846e-001	2.066119e-001	1.296305e-010
3.982407227084446e-003	-1.323763e-001	2.160176e-001	1.108457e-010
3.983329445330353e-003	-1.254637e-001	2.254588e-001	9.419479e-011
3.984251663576261e-003	-1.185467e-001	2.349357e-001	7.967767e-011
3.985173881822169e-003	-1.116254e-001	2.444483e-001	6.729435e-011
3.986096100068077e-003	-1.046996e-001	2.539964e-001	5.704485e-011
3.986444374576142e-003	-1.020835e-001	2.567564e-001	5.338511e-011
3.986777321090299e-003	-9.958200e-002	2.563662e-001	5.005107e-011
3.987089762579145e-003	-9.723418e-002	2.408074e-001	4.707270e-011
3.987399015345826e-003	-9.490996e-002	1.995104e-001	4.424637e-011
3.987550191779508e-003	-9.377364e-002	1.714331e-001	4.291368e-011
3.987722208128939e-003	-9.248058e-002	1.439222e-001	4.144150e-011
3.987861010145520e-003	-9.143712e-002	1.297040e-001	4.028080e-011
3.988004358845778e-003	-9.035940e-002	1.197552e-001	3.910953e-011
3.988153147928490e-003	-8.924070e-002	1.123414e-001	3.792253e-011
3.988344136989197e-003	-8.780460e-002	1.060067e-001	3.644038e-011
3.988577694555317e-003	-8.604824e-002	1.009565e-001	3.469127e-011
3.988927385055958e-003	-8.341822e-002	9.607866e-002	3.219558e-011
3.989396483609946e-003	-7.988950e-002	9.146268e-002	2.908348e-011
3.991354972223638e-003	-6.514993e-002	7.620174e-002	1.856203e-011
3.993606990617600e-003	-4.818919e-002	5.940257e-002	1.044327e-011
3.996878925910420e-003	-2.353084e-002	3.724166e-002	3.737424e-012
4.001106550918807e-003	8.343130e-003	2.630678e-002	1.770910e-012
4.004366523278778e-003	3.291868e-002	4.428810e-002	4.871573e-012
4.006050378309960e-003	4.560779e-002	5.730210e-002	8.523201e-012
4.006995500360558e-003	5.272785e-002	5.711011e-002	1.140146e-011
4.007517843120360e-003	5.666212e-002	5.652639e-002	1.330538e-011
4.008156566604630e-003	6.147214e-002	6.049394e-002	1.593147e-011
4.008721276080980e-003	6.572397e-002	6.494144e-002	1.850214e-011
4.009314696129301e-003	7.019107e-002	6.925807e-002	2.150475e-011
4.010002599928786e-003	7.536819e-002	7.447553e-002	2.538134e-011
4.010749799213119e-003	8.098996e-002	8.007587e-002	3.013609e-011
4.014609330381011e-003	1.100290e-001	1.090783e-001	-1.060692e-010
4.018468861548904e-003	1.389645e-001	1.379735e-001	-3.263999e-011
4.022328392716796e-003	1.677964e-001	1.667615e-001	2.504238e-010
4.026187923884689e-003	1.965247e-001	1.954423e-001	7.431221e-010
4.030047455052581e-003	2.251494e-001	2.240159e-001	1.445455e-009
4.033906986220474e-003	2.536705e-001	2.524823e-001	2.357422e-009
4.037766517388366e-003	2.820880e-001	2.808415e-001	3.479024e-009
4.057297767388365e-003	4.227431e-001	4.213402e-001	5.296635e-008
4.076829017388365e-003	5.570397e-001	5.555352e-001	6.800065e-007
4.086594642388365e-003	6.211678e-001	6.196196e-001	2.290700e-006
4.096360267388364e-003	6.829580e-001	6.813707e-001	7.367844e-006
4.106125892388364e-003	7.421777e-001	7.405561e-001	2.250975e-005
4.115891517388364e-003	7.986039e-001	7.969525e-001	6.502496e-005
4.125657142388364e-003	8.520244e-001	8.503476e-001	1.768042e-004
4.135422767388364e-003	9.022381e-001	9.005406e-001	4.499363e-004
4.145188392388363e-003	9.490560e-001	9.473424e-001	1.063872e-003
4.154954017388363e-003	9.923018e-001	9.905769e-001	2.316170e-003
4.164719642388363e-003	1.031813e+000	1.030081e+000	4.598319e-003
4.174485267388363e-003	1.067440e+000	1.065707e+000	8.264005e-003
4.184250892388363e-003	1.099050e+000	1.097319e+000	1.341952e-002
4.194016517388362e-003	1.126523e+000	1.124800e+000	1.978269e-002
4.203782142388362e-003	1.149757e+000	1.148045e+000	2.673312e-002
4.213547767388362e-003	1.168663e+000	1.166968e+000	3.350542e-002
4.223313392388362e-003	1.183170e+000	1.181496e+000	3.936997e-002
4.233079017388361e-003	1.193224e+000	1.191576e+000	4.375933e-002
4.242844642388361e-003	1.198787e+000	1.197169e+000	4.630747e-002
4.252610267388361e-003	1.199839e+000	1.198254e+000	4.680351e-002
4.262375892388361e-003	1.196374e+000	1.194828e+000	4.519591e-002
4.272141517388361e-003	1.188406e+000	1.186902e+000	4.161297e-002
4.281907142388360e-003	1.175966e+000	1.174508e+000	3.636717e-002
4.291672767388360e-003	1.159099e+000	1.157691e+000	2.994584e-002
4.301438392388360e-003	1.137870e+000	1.136515e+000	2.299015e-002
4.311204017388360e-003	1.112358e+000	1.111060e+000	1.626251e-002
4.320969642388360e-003	1.082659e+000	1.081421e+000	1.048579e-002
4.330735267388359e-003	1.048886e+000	1.047710e+000	6.117658e-003
4.340500892388359e-003	1.011165e+000	1.010054e+000	3.225541e-003
4.350266517388359e-003	9.696379e-001	9.685940e-001	1.544779e-003
4.360032142388359e-003	9.244614e-001	9.234868e-001	6.780934e-004
4.369797767388359e-003	8.758054e-001	8.749019e-001	2.754506e-004
4.379563392388358e-003	8.238531e-001	8.230220e-001	1.043925e-004
4.389329017388358e-003	7.688001e-001	7.680424e-001	3.714812e-005
4.399094642388358e-003	7.108534e-001	7.101700e-001	1.247616e-005
4.408860267388358e-003	6.502312e-001	6.496225e-001	3.972313e-006
4.428391517388357e-003	5.218823e-001	5.214219e-001	3.488647e-007
4.447922767388357e-003	3.856838e-001	3.853669e-001	2.611922e-008
4.467454017388356e-003	2.436842e-001	2.434959e-001	1.712316e-009
4.477219642388356e-003	1.711740e-001	1.710332e-001	4.117274e-010
4.486985267388356e-003	9.801944e-002	9.786808e-002	8.805449e-011
4.496750892388356e-003	2.449599e-002	2.150399e-002	1.169515e-011
4.503464582547102e-003	-2.612027e-002	-1.272578e-002	5.593710e-012
4.507212942657788e-003	-5.436569e-002	1.546509e-002	1.482572e-011
4.511323728167120e-003	-8.530688e-002	7.850913e-002	3.618908e-011
4.513391783700166e-003	-1.008526e-001	9.146592e-002	5.273910e-011
4.514784338152942e-003	-1.113110e-001	9.871090e-002	6.779038e-011
4.515784387820402e-003	-1.188165e-001	1.088999e-001	8.085468e-011
4.516588339646186e-003	-1.248468e-001	1.140675e-001	9.302277e-011
4.517440463758570e-003	-1.312350e-001	1.192576e-001	1.077616e-010
4.518427012213257e-003	-1.386262e-001	1.263640e-001	1.274366e-010
4.519642654034275e-003	-1.477264e-001	1.336091e-001	1.558013e-010
4.520867814378351e-003	-1.568892e-001	1.395334e-001	1.898986e-010
4.522254012351813e-003	-1.672451e-001	1.422790e-001	2.368570e-010
4.523823482637888e-003	-1.789548e-001	1.390651e-001	3.022137e-010
4.525341522663160e-003	-1.902642e-001	1.302276e-001	3.822344e-010
4.527324990948807e-003	-2.050149e-001	1.140274e-001	5.156102e-010
4.529053416455247e-003	-2.178430e-001	9.804700e-002	6.603920e-010
4.530076248167986e-003	-2.254223e-001	8.812109e-002	7.628880e-010
4.530581623396507e-003	-2.291637e-001	8.331648e-002	8.199174e-010
4.530807597710944e-003	-2.308359e-001	8.196703e-002	8.471280e-010
4.530928445333197e-003	-2.317300e-001	8.271914e-002	8.621731e-010
4.531026934926373e-003	-2.324586e-001	8.599731e-002	8.746737e-010
4.531127978208806e-003	-2.332060e-001	9.347400e-002	8.876986e-010
4.531244728633453e-003	-2.340694e-001	1.070169e-001	9.029943e-010
4.531385437702334e-003	-2.351099e-001	1.273050e-001	9.217646e-010
4.531535741025292e-003	-2.362210e-001	1.495017e-001	9.422653e-010
4.531753369309981e-003	-2.378296e-001	1.769035e-001	9.728010e-010
4.532040833962184e-003	-2.399537e-001	2.023641e-001	1.014635e-009
4.532410302622852e-003	-2.426825e-001	2.214028e-001	1.070923e-009
4.532823824088226e-003	-2.457351e-001	2.322823e-001	1.137429e-009
4.533277828015039e-003	-2.490847e-001	2.384756e-001	1.215605e-009
4.534808390697060e-003	-2.603618e-001	2.511430e-001	1.525805e-009
4.546745829736808e-003	-3.474095e-001	3.386737e-001	1.157902e-008
4.566277079736808e-003	-4.853990e-001	4.770744e-001	1.745227e-007
4.585808329736808e-003	-6.160877e-001	6.082026e-001	2.080792e-006
4.595573954736807e-003	-6.780748e-001	6.704283e-001	6.719071e-006
4.605339579736807e-003	-7.375099e-001	7.301246e-001	2.061578e-005
4.615105204736807e-003	-7.941691e-001	7.870688e-001	5.983145e-005
4.624870829736807e-003	-8.478392e-001	8.410504e-001	1.635091e-004
4.634636454736807e-003	-8.983182e-001	8.918666e-001	4.184294e-004
4.644402079736806e-003	-9.454162e-001	9.393282e-001	9.955601e-004
4.654167704736806e-003	-9.889559e-001	9.832566e-001	2.182699e-003
4.663933329736806e-003	-1.028773e+000	1.023488e+000	4.367055e-003
4.673698954736806e-003	-1.064719e+000	1.059870e+000	7.912789e-003
4.683464579736806e-003	-1.096657e+000	1.092267e+000	1.295338e-002
4.693230204736805e-003	-1.124467e+000	1.120557e+000	1.923881e-002
4.712761454736805e-003	-1.167302e+000	1.164404e+000	3.298458e-002
4.722527079736805e-003	-1.182166e+000	1.179796e+000	3.894464e-002
4.732292704736804e-003	-1.192581e+000	1.190750e+000	4.346855e-002
4.742058329736804e-003	-1.198506e+000	1.197226e+000	4.617599e-002
4.751823954736804e-003	-1.199921e+000	1.199197e+000	4.684200e-002
4.761589579736804e-003	-1.196820e+000	1.196656e+000	4.540129e-002
4.771355204736804e-003	-1.189214e+000	1.189613e+000	4.196856e-002
4.781120829736803e-003	-1.177132e+000	1.178093e+000	3.684176e-002
4.790886454736803e-003	-1.160620e+000	1.162139e+000	3.049341e-002
4.800652079736803e-003	-1.139739e+000	1.141812e+000	2.355251e-002
4.810417704736803e-003	-1.114569e+000	1.117187e+000	1.677745e-002
4.820183329736803e-003	-1.085203e+000	1.088356e+000	1.090252e-002
4.829948954736802e-003	-1.051753e+000	1.055429e+000	6.413088e-003
4.839714579736802e-003	-1.014345e+000	1.018530e+000	3.408594e-003
4.849480204736802e-003	-9.731188e-001	9.777966e-001	1.644633e-003
4.859245829736802e-003	-9.282301e-001	9.333839e-001	7.267419e-004
4.869011454736802e-003	-8.798477e-001	8.854596e-001	2.969637e-004
4.878777079736801e-003	-8.281537e-001	8.342049e-001	1.131470e-004
4.888542704736801e-003	-7.733428e-001	7.798139e-001	4.045997e-005
4.898308329736801e-003	-7.156212e-001	7.224936e-001	1.364953e-005
4.908073954736801e-003	-6.552061e-001	6.624621e-001	4.363890e-006
4.917839579736801e-003	-5.923250e-001	5.999495e-001	1.327578e-006
4.937370829736800e-003	-4.601198e-001	4.684616e-001	1.078702e-007
4.956902079736800e-003	-3.209938e-001	3.301895e-001	7.583220e-009
4.966667704736799e-003	-2.494864e-001	2.597159e-001	1.916107e-009
4.976433329736799e-003	-1.770399e-001	1.961083e-001	3.550178e-010
4.979401290007081e-003	-1.548774e-001	1.886948e-001	1.828007e-010
4.980171431879634e-003	-1.491174e-001	1.927665e-001	1.594602e-010
4.986068369072059e-003	-1.049079e-001	2.536715e-001	5.734200e-011
4.986401233870024e-003	-1.024076e-001	2.563284e-001	5.382161e-011
4.986692960882929e-003	-1.002159e-001	2.565842e-001	5.087469e-011
4.987011308562296e-003	-9.782375e-002	2.441226e-001	4.780455e-011
