time	V(vin)	V(voutoa)	V(voutr)
4.987295557811753e-003	-9.568755e-002	2.104842e-001	4.516916e-011
4.987437520483585e-003	-9.462054e-002	1.841621e-001	4.389803e-011
4.987606631439706e-003	-9.334939e-002	1.537627e-001	4.242484e-011
4.987728425220225e-003	-9.243384e-002	1.383161e-001	4.138654e-011
4.987861400027152e-003	-9.143418e-002	1.266771e-001	4.027800e-011
4.988021166193281e-003	-9.023303e-002	1.166661e-001	3.897598e-011
4.988198010904661e-003	-8.890337e-002	1.093803e-001	3.757427e-011
4.988452068375201e-003	-8.699297e-002	1.029277e-001	3.563420e-011
4.988830160780942e-003	-8.414949e-002	9.709614e-002	3.289116e-011
4.989349689568881e-003	-8.024153e-002	9.184773e-002	2.942106e-011
4.990342975324594e-003	-7.276758e-002	8.388488e-002	2.358417e-011
4.991732055902596e-003	-6.231080e-002	7.336968e-002	1.704870e-011
4.994470299653520e-003	-4.168457e-002	5.323373e-002	8.685178e-012
4.999368378453018e-003	-4.762302e-003	2.827733e-002	1.990487e-012
5.002874001768813e-003	2.166829e-002	3.450337e-002	3.122705e-012
5.006135609041691e-003	4.624994e-002	5.492093e-002	9.122899e-012
5.007386663180468e-003	5.567414e-002	5.637852e-002	1.287365e-011
5.007992918127599e-003	6.023985e-002	5.826478e-002	1.520989e-011
5.008401157946651e-003	6.331383e-002	6.259392e-002	1.698004e-011
5.008827553475608e-003	6.652407e-002	6.591680e-002	1.898519e-011
5.009271384846517e-003	6.986506e-002	6.883639e-002	2.122403e-011
5.009652562636230e-003	7.273400e-002	7.193553e-002	2.328219e-011
5.010038828346330e-003	7.564081e-002	7.471642e-002	2.550865e-011
5.010426085527696e-003	7.855462e-002	7.762948e-002	2.788849e-011
5.010855427809230e-003	8.178455e-002	8.089626e-002	3.071669e-011
5.011386988074806e-003	8.578264e-002	8.483887e-002	3.451737e-011
5.014707377557920e-003	1.107538e-001	1.097934e-001	-2.924391e-011
5.018027767041034e-003	1.356519e-001	1.346683e-001	2.921912e-011
5.021348156524149e-003	1.604770e-001	1.594635e-001	2.099065e-010
5.024668546007263e-003	1.852290e-001	1.841790e-001	5.128181e-010
5.027988935490378e-003	2.099079e-001	2.088148e-001	9.379541e-010
5.031309324973492e-003	2.345137e-001	2.333709e-001	1.485314e-009
5.034629714456606e-003	2.590465e-001	2.578473e-001	2.154899e-009
5.054160964456606e-003	4.005277e-001	3.991435e-001	3.468059e-008
5.073692214456606e-003	5.359846e-001	5.344953e-001	4.561116e-007
5.083457839456605e-003	6.008128e-001	5.992783e-001	1.558401e-006
5.093223464456605e-003	6.633797e-001	6.618047e-001	5.090895e-006
5.102989089456605e-003	7.234498e-001	7.218388e-001	1.581875e-005
5.112754714456605e-003	7.807970e-001	7.791547e-001	4.654397e-005
5.122520339456605e-003	8.352055e-001	8.335363e-001	1.291099e-004
5.132285964456604e-003	8.864704e-001	8.847790e-001	3.358625e-004
5.142051589456604e-003	9.343989e-001	9.326900e-001	8.138570e-004
5.151817214456604e-003	9.788105e-001	9.770887e-001	1.821424e-003
5.161582839456604e-003	1.019538e+000	1.017808e+000	3.728479e-003
5.171348464456604e-003	1.056428e+000	1.054695e+000	6.922051e-003
5.181114089456603e-003	1.089342e+000	1.087610e+000	1.161017e-002
5.190879714456603e-003	1.118156e+000	1.116430e+000	1.763997e-002
5.210410964456603e-003	1.163067e+000	1.161366e+000	3.139589e-002
5.220176589456602e-003	1.178993e+000	1.177312e+000	3.761845e-002
5.229942214456602e-003	1.190483e+000	1.188826e+000	4.252859e-002
5.239707839456602e-003	1.197492e+000	1.195863e+000	4.570327e-002
5.249473464456602e-003	1.199993e+000	1.198398e+000	4.687504e-002
5.259239089456602e-003	1.197979e+000	1.196420e+000	4.593729e-002
5.269004714456601e-003	1.191455e+000	1.189937e+000	4.296431e-002
5.278770339456601e-003	1.180447e+000	1.178974e+000	3.821106e-002
5.288535964456601e-003	1.164996e+000	1.163572e+000	3.210570e-002
5.308067214456601e-003	1.121014e+000	1.119698e+000	1.835093e-002
5.317832839456600e-003	1.092649e+000	1.091391e+000	1.220243e-002
5.327598464456600e-003	1.060171e+000	1.058975e+000	7.354960e-003
5.337364089456600e-003	1.023703e+000	1.022571e+000	4.004967e-003
5.347129714456600e-003	9.833823e-001	9.823166e-001	1.976511e-003
5.356895339456600e-003	9.393602e-001	9.383631e-001	8.912696e-004
5.366660964456599e-003	8.918025e-001	8.908759e-001	3.708114e-004
5.376426589456599e-003	8.408883e-001	8.400338e-001	1.435887e-004
5.386192214456599e-003	7.868092e-001	7.860279e-001	5.210893e-005
5.395957839456599e-003	7.297688e-001	7.290615e-001	1.781982e-005
5.405723464456599e-003	6.699815e-001	6.693489e-001	5.768914e-006
5.415489089456598e-003	6.076727e-001	6.071147e-001	1.775236e-006
5.435020339456598e-003	4.764367e-001	4.760262e-001	1.471239e-007
5.454551589456597e-003	3.380347e-001	3.377643e-001	1.050873e-008
5.474082839456597e-003	1.945483e-001	1.943946e-001	6.556307e-010
5.483848464456597e-003	1.215708e-001	1.214402e-001	1.477354e-010
5.493614089456597e-003	4.813571e-002	4.683194e-002	2.398472e-011
5.501520293473093e-003	-1.146257e-002	4.687324e-003	7.343681e-012
5.508773102511105e-003	-6.611414e-002	8.673196e-003	1.891938e-011
5.508976404259233e-003	-6.764462e-002	1.474580e-002	1.969678e-011
5.509383007755487e-003	-7.070524e-002	3.722251e-002	2.181475e-011
5.509797407908221e-003	-7.382407e-002	5.566122e-002	2.409985e-011
5.510146643912184e-003	-7.645208e-002	6.389301e-002	2.615423e-011
5.510561991186374e-003	-7.957710e-002	6.851323e-002	2.879028e-011
5.511258672063826e-003	-8.481760e-002	7.451613e-002	3.361348e-011
5.513404151065264e-003	-1.009455e-001	9.056836e-002	5.277772e-011
5.515169664173611e-003	-1.142035e-001	1.033666e-001	7.523608e-011
5.518593595332352e-003	-1.398737e-001	1.269890e-001	1.344330e-010
5.520343862437604e-003	-1.529717e-001	1.371173e-001	1.755474e-010
5.521838332822223e-003	-1.641410e-001	1.422568e-001	2.214807e-010
5.523071454777352e-003	-1.733461e-001	1.418460e-001	2.685183e-010
5.524614907612945e-003	-1.848530e-001	1.350664e-001	3.415145e-010
5.526306062116200e-003	-1.974412e-001	1.228146e-001	4.426480e-010
5.528261973724301e-003	-2.119721e-001	1.055061e-001	5.916072e-010
5.529851451151301e-003	-2.237573e-001	9.029486e-002	7.399754e-010
5.530502691750411e-003	-2.285795e-001	8.408196e-002	8.107831e-010
5.530788097393767e-003	-2.306917e-001	8.204053e-002	8.447581e-010
5.530919942709282e-003	-2.316671e-001	8.247458e-002	8.611049e-010
5.531016312367449e-003	-2.323800e-001	8.525885e-002	8.733153e-010
5.531117706688563e-003	-2.331300e-001	9.220675e-002	8.863670e-010
5.531234276248831e-003	-2.339921e-001	1.051952e-001	9.016169e-010
5.531375997455827e-003	-2.350401e-001	1.253435e-001	9.204923e-010
5.531521266331721e-003	-2.361140e-001	1.469242e-001	9.402676e-010
5.531732624768552e-003	-2.376763e-001	1.741369e-001	9.698561e-010
5.532021457999101e-003	-2.398105e-001	2.007867e-001	1.011749e-009
5.532371295613969e-003	-2.423944e-001	2.198238e-001	1.064856e-009
5.532801564530442e-003	-2.455708e-001	2.317939e-001	1.133739e-009
5.533230159315836e-003	-2.487331e-001	2.379664e-001	1.207177e-009
5.534701593882556e-003	-2.595757e-001	2.503487e-001	1.500513e-009
5.541836042039887e-003	-3.120576e-001	3.030866e-001	-1.713064e-007
5.548970490197216e-003	-3.636624e-001	3.549246e-001	-2.007018e-007
5.556104938354547e-003	-4.143900e-001	4.058628e-001	-8.668592e-008
5.563239386511877e-003	-4.642406e-001	4.559012e-001	1.707414e-007
5.570373834669207e-003	-5.132140e-001	5.050397e-001	5.715801e-007
5.577508282826537e-003	-5.613103e-001	5.532784e-001	1.115830e-006
5.584642730983867e-003	-6.085296e-001	6.006173e-001	1.803492e-006
5.594408355983867e-003	-6.708059e-001	6.631297e-001	5.857400e-006
5.604173980983867e-003	-7.305574e-001	7.231398e-001	1.808549e-005
5.613939605983867e-003	-7.875594e-001	7.804237e-001	5.284829e-005
5.623705230983866e-003	-8.415971e-001	8.347698e-001	1.455042e-004
5.633470855983866e-003	-8.924673e-001	8.859740e-001	3.754129e-004
5.643236480983866e-003	-9.399784e-001	9.338456e-001	9.014055e-004
5.653002105983866e-003	-9.839516e-001	9.782046e-001	1.996685e-003
5.662767730983865e-003	-1.024222e+000	1.018885e+000	4.040665e-003
5.672533355983865e-003	-1.060636e+000	1.055734e+000	7.410403e-003
5.682298980983865e-003	-1.093059e+000	1.088614e+000	1.227767e-002
5.692064605983865e-003	-1.121368e+000	1.117400e+000	1.844055e-002
5.711595855983864e-003	-1.165234e+000	1.162273e+000	3.220237e-002
5.721361480983864e-003	-1.180625e+000	1.178191e+000	3.829701e-002
5.731127105983864e-003	-1.191573e+000	1.189678e+000	4.301553e-002
5.740892730983864e-003	-1.198036e+000	1.196689e+000	4.595643e-002
5.750658355983864e-003	-1.199990e+000	1.199199e+000	4.687376e-002
5.760423980983863e-003	-1.197427e+000	1.197197e+000	4.568178e-002
5.770189605983863e-003	-1.190358e+000	1.190690e+000	4.247511e-002
5.779955230983863e-003	-1.178808e+000	1.179702e+000	3.753030e-002
5.789720855983863e-003	-1.162821e+000	1.164275e+000	3.129788e-002
5.809252105983862e-003	-1.117795e+000	1.120349e+000	1.755165e-002
5.819017730983862e-003	-1.088925e+000	1.092015e+000	1.153715e-002
5.828783355983862e-003	-1.055956e+000	1.059571e+000	6.869112e-003
5.838548980983862e-003	-1.019014e+000	1.023138e+000	3.694944e-003
5.848314605983862e-003	-9.782351e-001	9.828548e-001	1.802756e-003
5.858080230983861e-003	-9.337749e-001	9.388729e-001	8.046002e-004
5.867845855983861e-003	-8.858002e-001	8.913584e-001	3.317070e-004
5.877611480983861e-003	-8.344916e-001	8.404912e-001	1.273968e-004
5.887377105983861e-003	-7.800420e-001	7.864640e-001	4.588837e-005
5.897142730983860e-003	-7.226566e-001	7.294821e-001	1.558496e-005
5.906908355983860e-003	-6.625513e-001	6.697623e-001	5.013525e-006
5.916673980983860e-003	-5.999522e-001	6.075334e-001	1.533851e-006
5.936205230983860e-003	-4.682240e-001	4.765226e-001	1.258504e-007
5.955736480983859e-003	-3.294533e-001	3.385830e-001	8.917035e-009
5.965502105983859e-003	-2.580760e-001	2.680617e-001	2.262255e-009
5.975267730983859e-003	-1.857273e-001	2.001870e-001	4.292394e-010
5.978490155268128e-003	-1.616871e-001	1.854142e-001	2.127573e-010
5.979567126026819e-003	-1.536374e-001	1.879990e-001	1.764116e-010
5.980854730641833e-003	-1.440040e-001	1.998361e-001	1.425794e-010
5.981623818914086e-003	-1.382451e-001	2.080677e-001	1.263842e-010
5.982392907186340e-003	-1.324834e-001	2.161887e-001	1.114415e-010
5.983161995458592e-003	-1.267187e-001	2.241991e-001	9.775136e-011
5.983931083730846e-003	-1.209511e-001	2.320989e-001	8.531374e-011
5.984700172003098e-003	-1.151807e-001	2.398880e-001	7.412864e-011
5.985469260275352e-003	-1.094074e-001	2.475666e-001	6.419608e-011
5.986238348547605e-003	-1.036312e-001	2.551346e-001	5.551606e-011
5.986529476896353e-003	-1.014441e-001	2.574411e-001	5.250145e-011
5.986777569872162e-003	-9.958013e-002	2.578029e-001	5.003351e-011
5.987031557316181e-003	-9.767159e-002	2.478008e-001	4.760609e-011
5.987297769082813e-003	-9.567092e-002	2.165926e-001	4.514773e-011
5.987432923047254e-003	-9.465510e-002	1.914174e-001	4.393795e-011
5.987596622246729e-003	-9.342463e-002	1.603132e-001	4.251055e-011
5.987715766770404e-003	-9.252900e-002	1.434379e-001	4.149336e-011
5.987850630777119e-003	-9.151515e-002	1.301470e-001	4.036812e-011
5.988032818728553e-003	-9.014542e-002	1.176955e-001	3.888420e-011
5.988225075705774e-003	-8.869987e-002	1.094370e-001	3.736647e-011
5.988530722806670e-003	-8.640148e-002	1.019713e-001	3.505991e-011
5.989023935348266e-003	-8.269199e-002	9.506040e-002	3.155965e-011
5.989624018637150e-003	-7.817765e-002	8.950733e-002	2.769517e-011
5.992296902316245e-003	-5.805732e-002	6.914490e-002	1.480509e-011
5.995413302618229e-003	-3.457810e-002	4.658879e-002	6.518393e-012
6.000107423897266e-003	8.099570e-004	2.623063e-002	1.690423e-012
6.003394086410659e-003	2.558887e-002	3.672637e-002	3.442055e-012
6.005812232715778e-003	4.381346e-002	5.484859e-002	8.017382e-012
6.006995889986629e-003	5.273078e-002	5.766805e-002	1.147332e-011
6.007776304377633e-003	5.860863e-002	5.855626e-002	1.440316e-011
6.008714174528668e-003	6.567051e-002	6.474628e-002	1.851717e-011
6.009336856739582e-003	7.035787e-002	6.963312e-002	2.162937e-011
6.010045244957110e-003	7.568908e-002	7.475127e-002	2.564759e-011
6.010844871660911e-003	8.170515e-002	8.078717e-002	3.078644e-011
6.013228307836061e-003	9.962429e-002	9.866829e-002	5.122681e-011
6.023852686605621e-003	1.791725e-001	1.780996e-001	3.882791e-010
6.041877499134044e-003	3.121181e-001	3.108116e-001	6.398633e-009
6.061408749134044e-003	4.516079e-001	4.501821e-001	9.177317e-008
6.080939999134043e-003	5.843050e-001	5.827817e-001	1.140036e-006
6.090705624134043e-003	6.474779e-001	6.459128e-001	3.769694e-006
6.100471249134043e-003	7.082137e-001	7.066116e-001	1.186976e-005
6.110236874134043e-003	7.662840e-001	7.646493e-001	3.543162e-005
6.120002499134043e-003	8.214703e-001	8.198076e-001	9.983550e-005
6.129768124134042e-003	8.735646e-001	8.718785e-001	2.641978e-004
6.139533749134042e-003	9.223711e-001	9.206663e-001	6.525045e-004
6.149299374134042e-003	9.677060e-001	9.659870e-001	1.491911e-003
6.159064999134042e-003	1.009399e+000	1.007670e+000	3.127888e-003
6.168830624134042e-003	1.047292e+000	1.045559e+000	5.958743e-003
6.178596249134041e-003	1.081244e+000	1.079511e+000	1.025971e-002
6.188361874134041e-003	1.111126e+000	1.109398e+000	1.598090e-002
6.198127499134041e-003	1.136826e+000	1.135107e+000	2.268031e-002
6.207893124134041e-003	1.158247e+000	1.156542e+000	2.964994e-002
6.217658749134040e-003	1.175310e+000	1.173623e+000	3.612462e-002
6.227424374134040e-003	1.187948e+000	1.186284e+000	4.143155e-002
6.237189999134040e-003	1.196115e+000	1.194479e+000	4.507868e-002
6.246955624134040e-003	1.199780e+000	1.198176e+000	4.677408e-002
6.256721249134040e-003	1.198930e+000	1.197362e+000	4.637949e-002
6.266486874134039e-003	1.193567e+000	1.192039e+000	4.391492e-002
6.276252499134039e-003	1.183712e+000	1.182228e+000	3.958071e-002
6.286018124134039e-003	1.169402e+000	1.167965e+000	3.376628e-002
6.295783749134039e-003	1.150690e+000	1.149304e+000	2.703520e-002
6.305549374134039e-003	1.127647e+000	1.126316e+000	2.008466e-002
6.315314999134038e-003	1.100360e+000	1.099087e+000	1.368032e-002
6.325080624134038e-003	1.068932e+000	1.067719e+000	8.462143e-003
6.334846249134038e-003	1.033480e+000	1.032331e+000	4.729887e-003
6.344611874134038e-003	9.941386e-001	9.930555e-001	2.392709e-003
6.354377499134038e-003	9.510555e-001	9.500405e-001	1.103322e-003
6.364143124134037e-003	9.043928e-001	9.034478e-001	4.682407e-004
6.373908749134037e-003	8.543261e-001	8.534529e-001	1.845680e-004
6.383674374134037e-003	8.010440e-001	8.002436e-001	6.807149e-005
6.393439999134037e-003	7.447469e-001	7.440205e-001	2.362681e-005
6.403205624134037e-003	6.856468e-001	6.849948e-001	7.754227e-006
6.412971249134036e-003	6.239660e-001	6.233888e-001	2.416298e-006
6.432502499134036e-003	4.938000e-001	4.933709e-001	2.046542e-007
6.452033749134035e-003	3.562069e-001	3.559192e-001	1.487567e-008
6.471564999134035e-003	2.132561e-001	2.130910e-001	9.470038e-010
6.481330624134035e-003	1.404412e-001	1.403107e-001	2.199554e-010
6.491096249134035e-003	6.709769e-002	6.643398e-002	4.261751e-011
6.500861874134034e-003	-6.498346e-003	1.657030e-002	1.219390e-011
6.510627499134034e-003	-8.006992e-002	2.252938e-002	2.957849e-011
6.510871042857969e-003	-8.190201e-002	2.988002e-002	3.079334e-011
6.511358130305841e-003	-8.556561e-002	5.639709e-002	3.425155e-011
6.511762044966625e-003	-8.860303e-002	7.267238e-002	3.729353e-011
6.512133976342181e-003	-9.139942e-002	7.984137e-002	4.028449e-011
6.512568578087834e-003	-9.466638e-002	8.391269e-002	4.403979e-011
6.514066850675796e-003	-1.059235e-001	9.545469e-002	5.930507e-011
6.515505089009029e-003	-1.167208e-001	1.058630e-001	7.803802e-011
6.517514601759308e-003	-1.317906e-001	1.195216e-001	1.140201e-010
6.521203688474376e-003	-1.593995e-001	1.399539e-001	2.041794e-010
6.522732496912413e-003	-1.708168e-001	1.427152e-001	2.548768e-010
6.524050089532903e-003	-1.806441e-001	1.383992e-001	3.129582e-010
6.525844692569519e-003	-1.940091e-001	1.264357e-001	4.132487e-010
6.527765449283955e-003	-2.082863e-001	1.100751e-001	5.511897e-010
6.529649046215401e-003	-2.222578e-001	9.227689e-002	7.194136e-010
6.530374683126623e-003	-2.276320e-001	8.554761e-002	7.963131e-010
6.530833444049140e-003	-2.310272e-001	8.288050e-002	8.505255e-010
6.530987169879622e-003	-2.321645e-001	8.509944e-002	8.696480e-010
6.531118342656420e-003	-2.331347e-001	9.280553e-002	8.864741e-010
6.531249459455208e-003	-2.341044e-001	1.072205e-001	9.036361e-010
6.531403332758415e-003	-2.352422e-001	1.293078e-001	9.241858e-010
6.531554326591300e-003	-2.363584e-001	1.515707e-001	9.448171e-010
6.531762047004784e-003	-2.378937e-001	1.775645e-001	9.740112e-010
6.532043082771065e-003	-2.399703e-001	2.021300e-001	1.014991e-009
6.532436799566639e-003	-2.428781e-001	2.222122e-001	1.075048e-009
6.532821819310439e-003	-2.457203e-001	2.322642e-001	1.137111e-009
6.533313572425077e-003	-2.493483e-001	2.388215e-001	1.221889e-009
6.534869275491077e-003	-2.608099e-001	2.515922e-001	1.538739e-009
6.541955328590241e-003	-3.129210e-001	3.039565e-001	-1.665829e-007
6.549041381689406e-003	-3.641668e-001	3.554331e-001	-1.946455e-007
6.556127434788570e-003	-4.145474e-001	4.060221e-001	-8.264892e-008
6.563213487887735e-003	-4.640628e-001	4.557234e-001	1.694067e-007
6.570299540986898e-003	-5.127129e-001	5.045370e-001	5.615214e-007
6.577385594086063e-003	-5.604978e-001	5.524629e-001	1.093695e-006
6.584471647185227e-003	-6.074174e-001	5.995012e-001	1.765928e-006
6.594237272185227e-003	-6.697359e-001	6.620554e-001	5.740239e-006
6.604002897185227e-003	-7.295337e-001	7.221113e-001	1.774004e-005
6.613768522185226e-003	-7.865857e-001	7.794448e-001	5.189061e-005
6.623534147185226e-003	-8.406771e-001	8.338442e-001	1.430227e-004
6.633299772185226e-003	-8.916044e-001	8.851051e-001	3.694507e-004
6.643065397185226e-003	-9.391760e-001	9.330367e-001	8.882701e-004
6.652831022185226e-003	-9.832126e-001	9.774587e-001	1.970536e-003
6.662596647185225e-003	-1.023549e+000	1.018205e+000	3.994382e-003
6.672362272185225e-003	-1.060032e+000	1.055123e+000	7.338500e-003
6.682127897185225e-003	-1.092526e+000	1.088073e+000	1.218007e-002
6.691893522185225e-003	-1.120908e+000	1.116931e+000	1.832425e-002
6.711424772185224e-003	-1.164925e+000	1.161955e+000	3.208660e-002
6.721190397185224e-003	-1.180394e+000	1.177950e+000	3.820027e-002
6.730956022185224e-003	-1.191420e+000	1.189515e+000	4.294685e-002
6.740721647185224e-003	-1.197961e+000	1.196605e+000	4.592174e-002
6.750487272185224e-003	-1.199994e+000	1.199194e+000	4.687587e-002
6.760252897185223e-003	-1.197511e+000	1.197271e+000	4.572053e-002
6.770018522185223e-003	-1.190520e+000	1.190842e+000	4.254736e-002
6.779784147185223e-003	-1.179049e+000	1.179933e+000	3.762981e-002
6.789549772185223e-003	-1.163139e+000	1.164583e+000	3.141517e-002
6.809081022185222e-003	-1.118264e+000	1.120808e+000	1.766632e-002
6.818846647185222e-003	-1.089467e+000	1.092547e+000	1.163197e-002
6.828612272185222e-003	-1.056569e+000	1.060174e+000	6.937873e-003
6.838377897185222e-003	-1.019694e+000	1.023810e+000	3.738513e-003
6.848143522185221e-003	-9.789817e-001	9.835929e-001	1.827016e-003
6.857909147185221e-003	-9.345846e-001	9.396743e-001	8.166324e-004
6.867674772185221e-003	-8.866699e-001	8.922203e-001	3.371094e-004
6.877440397185221e-003	-8.354180e-001	8.414102e-001	1.296243e-004
6.887206022185221e-003	-7.810218e-001	7.874366e-001	4.674095e-005
6.896971647185220e-003	-7.236860e-001	7.305046e-001	1.589023e-005
6.906737272185220e-003	-6.636264e-001	6.708308e-001	5.116389e-006
6.916502897185220e-003	-6.010690e-001	6.086438e-001	1.566629e-006
6.936034147185220e-003	-4.694115e-001	4.777036e-001	1.287250e-007
6.955565397185219e-003	-3.306935e-001	3.398138e-001	9.131299e-009
6.965331022185219e-003	-2.593356e-001	2.692924e-001	2.317965e-009
6.975096647185219e-003	-1.870016e-001	2.008747e-001	4.388215e-010
6.978254557303185e-003	-1.634471e-001	1.855212e-001	2.211179e-010
6.979441656289771e-003	-1.545756e-001	1.877004e-001	1.804440e-010
6.980624934725376e-003	-1.457240e-001	1.975322e-001	1.483001e-010
6.981419347285317e-003	-1.397764e-001	2.059165e-001	1.308846e-010
6.982213759845258e-003	-1.338258e-001	2.142299e-001	1.148833e-010
6.983008172405199e-003	-1.278720e-001	2.224724e-001	1.002963e-010
6.983802584965141e-003	-1.219151e-001	2.306439e-001	8.712357e-011
6.984596997525083e-003	-1.159551e-001	2.387444e-001	7.536513e-011
6.985391410085024e-003	-1.099920e-001	2.467741e-001	6.502097e-011
6.986185822644965e-003	-1.040257e-001	2.547328e-001	5.609109e-011
6.986562523683272e-003	-1.011959e-001	2.575694e-001	5.218253e-011
6.986856489771834e-003	-9.898712e-002	2.566044e-001	4.927167e-011
6.987097743111540e-003	-9.717420e-002	2.427127e-001	4.698761e-011
6.987370232445596e-003	-9.512629e-002	2.038757e-001	4.450038e-011
6.987521870157863e-003	-9.398653e-002	1.750924e-001	4.315940e-011
6.987687553408517e-003	-9.274109e-002	1.478788e-001	4.173572e-011
6.987848088040293e-003	-9.153426e-002	1.304580e-001	4.038975e-011
6.988012260211338e-003	-9.029999e-002	1.188936e-001	3.904911e-011
6.988209355285304e-003	-8.881807e-002	1.100653e-001	3.748859e-011
6.988492291157170e-003	-8.669050e-002	1.025287e-001	3.533170e-011
6.988831858153894e-003	-8.413672e-002	9.720793e-002	3.288274e-011
6.989453062201761e-003	-7.946385e-002	9.098864e-002	2.873145e-011
6.990168733885581e-003	-7.407887e-002	8.519085e-002	2.449279e-011
6.993421345490128e-003	-4.958776e-002	6.076757e-002	1.083968e-011
6.996764069856069e-003	-2.439666e-002	4.034749e-002	4.296320e-012
7.001922641808986e-003	1.449602e-002	3.489346e-002	3.593651e-012
7.006664244208856e-003	5.023254e-002	5.551175e-002	1.140551e-011
7.008402701110189e-003	6.332544e-002	6.147732e-002	1.720713e-011
7.009178386270615e-003	6.916505e-002	6.735856e-002	2.076962e-011
7.009578810957546e-003	7.217894e-002	7.241038e-002	2.287192e-011
7.009936402784946e-003	7.487005e-002	7.447173e-002	2.490154e-011
7.010316661763731e-003	7.773133e-002	7.656737e-002	2.718708e-011
7.010596638039711e-003	7.983775e-002	7.911146e-002	2.896055e-011
7.010888883874787e-003	8.203621e-002	8.111043e-002	3.090358e-011
7.011158618391558e-003	8.406509e-002	8.307625e-002	3.277991e-011
7.011462571185476e-003	8.635105e-002	8.547065e-002	3.500231e-011
7.011866045161330e-003	8.938501e-002	8.844006e-002	3.812374e-011
7.015086573972070e-003	1.135974e-001	1.126318e-001	-9.176477e-012
7.018307102782811e-003	1.377410e-001	1.367487e-001	5.945250e-011
7.021527631593551e-003	1.618158e-001	1.607907e-001	2.440107e-010
7.024748160404291e-003	1.858218e-001	1.847578e-001	5.444981e-010
7.027968689215030e-003	2.097590e-001	2.086500e-001	9.609146e-010
7.031189218025771e-003	2.336273e-001	2.324673e-001	1.493260e-009
7.034409746836511e-003	2.574269e-001	2.562097e-001	2.141535e-009
7.053940996836511e-003	3.989639e-001	3.975807e-001	3.366151e-008
7.073472246836510e-003	5.345002e-001	5.330117e-001	4.434438e-007
7.083237871836510e-003	5.993766e-001	5.978428e-001	1.516598e-006
7.093003496836510e-003	6.619970e-001	6.604227e-001	4.959652e-006
7.102769121836510e-003	7.221259e-001	7.205156e-001	1.542898e-005
7.112534746836510e-003	7.795368e-001	7.778952e-001	4.545487e-005
7.122300371836509e-003	8.340138e-001	8.323451e-001	1.262631e-004
7.132065996836509e-003	8.853517e-001	8.836608e-001	3.289547e-004
7.141831621836509e-003	9.333574e-001	9.316488e-001	7.984627e-004
7.151597246836509e-003	9.778501e-001	9.761285e-001	1.790363e-003
7.161362871836509e-003	1.018662e+000	1.016932e+000	3.672651e-003
7.171128496836508e-003	1.055641e+000	1.053907e+000	6.833868e-003
7.180894121836508e-003	1.088646e+000	1.086913e+000	1.148846e-002
7.190659746836508e-003	1.117553e+000	1.115827e+000	1.749266e-002
7.210190996836507e-003	1.162657e+000	1.160956e+000	3.124501e-002
7.219956621836507e-003	1.178683e+000	1.177002e+000	3.749032e-002
7.229722246836507e-003	1.190273e+000	1.188616e+000	4.243531e-002
7.239487871836507e-003	1.197383e+000	1.195754e+000	4.565297e-002
7.249253496836507e-003	1.199987e+000	1.198390e+000	4.687183e-002
7.259019121836506e-003	1.198074e+000	1.196514e+000	4.598142e-002
7.268784746836506e-003	1.191651e+000	1.190133e+000	4.305222e-002
7.278550371836506e-003	1.180744e+000	1.179270e+000	3.833523e-002
7.288315996836506e-003	1.165392e+000	1.163967e+000	3.225446e-002
7.307847246836505e-003	1.121605e+000	1.120287e+000	1.850057e-002
7.317612871836505e-003	1.093333e+000	1.092074e+000	1.232812e-002
7.327378496836505e-003	1.060947e+000	1.059749e+000	7.447634e-003
7.337144121836505e-003	1.024568e+000	1.023434e+000	4.064672e-003
7.346909746836505e-003	9.843319e-001	9.832647e-001	2.010271e-003
7.356675371836504e-003	9.403914e-001	9.393927e-001	9.082401e-004
7.366440996836504e-003	8.929114e-001	8.919833e-001	3.785189e-004
7.376206621836504e-003	8.420708e-001	8.412145e-001	1.467984e-004
7.385972246836504e-003	7.880607e-001	7.872777e-001	5.334821e-005
7.395737871836504e-003	7.310846e-001	7.303757e-001	1.826707e-005
7.405503496836503e-003	6.713569e-001	6.707225e-001	5.920711e-006
7.415269121836503e-003	6.091022e-001	6.085424e-001	1.823925e-006
7.434800371836503e-003	4.779585e-001	4.775461e-001	1.514429e-007
7.454331621836502e-003	3.396257e-001	3.393536e-001	1.083356e-008
7.473862871836502e-003	1.961847e-001	1.960297e-001	6.771565e-010
7.483628496836502e-003	1.232207e-001	1.230908e-001	1.530460e-010
7.493394121836501e-003	4.979285e-002	4.734404e-002	2.783834e-011
7.503159746836501e-003	-2.382237e-002	8.750798e-003	8.180985e-012
7.508280501914326e-003	-6.240535e-002	4.414702e-002	1.921636e-011
7.511291164879383e-003	-8.506198e-002	7.500768e-002	3.557278e-011
7.513529830592725e-003	-1.018897e-001	9.122493e-002	5.438809e-011
7.515094060090741e-003	-1.136360e-001	1.033158e-001	7.197598e-011
7.516327382844574e-003	-1.228897e-001	1.118465e-001	8.940791e-011
7.517610942011257e-003	-1.325126e-001	1.207440e-001	1.113562e-010
7.518777449304522e-003	-1.412504e-001	1.285791e-001	1.357524e-010
7.520526096043414e-003	-1.543344e-001	1.376957e-001	1.810391e-010
7.522177334095047e-003	-1.666726e-001	1.419190e-001	2.347842e-010
